a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,,
11,null,VF_AUDIO_CAP_11,black_ice,-3475, 4630, 1937,CLASSIFIED_11_CAPS,VF_FILE_11_BODY,intel_proto_blackice,vf_photo_11_01,vf_photo_11_02,vf_photo_11_03,VF_FILE_CAPTION_11_01,VF_FILE_CAPTION_11_02,VF_FILE_CAPTION_11_03,VF_LOCATION_CAPTION_11_01,VF_LOCATION_CAPTION_11_02,VF_LOCATION_CAPTION_11_03,VF_DATE_CAPTION_11_01,VF_DATE_CAPTION_11_02,VF_DATE_CAPTION_11_03,VF_MISSION_NAME_11,VF_OP_NAME_11
12,null,VF_AUDIO_CAP_12,ship_graveyard,16341, -60108, -1092,CLASSIFIED_12_CAPS,VF_FILE_12_BODY,intel_proto_ramos_1,vf_photo_12_01,vf_photo_12_02,vf_photo_12_03,VF_FILE_CAPTION_12_01,VF_FILE_CAPTION_12_02,VF_FILE_CAPTION_12_03,VF_LOCATION_CAPTION_12_01,VF_LOCATION_CAPTION_12_02,VF_LOCATION_CAPTION_12_03,VF_DATE_CAPTION_12_01,VF_DATE_CAPTION_12_02,VF_DATE_CAPTION_12_03,VF_MISSION_NAME_12,VF_OP_NAME_12
13,null,VF_AUDIO_CAP_13,factory,8010, -231, 164,CLASSIFIED_13_CAPS,VF_FILE_13_BODY,intel_proto_factory,vf_photo_13_01,vf_photo_13_02,vf_photo_13_03,VF_FILE_CAPTION_13_01,VF_FILE_CAPTION_13_02,VF_FILE_CAPTION_13_03,VF_LOCATION_CAPTION_13_01,VF_LOCATION_CAPTION_13_02,VF_LOCATION_CAPTION_13_03,VF_DATE_CAPTION_13_01,VF_DATE_CAPTION_13_02,VF_DATE_CAPTION_13_03,VF_MISSION_NAME_13,VF_OP_NAME_13
14,null,VF_AUDIO_CAP_14,veg,-26112, -28878, 1618,CLASSIFIED_14_CAPS,VF_FILE_14_BODY,intel_proto_vegas,vf_photo_14_01,vf_photo_14_02,vf_photo_14_03,VF_FILE_CAPTION_14_01,VF_FILE_CAPTION_14_02,VF_FILE_CAPTION_14_03,VF_LOCATION_CAPTION_14_01,VF_LOCATION_CAPTION_14_02,VF_LOCATION_CAPTION_14_03,VF_DATE_CAPTION_14_01,VF_DATE_CAPTION_14_02,VF_DATE_CAPTION_14_03,VF_MISSION_NAME_14,VF_OP_NAME_14
15,null,VF_AUDIO_CAP_15,carrier,-926,7286,1267,CLASSIFIED_15_CAPS,VF_FILE_15_BODY,intel_proto_carrier,vf_photo_15_01,vf_photo_15_02,vf_photo_15_03,VF_FILE_CAPTION_15_01,VF_FILE_CAPTION_15_02,VF_FILE_CAPTION_15_03,VF_LOCATION_CAPTION_15_01,VF_LOCATION_CAPTION_15_02,VF_LOCATION_CAPTION_15_03,VF_DATE_CAPTION_15_01,VF_DATE_CAPTION_15_02,VF_DATE_CAPTION_15_03,VF_MISSION_NAME_15,VF_OP_NAME_15
16,null,VF_AUDIO_CAP_16,satfarm,-4617, 53336, 94,CLASSIFIED_16_CAPS,VF_FILE_16_BODY,intel_proto_satfarm,vf_photo_16_01,vf_photo_16_02,vf_photo_16_03,VF_FILE_CAPTION_16_01,VF_FILE_CAPTION_16_02,VF_FILE_CAPTION_16_03,VF_LOCATION_CAPTION_16_01,VF_LOCATION_CAPTION_16_02,VF_LOCATION_CAPTION_16_03,VF_DATE_CAPTION_16_01,VF_DATE_CAPTION_16_02,VF_DATE_CAPTION_16_03,VF_MISSION_NAME_16,VF_OP_NAME_16
17,null,VF_AUDIO_CAP_17,spacea,36256, -2432, 2514,CLASSIFIED_17_CAPS,VF_FILE_17_BODY,intel_proto_loki,vf_photo_17_01,vf_photo_17_02,vf_photo_17_03,VF_FILE_CAPTION_17_01,VF_FILE_CAPTION_17_02,VF_FILE_CAPTION_17_03,VF_LOCATION_CAPTION_17_01,VF_LOCATION_CAPTION_17_02,VF_LOCATION_CAPTION_17_03,VF_DATE_CAPTION_17_01,VF_DATE_CAPTION_17_02,VF_DATE_CAPTION_17_03,VF_MISSION_NAME_17,VF_OP_NAME_17
18,null,VF_AUDIO_CAP_18,skyway,-118102, 123653, 2501,CLASSIFIED_18_CAPS,VF_FILE_18_BODY,intel_proto_skyway,vf_photo_18_01,vf_photo_18_02,vf_photo_18_03,VF_FILE_CAPTION_18_01,VF_FILE_CAPTION_18_02,VF_FILE_CAPTION_18_03,VF_LOCATION_CAPTION_18_01,VF_LOCATION_CAPTION_18_02,VF_LOCATION_CAPTION_18_03,VF_DATE_CAPTION_18_01,VF_DATE_CAPTION_18_02,VF_DATE_CAPTION_18_03,VF_MISSION_NAME_18,VF_OP_NAME_18
19,null,VF_AUDIO_CAP_19,london,80346, -4256, 487,CLASSIFIED_19_CAPS,VF_FILE_19_BODY,intel_proto_elias,vf_photo_19_01,vf_photo_19_02,vf_photo_19_03,VF_FILE_CAPTION_19_01,VF_FILE_CAPTION_19_02,VF_FILE_CAPTION_19_03,VF_LOCATION_CAPTION_19_01,VF_LOCATION_CAPTION_19_02,VF_LOCATION_CAPTION_19_03,VF_DATE_CAPTION_19_01,VF_DATE_CAPTION_19_02,VF_DATE_CAPTION_19_03,VF_MISSION_NAME_19,VF_OP_NAME_19
20,null,VF_AUDIO_CAP_20,london,76884, -2780, 862,CLASSIFIED_20_CAPS,VF_FILE_20_BODY,intel_proto_hesh,vf_photo_20_01,vf_photo_20_02,vf_photo_20_03,VF_FILE_CAPTION_20_01,VF_FILE_CAPTION_20_02,VF_FILE_CAPTION_20_03,VF_LOCATION_CAPTION_20_01,VF_LOCATION_CAPTION_20_02,VF_LOCATION_CAPTION_20_03,VF_DATE_CAPTION_20_01,VF_DATE_CAPTION_20_02,VF_DATE_CAPTION_20_03,VF_MISSION_NAME_20,VF_OP_NAME_20
21,null,VF_AUDIO_CAP_21,null,0,0,0,CLASSIFIED_21_CAPS,VF_FILE_21_BODY,intel_proto_merrick,vf_photo_21_01,vf_photo_21_02,vf_photo_21_03,VF_FILE_CAPTION_21_01,VF_FILE_CAPTION_21_02,VF_FILE_CAPTION_21_03,VF_LOCATION_CAPTION_21_01,VF_LOCATION_CAPTION_21_02,VF_LOCATION_CAPTION_21_03,VF_DATE_CAPTION_21_01,VF_DATE_CAPTION_21_02,VF_DATE_CAPTION_21_03,VF_MISSION_NAME_21,VF_OP_NAME_21
