21,MOSTWANTED_CAPTAIN1_RANK,MOSTWANTED_CAPTAIN1_NAME,most_wanted_captain0,48,Earth,SDF Army,MOSTWANTED_CAPTAIN1_VESSEL,All Declined,MOSTWANTED_CAPTAIN1_BIO,captain1,,,,,MOSTWANTED_CAPTAIN1_BIO,MOSTWANTED_UNKNOWN
22,MOSTWANTED_CAPTAIN2_RANK,MOSTWANTED_CAPTAIN2_NAME,most_wanted_captain0,40,Earth,SDF Army,MOSTWANTED_CAPTAIN2_VESSEL,Distinguished Service of the Red Navy,MOSTWANTED_CAPTAIN2_BIO,captain2,,,,,MOSTWANTED_CAPTAIN2_BIO,MOSTWANTED_UNKNOWN
23,MOSTWANTED_CAPTAIN3_RANK,MOSTWANTED_CAPTAIN3_NAME,most_wanted_captain0,36,Earth,SDF Army,MOSTWANTED_CAPTAIN3_VESSEL,Frontier War Medal,MOSTWANTED_CAPTAIN3_BIO,captain3,,,,,MOSTWANTED_CAPTAIN3_BIO,MOSTWANTED_UNKNOWN
24,MOSTWANTED_CAPTAIN4_RANK,MOSTWANTED_CAPTAIN4_NAME,most_wanted_captain0,38,Earth,SDF Army,MOSTWANTED_CAPTAIN4_VESSEL,,MOSTWANTED_CAPTAIN4_BIO,captain4,,,,,MOSTWANTED_CAPTAIN4_BIO,MOSTWANTED_UNKNOWN
25,MOSTWANTED_CAPTAIN5_RANK,MOSTWANTED_CAPTAIN5_NAME,most_wanted_captain0,50,Earth,SDF Army,MOSTWANTED_CAPTAIN5_VESSEL,Crimson Service Order,MOSTWANTED_CAPTAIN5_BIO,captain5,,,,,MOSTWANTED_CAPTAIN5_BIO,MOSTWANTED_UNKNOWN
26,MOSTWANTED_CAPTAIN6_RANK,MOSTWANTED_CAPTAIN6_NAME,most_wanted_captain0,48,Earth,SDF Army,MOSTWANTED_CAPTAIN6_VESSEL,Crimson Service Order,MOSTWANTED_CAPTAIN6_BIO,captain6,,,,,MOSTWANTED_CAPTAIN6_BIO,MOSTWANTED_UNKNOWN
27,MOSTWANTED_CAPTAIN7_RANK,MOSTWANTED_CAPTAIN7_NAME,most_wanted_captain0,40,Earth,SDF Army,MOSTWANTED_CAPTAIN7_VESSEL,All Declined,MOSTWANTED_CAPTAIN7_BIO,captain7,,,,,MOSTWANTED_CAPTAIN7_BIO,MOSTWANTED_UNKNOWN
28,MOSTWANTED_CAPTAIN8_RANK,MOSTWANTED_CAPTAIN8_NAME,most_wanted_captain0,36,Earth,SDF Army,MOSTWANTED_CAPTAIN8_VESSEL,Distinguished Service of the Red Navy,MOSTWANTED_CAPTAIN8_BIO,captain8,,,,,MOSTWANTED_CAPTAIN8_BIO,MOSTWANTED_UNKNOWN
29,MOSTWANTED_CAPTAIN9_RANK,MOSTWANTED_CAPTAIN9_NAME,most_wanted_captain0,45,Earth,SDF Army,MOSTWANTED_CAPTAIN9_VESSEL,Frontier War Medal,MOSTWANTED_CAPTAIN9_BIO,captain9,,,,,MOSTWANTED_CAPTAIN9_BIO,MOSTWANTED_UNKNOWN
30,MOSTWANTED_KOTCH_RANK,MOSTWANTED_KOTCH_NAME,most_wanted_captain0,80,Jupiter,SDF Air Force,MOSTWANTED_KOTCH_VESSEL,ALL THE MEDALS,MOSTWANTED_KOTCH_BIO,salenKoch,MOSTWANTED_KOTCH_BIO,MOSTWANTED_KOTCH_BIO,MOSTWANTED_KOTCH_BIO,MOSTWANTED_KOTCH_BIO,MOSTWANTED_KOTCH_BIO,MOSTWANTED_KOTCH_BIO
31,MOSTWANTED_HVT_RANK,MOSTWANTED_HVT_NAME,most_wanted_captain0,80,Unknown,Congress,MOSTWANTED_HVT_VESSEL,,MOSTWANTED_HVT_BIO1,riah,MOSTWANTED_HVT_BIO1,MOSTWANTED_HVT_BIO2,MOSTWANTED_HVT_BIO3,MOSTWANTED_HVT_BIO3,MOSTWANTED_HVT_BIO3,MOSTWANTED_HVT_BIO1
