15,personnelAirboss2,CAPCOMP_FILE_AIRBOSS_NAME,CAPCOMP_FILE_AIRBOSS_SUBTITLE,hud_captain_computer_headshot_gibson_mug,CAPCOMP_FILE_AIRBOSS_DATA1,CAPCOMP_FILE_AIRBOSS_DATA2,CAPCOMP_FILE_AIRBOSS_DATA3_2,,CAPCOMP_FILE_AIRBOSS_BIO,hud_captain_computer_unsa_id
16,personnelGriff1,CAPCOMP_FILE_GRIFF_NAME,CAPCOMP_FILE_GRIFF_SUBTITLE,hud_captain_computer_headshot_griff_mug,CAPCOMP_FILE_GRIFF_DATA1,CAPCOMP_FILE_GRIFF_DATA2,CAPCOMP_FILE_GRIFF_DATA3_1,,CAPCOMP_FILE_GRIFF_BIO,hud_captain_computer_unsa_id
17,personnelGriff2,CAPCOMP_FILE_GRIFF_NAME,CAPCOMP_FILE_GRIFF_SUBTITLE,hud_captain_computer_headshot_griff_mug,CAPCOMP_FILE_GRIFF_DATA1,CAPCOMP_FILE_GRIFF_DATA2,CAPCOMP_FILE_GRIFF_DATA3_2,,CAPCOMP_FILE_GRIFF_BIO,hud_captain_computer_unsa_id
18,personnelBrooks1,CAPCOMP_FILE_BROOKS_NAME,CAPCOMP_FILE_BROOKS_SUBTITLE,hud_captain_computer_headshot_brooks_mug,CAPCOMP_FILE_BROOKS_DATA1_1,CAPCOMP_FILE_BROOKS_DATA2,CAPCOMP_FILE_BROOKS_DATA3_1,,CAPCOMP_FILE_BROOKS_BIO1,hud_captain_computer_unsa_id
19,personnelBrooks2,CAPCOMP_FILE_BROOKS_NAME,CAPCOMP_FILE_BROOKS_SUBTITLE,hud_captain_computer_headshot_brooks_mug,CAPCOMP_FILE_BROOKS_DATA1_2,CAPCOMP_FILE_BROOKS_DATA2,CAPCOMP_FILE_BROOKS_DATA3_1,,CAPCOMP_FILE_BROOKS_BIO2,hud_captain_computer_unsa_id
20,personnelKashima1,CAPCOMP_FILE_KASH_NAME,CAPCOMP_FILE_KASH_DATA1,hud_captain_computer_headshot_kash_mug,CAPCOMP_FILE_KASH_DATA1,CAPCOMP_FILE_KASH_DATA2,CAPCOMP_FILE_KASH_DATA3_1,,CAPCOMP_FILE_KASH_BIO,hud_captain_computer_unsa_id
21,personnelKashima2,CAPCOMP_FILE_KASH_NAME,CAPCOMP_FILE_KASH_DATA1,hud_captain_computer_headshot_kash_mug,CAPCOMP_FILE_KASH_DATA1,CAPCOMP_FILE_KASH_DATA2,CAPCOMP_FILE_KASH_DATA3_2,,CAPCOMP_FILE_KASH_BIO,hud_captain_computer_unsa_id
22,personnelBoats,CAPCOMP_FILE_BOATS_NAME,CAPCOMP_FILE_BOATS_SUBTITLE,hud_captain_computer_headshot_boats_mug,CAPCOMP_FILE_BOATS_DATA1,CAPCOMP_FILE_BOATS_DATA2,CAPCOMP_FILE_BOATS_DATA3_1,,CAPCOMP_FILE_BOATS_BIO,hud_captain_computer_unsa_id
23,personnelDO1,CAPCOMP_FILE_DO_NAME,CAPCOMP_FILE_DO_SUBTITLE,hud_captain_computer_headshot_drops_mug,CAPCOMP_FILE_DO_DATA1,CAPCOMP_FILE_DO_DATA2,CAPCOMP_FILE_DO_DATA3_1,,CAPCOMP_FILE_DO_BIO,hud_captain_computer_unsa_id
24,personnelDO2,CAPCOMP_FILE_DO_NAME,CAPCOMP_FILE_DO_SUBTITLE,hud_captain_computer_headshot_drops_mug,CAPCOMP_FILE_DO_DATA1,CAPCOMP_FILE_DO_DATA2,CAPCOMP_FILE_DO_DATA3_2,,CAPCOMP_FILE_DO_BIO,hud_captain_computer_unsa_id
25,personnelKloos,CAPCOMP_FILE_KLOOS_NAME,CAPCOMP_FILE_KLOOS_DATA1,hud_captain_computer_headshot_kloos_mug,CAPCOMP_FILE_KLOOS_DATA1,CAPCOMP_FILE_KLOOS_DATA2,CAPCOMP_FILE_KLOOS_DATA3_1,,CAPCOMP_FILE_KLOOS_BIO,hud_captain_computer_unsa_id
26,personnelBoggs1,CAPCOMP_FILE_BOGGS_NAME,CAPCOMP_FILE_BOGGS_DATA1,hud_captain_computer_headshot_boggs_mug,CAPCOMP_FILE_BOGGS_DATA1,CAPCOMP_FILE_BOGGS_DATA2,CAPCOMP_FILE_BOGGS_DATA3_1,,CAPCOMP_FILE_BOGGS_BIO,hud_captain_computer_unsa_id
27,personnelBoggs2,CAPCOMP_FILE_BOGGS_NAME,CAPCOMP_FILE_BOGGS_DATA1,hud_captain_computer_headshot_boggs_mug,CAPCOMP_FILE_BOGGS_DATA1,CAPCOMP_FILE_BOGGS_DATA2,CAPCOMP_FILE_BOGGS_DATA3_2,,CAPCOMP_FILE_BOGGS_BIO,hud_captain_computer_unsa_id
28,personnelComms1,CAPCOMP_FILE_COMMS_NAME,CAPCOMP_FILE_COMMS_SUBTITLE,hud_captain_computer_headshot_commo_mug,CAPCOMP_FILE_COMMS_DATA1,CAPCOMP_FILE_COMMS_DATA2,CAPCOMP_FILE_COMMS_DATA3_1,,CAPCOMP_FILE_COMMS_BIO,hud_captain_computer_unsa_id
29,personnelComms2,CAPCOMP_FILE_COMMS_NAME,CAPCOMP_FILE_COMMS_SUBTITLE,hud_captain_computer_headshot_commo_mug,CAPCOMP_FILE_COMMS_DATA1,CAPCOMP_FILE_COMMS_DATA2,CAPCOMP_FILE_COMMS_DATA3_2,,CAPCOMP_FILE_COMMS_BIO,hud_captain_computer_unsa_id
30,personnelAlder,CAPCOMP_FILE_ALDER_NAME,CAPCOMP_FILE_ALDER_SUBTITLE,hud_captain_computer_headshot_alder_mug,CAPCOMP_FILE_ALDER_DATA1,CAPCOMP_FILE_ALDER_DATA2,CAPCOMP_FILE_ALDER_DATA3,,CAPCOMP_FILE_ALDER_BIO,hud_captain_computer_unsa_id
31,personnelJack1,CAPCOMP_FILE_JACK_NAME,CAPCOMP_FILE_JACK_DATA1,hud_captain_computer_headshot_jack_mug,CAPCOMP_FILE_JACK_DATA1,CAPCOMP_FILE_JACK_DATA2,CAPCOMP_FILE_JACK_DATA3_1,,CAPCOMP_FILE_JACK_BIO,hud_captain_computer_unsa_id
32,personnelJack2,CAPCOMP_FILE_JACK_NAME,CAPCOMP_FILE_JACK_DATA1,hud_captain_computer_headshot_jack_mug,CAPCOMP_FILE_JACK_DATA1,CAPCOMP_FILE_JACK_DATA2,CAPCOMP_FILE_JACK_DATA3_2,,CAPCOMP_FILE_JACK_BIO,hud_captain_computer_unsa_id
33,personnelChaplain1,CAPCOMP_FILE_CHAPLAIN_NAME,CAPCOMP_FILE_CHAPLAIN_DATA1,hud_captain_computer_headshot_marine_mug,CAPCOMP_FILE_CHAPLAIN_DATA1,CAPCOMP_FILE_CHAPLAIN_DATA2,CAPCOMP_FILE_CHAPLAIN_DATA3_1,,CAPCOMP_FILE_CHAPLAIN_BIO,hud_captain_computer_unsa_id
34,personnelKotch1,CAPCOMP_FILE_KOTCH_NAME,CAPCOMP_FILE_KOTCH_DATA1,hud_captain_computer_headshot_kotch_mug,CAPCOMP_FILE_KOTCH_DATA1,CAPCOMP_FILE_KOTCH_DATA2,CAPCOMP_FILE_KOTCH_DATA3_1,,CAPCOMP_FILE_KOTCH_BIO,hud_captain_computer_sdf_id
35,personnelKotch2,CAPCOMP_FILE_KOTCH_NAME,CAPCOMP_FILE_KOTCH_DATA1,hud_captain_computer_headshot_kotch_mug,CAPCOMP_FILE_KOTCH_DATA1,CAPCOMP_FILE_KOTCH_DATA2,CAPCOMP_FILE_KOTCH_DATA3_2,,CAPCOMP_FILE_KOTCH_BIO,hud_captain_computer_sdf_id
36,personnelHVT1,CAPCOMP_FILE_HVT_NAME,CAPCOMP_FILE_HVT_DATA1,hud_captain_computer_headshot_riah_mug,CAPCOMP_FILE_HVT_DATA1,CAPCOMP_FILE_HVT_DATA2,CAPCOMP_FILE_HVT_DATA3_1,,CAPCOMP_FILE_HVT_BIO1,hud_captain_computer_sdf_id
37,personnelHVT2,CAPCOMP_FILE_HVT_NAME,CAPCOMP_FILE_HVT_DATA1,hud_captain_computer_headshot_riah_mug,CAPCOMP_FILE_HVT_DATA1,CAPCOMP_FILE_HVT_DATA2,CAPCOMP_FILE_HVT_DATA3_1,,CAPCOMP_FILE_HVT_BIO2,hud_captain_computer_sdf_id
38,personnelHVT3,CAPCOMP_FILE_HVT_NAME,CAPCOMP_FILE_HVT_DATA1,hud_captain_computer_headshot_riah_mug,CAPCOMP_FILE_HVT_DATA1,CAPCOMP_FILE_HVT_DATA2,CAPCOMP_FILE_HVT_DATA3_1,,CAPCOMP_FILE_HVT_BIO3,hud_captain_computer_sdf_id
39,personnelHVT4,CAPCOMP_FILE_HVT_NAME,CAPCOMP_FILE_HVT_DATA1,hud_captain_computer_headshot_riah_mug,CAPCOMP_FILE_HVT_DATA1,CAPCOMP_FILE_HVT_DATA2,CAPCOMP_FILE_HVT_DATA3_4,,CAPCOMP_FILE_HVT_BIO4,hud_captain_computer_sdf_id
