mt_smg_kills,CP_MERITS_SMG_KILLS,CP_MERITS_SMG_KILLS,ui_playercard_192,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,50,1000,5,100,1000,5,250,1000,5,500,1000,5,1000,1000,5
mt_lmg_kills,CP_MERITS_LMG_KILLS,CP_MERITS_LMG_KILLS,ui_playercard_193,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,50,1000,5,100,1000,5,250,1000,5,500,1000,5,1000,1000,5
mt_sniper_kills,CP_MERITS_SNIPER_KILLS,CP_MERITS_SNIPER_KILLS,ui_playercard_194,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,50,1000,5,100,1000,5,250,1000,5,500,1000,5,1000,1000,5
mt_shotgun_kills,CP_MERITS_SHOTGUN_KILLS,CP_MERITS_SHOTGUN_KILLS,ui_playercard_195,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,50,1000,5,100,1000,5,250,1000,5,500,1000,5,1000,1000,5
mt_pistol_kills,CP_MERITS_PISTOL_KILLS,CP_MERITS_PISTOL_KILLS,ui_playercard_196,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,50,1000,5,100,1000,5,250,1000,5,500,1000,5,1000,1000,5
mt_rebuild_barriers,CP_MERITS_REBOARD_WINDOWS,CP_MERITS_REBOARD_WINDOWS_DESC,ui_playercard_197,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,150,1000,5
mt_purchase_perks,CP_MERITS_PURCHASED_PERKS,CP_MERITS_PURCHASED_PERKS_DESC,ui_playercard_198,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,150,1000,5
mt_purchase_doors,CP_MERITS_PURCHASED_DOORS,CP_MERITS_PURCHASED_DOORS_DESC,ui_playercard_199,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,150,1000,5
mt_headshot_kills,CP_MERITS_HEADSHOT_KILLS,CP_MERITS_HEADSHOT_KILLS_DESC,ui_playercard_200,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,25,1000,5,50,1000,5,100,1000,5,250,1000,5,500,1000,5
mt_crawler_kills,CP_MERITS_CRAWLER_KILLS,CP_MERITS_CRAWLER_KILLS_DESC,ui_playercard_201,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,5,1000,5,10,1000,5,25,1000,5,50,1000,5,100,1000,5
mt_turned_zombies,CP_MERITS_TURNED_ZOMBIES,CP_MERITS_TURNED_ZOMBIES_DESC,ui_playercard_202,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,1,1000,5,5,1000,5,10,1000,5,15,1000,5,20,1000,5
mt_sliding_kills,CP_MERITS_SLIDING_KILLS,CP_MERITS_SLIDING_KILLS_DESC,ui_playercard_203,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5
mt_quest_weapon_kills,CP_MERITS_QUEST_WEAPON_KILLS,CP_MERITS_QUEST_WEAPON_KILLS_DESC,ui_playercard_204,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,25,1000,5,50,1000,5,100,1000,5,250,1000,5,500,1000,5
mt_powerup_grabs,CP_MERITS_POWERUP_GRABS,CP_MERITS_POWERUP_GRABS_DESC,ui_playercard_205,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5
mt_faf_uses,CP_MERITS_FAF_USES,CP_MERITS_FAF_USES_DESC,ui_playercard_206,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5
mt_faf_shock_melee_kills,CP_MERITS_FAF_SHOCK_MELEE_KILLS,CP_MERITS_FAF_SHOCK_MLEEE_KILLS_DESC,ui_playercard_207,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,250,1000,5
mt_faf_burned_out_kills,CP_MERITS_FAF_BURNED_OUT_KILLS,CP_MERITS_FAF_BURNED_OUT_KILLS_DESC,ui_playercard_208,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,250,1000,5
mt_highest_round,CP_MERITS_HIGHEST_ROUND,CP_MERITS_HIGHEST_ROUND_DESC,ui_playercard_209,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,5,1000,5,10,1000,5,12,1000,5,20,1000,5,30,1000,5
mt_total_rounds,CP_MERITS_TOTAL_ROUNDS,CP_MERITS_TOTAL_ROUNDS_DESC,ui_playercard_210,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5
mt_faf_refill_deck,CP_MERITS_FAF_REFILL_DECK,CP_MERITS_FAF_REFILL_DECK_DESC,ui_playercard_212,CHALLENGE_LEVEL,1,soul,mt_all_completed,,,1,1000,5,2,1000,5,5,1000,5,10,1000,5,20,1000,5
mt_all_completed,CP_MERITS_ALL_COMPLETED,CP_MERITS_ALL_COMPLETED_DESC,ui_playercard_213,CHALLENGE_LEVEL,1,soul,,,,31,500,5,,,,,,,,,,,,
mt_prestige_1,CP_MERITS_PRESTIGE_1,CP_MERITS_PRESTIGE_1_DESC,ui_playercard_214,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,39,1000,5,,,,,,,,,,,,
mt_prestige_2,CP_MERITS_PRESTIGE_2,CP_MERITS_PRESTIGE_2_DESC,ui_playercard_215,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,
mt_prestige_3,CP_MERITS_PRESTIGE_3,CP_MERITS_PRESTIGE_3_DESC,ui_playercard_216,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,
mt_prestige_4,CP_MERITS_PRESTIGE_4,CP_MERITS_PRESTIGE_4_DESC,ui_playercard_217,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,
mt_prestige_5,CP_MERITS_PRESTIGE_5,CP_MERITS_PRESTIGE_5_DESC,ui_playercard_218,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,
mt_prestige_6,CP_MERITS_PRESTIGE_6,CP_MERITS_PRESTIGE_6_DESC,ui_playercard_219,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,
mt_prestige_7,CP_MERITS_PRESTIGE_7,CP_MERITS_PRESTIGE_7_DESC,ui_playercard_220,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,
mt_prestige_8,CP_MERITS_PRESTIGE_8,CP_MERITS_PRESTIGE_8_DESC,ui_playercard_221,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,
mt_prestige_9,CP_MERITS_PRESTIGE_9,CP_MERITS_PRESTIGE_9_DESC,ui_playercard_222,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,
mt_prestige_10,CP_MERITS_PRESTIGE_10,CP_MERITS_PRESTIGE_10_DESC,ui_playercard_223,CHALLENGE_LEVEL,1,zmcareer,mt_prestige_max,,,20,1000,5,,,,,,,,,,,,
mt_prestige_max,CP_MERITS_ALL_PRESTIGE_COMPLETE,CP_MERITS_ALL_PRESTIGE_COMPELTE_DESC,ui_playercard_224,CHALLENGE_LEVEL,1,zmcareer,,,,10,1000,5,,,,,,,,,,,,
mt_dlc1_kills_in_rave,CP_DLC1_MERITS_RAVE,CP_DLC1_MERITS_RAVE_DESC,ui_playercard_713,CHALLENGE_LEVEL,1,dlc1,mt_dlc1_card_max,,,25,1000,5,75,1000,5,150,1000,5,300,1000,5,600,1000,5
mt_dlc1_all_ziplines,CP_DLC1_MERITS_ZIPLINES,CP_DLC1_MERITS_ZIPLINES_DESC,ui_playercard_714,CHALLENGE_LEVEL,1,dlc1,mt_dlc1_card_max,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5
mt_dlc1_charms_added,CP_DLC1_MERITS_CHARMS,CP_DLC1_MERITS_CHARMS_DESC,ui_playercard_715,CHALLENGE_LEVEL,1,dlc1,mt_dlc1_card_max,,,2,1000,5,10,1000,5,25,1000,5,50,1000,5,100,1000,5
mt_dlc1_harpoon_kills,CP_DLC1_MERITS_HARPOON,CP_DLC1_MERITS_HARPOON_DESC,ui_playercard_716,CHALLENGE_LEVEL,1,dlc1,mt_dlc1_card_max,,,50,1000,5,100,1000,5,250,1000,5,500,1000,5,1000,1000,5
mt_dlc1_golf_kills,CP_DLC1_MERITS_GOLF,CP_DLC1_MERITS_GOLF_DESC,ui_playercard_717,CHALLENGE_LEVEL,1,dlc1,mt_dlc1_card_max,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5
mt_dlc1_bat_kills,CP_DLC1_MERITS_BAT,CP_DLC1_MERITS_BAT_DESC,ui_playercard_718,CHALLENGE_LEVEL,1,dlc1,mt_dlc1_card_max,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5
mt_dlc1_machete_kills,CP_DLC1_MERITS_MACHETE,CP_DLC1_MERITS_MACHETE_DESC,ui_playercard_719,CHALLENGE_LEVEL,1,dlc1,mt_dlc1_card_max,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5
mt_dlc1_axe_kills,CP_DLC1_MERITS_AXE,CP_DLC1_MERITS_AXE_DESC,ui_playercard_720,CHALLENGE_LEVEL,1,dlc1,mt_dlc1_card_max,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5
mt_dlc1_lawnmower_kills,CP_DLC1_MERITS_LAWNMOWER,CP_DLC1_MERITS_LAWNMOWER_DESC,ui_playercard_721,CHALLENGE_LEVEL,1,dlc1,mt_dlc1_card_max,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5
mt_dlc1_sasquatch_kills,CP_DLC1_MERITS_SASQUATCH,CP_DLC1_MERITS_SASQUATCH_DESC,ui_playercard_722,CHALLENGE_LEVEL,1,dlc1,mt_dlc1_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc1_challenge_badge,CP_DLC1_MERITS_CHALLENGE,CP_DLC1_MERITS_CHALLENGE_DESC,ui_playercard_725,CHALLENGE_LEVEL,1,dlc1,mt_dlc1_card_max,,,5,1000,5,10,1000,5,25,1000,5,50,1000,5,100,1000,5
mt_dlc1_card_max,CP_DLC1_MERITS_MASTER,CP_DLC1_MERITS_MASTER_DESC,ui_playercard_723,CHALLENGE_LEVEL,1,dlc1,,,,11,500,5,,,,,,,,,,,,
mt_rvn_unlock,WEAPON_RVN,CP_MERITS_WEAPON_EARNED_DESC,,,,weapon,,,,1,500,0,,,,,,,,,,,,
mt_udm_unlock,WEAPON_UDM45,CP_MERITS_WEAPON_EARNED_DESC,,,,weapon,,,,1,500,0,,,,,,,,,,,,
mt_crdb_unlock,WEAPON_CRDB,CP_MERITS_WEAPON_EARNED_DESC,,,,weapon,,,,1,500,0,,,,,,,,,,,,
mt_vr_unlock,WEAPON_VR,CP_MERITS_WEAPON_EARNED_DESC,,,,weapon,,,,1,500,0,,,,,,,,,,,,
mt_mp28_unlock,WEAPON_MP28,CP_MERITS_WEAPON_EARNED_DESC,,,,weapon,,,,1,500,0,,,,,,,,,,,,
mt_minilmg_unlock,WEAPON_MINILMG,CP_MERITS_WEAPON_EARNED_DESC,,,,weapon,,,,1,500,0,,,,,,,,,,,,
mt_dlc2_pap2_katana,CP_DLC2_MERITS_PAP2_KATANA,CP_DLC2_MERITS_PAP2_KATANA_DESC,ui_playercard_752,CHALLENGE_LEVEL,1,dlc2,mt_dlc2_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc2_pap2_nunchucks,CP_DLC2_MERITS_PAP2_NUNCHUCKS,CP_DLC2_MERITS_PAP2_NUNCHUCKS_DESC,ui_playercard_753,CHALLENGE_LEVEL,1,dlc2,mt_dlc2_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc2_trap_kills,CP_DLC2_MERITS_TRAP_KILLS,CP_DLC2_MERITS_TRAP_KILLS_DESC,ui_playercard_754,CHALLENGE_LEVEL,1,dlc2,mt_dlc2_card_max,,,25,1000,5,50,1000,5,100,1000,5,250,1000,5,500,1000,5
mt_dlc2_dragon_kills,CP_DLC2_MERITS_DRAGON_KILLS,CP_DLC2_MERITS_DRAGON_KILLS_DESC,ui_playercard_755,CHALLENGE_LEVEL,1,dlc2,mt_dlc2_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc2_crane_kills,CP_DLC2_MERITS_CRANE_KILLS,CP_DLC2_MERITS_CRANE_KILLS_DESC,ui_playercard_756,CHALLENGE_LEVEL,1,dlc2,mt_dlc2_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc2_snake_kills,CP_DLC2_MERITS_SNAKE_KILLS,CP_DLC2_MERITS_SNAKE_KILLS_DESC,ui_playercard_757,CHALLENGE_LEVEL,1,dlc2,mt_dlc2_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc2_tiger_kills,CP_DLC2_MERITS_TIGER_KILLS,CP_DLC2_MERITS_TIGER_KILLS_DESC,ui_playercard_758,CHALLENGE_LEVEL,1,dlc2,mt_dlc2_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc2_heart_kills,CP_DLC2_MERITS_HEART_KILLS,CP_DLC2_MERITS_HEART_KILLS_DESC,ui_playercard_759,CHALLENGE_LEVEL,1,dlc2,mt_dlc2_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc2_roller_skaters,CP_DLC2_MERITS_ROLLER_SKATERS,CP_DLC2_MERITS_ROLLER_SKATERS_DESC,ui_playercard_760,CHALLENGE_LEVEL,1,dlc2,mt_dlc2_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc2_rat_king,CP_DLC2_MERITS_RAT_KING,CP_DLC2_MERITS_RAT_KING_DESC,ui_playercard_761,CHALLENGE_LEVEL,1,dlc2,mt_dlc2_card_max,,,1,1000,5,2,1000,5,3,1000,5,4,1000,5,5,1000,5
mt_dlc2_chi_master,CP_DLC2_MERITS_CHI_MASTER,CP_DLC2_MERITS_CHI_MASTER_DESC,ui_playercard_762,CHALLENGE_LEVEL,1,dlc2,mt_dlc2_card_max,,,1,1000,5,5,1000,5,10,1000,5,25,1000,5,50,1000,5
mt_dlc2_upgrade_weapons,CP_DLC2_MERITS_PAP,CP_DLC2_MERITS_PAP_DESC,ui_playercard_763,CHALLENGE_LEVEL,1,dlc2,mt_dlc2_card_max,,,2,1000,5,5,1000,5,10,1000,5,15,1000,5,25,1000,5
mt_dlc2_card_max,CP_DLC2_MERITS_MASTER,CP_DLC2_MERITS_MASTER_DESC,ui_playercard_764,CHALLENGE_LEVEL,1,dlc2,,,,12,500,5,,,,,,,,,,,,
mt_dlc2_troll,CP_DLC2_MERITS_TROLL,CP_DLC2_MERITS_TROLL_DESC,,,,secret,,,,1,10000,0,,,,,,,,,,,,
mt_dlc3_mad_kills,CP_DLC3_MERITS_MAD_KILLS,CP_DLC3_MERITS_MAD_KILLS_DESC,ui_playercard_775,CHALLENGE_LEVEL,1,dlc3,mt_dlc3_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc3_cleaver_kills,CP_DLC3_MERITS_CLEAVER_KILLS,CP_DLC3_MERITS_CLEAVER_KILLS_DESC,ui_playercard_773,CHALLENGE_LEVEL,1,dlc3,mt_dlc3_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc3_crowbar_kills,CP_DLC3_MERITS_CROWBAR_KILLS,CP_DLC3_MERITS_CROWBAR_KILLS_DESC,ui_playercard_774,CHALLENGE_LEVEL,1,dlc3,mt_dlc3_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc3_crab_mini,CP_DLC3_MERITS_CROG_MINI,CP_DLC3_MERITS_CROG_MINI_DESC,ui_playercard_772,CHALLENGE_LEVEL,1,dlc3,mt_dlc3_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc3_crab_brute,CP_DLC3_MERITS_CROG_BRUTE,CP_DLC3_MERITS_CROG_BRUTE_DESC,ui_playercard_782,CHALLENGE_LEVEL,1,dlc3,mt_dlc3_card_max,,,1,1000,5,5,1000,5,10,1000,5,15,1000,5,20,1000,5
mt_dlc3_elvira_summon,CP_DLC3_MERITS_ELVIRA_SUMMON,CP_DLC3_MERITS_ELVIRA_SUMMON_DESC,ui_playercard_778,CHALLENGE_LEVEL,1,dlc3,mt_dlc3_card_max,,,1,1000,5,5,1000,5,10,1000,5,15,1000,5,20,1000,5
mt_dlc3_upgrade_weapons,CP_DLC3_MERITS_PAP,CP_DLC3_MERITS_PAP_DESC,ui_playercard_777,CHALLENGE_LEVEL,1,dlc3,mt_dlc3_card_max,,,2,1000,5,5,1000,5,10,1000,5,15,1000,5,25,1000,5
mt_dlc3_crafted_kills,CP_DLC3_MERITS_CRAFTED_KILLS,CP_DLC3_MERITS_CRAFTED_KILLS_DESC,ui_playercard_776,CHALLENGE_LEVEL,1,dlc3,mt_dlc3_card_max,,,10,1000,5,25,1000,5,50,1000,5,100,1000,5,200,1000,5
mt_dlc3_change_chew,CP_DLC3_MERITS_CHANGE_CHEW,CP_DLC3_MERITS_CHANGE_CHEW_DESC,ui_playercard_780,CHALLENGE_LEVEL,1,dlc3,mt_dlc3_card_max,,,2,1000,5,4,1000,5,6,1000,5,8,1000,5,10,1000,5
mt_dlc3_traps_fixed,CP_DLC3_MERITS_TRAPS_FIXED,CP_DLC3_MERITS_TRAPS_FIXED_DESC,ui_playercard_781,CHALLENGE_LEVEL,1,dlc3,mt_dlc3_card_max,,,2,1000,5,4,1000,5,6,1000,5,8,1000,5,10,1000,5
mt_dlc3_boss_killed,CP_DLC3_MERITS_BOSS_KILLED,CP_DLC3_MERITS_BOSS_KILLED_DESC,ui_playercard_779,CHALLENGE_LEVEL,1,dlc3,mt_dlc3_card_max,,,1,1000,5,2,1000,5,3,1000,5,4,1000,5,5,1000,5
mt_dlc3_eggs_killed,CP_DLC3_MERITS_EGGS_KILLED,CP_DLC3_MERITS_EGGS_KILLED_DESC,ui_playercard_783,CHALLENGE_LEVEL,1,dlc3,mt_dlc3_card_max,,,5,1000,5,10,1000,5,25,1000,5,50,1000,5,100,1000,5
mt_dlc3_card_max,CP_DLC3_MERITS_MASTER,CP_DLC3_MERITS_MASTER_DESC,ui_playercard_784,CHALLENGE_LEVEL,1,dlc3,,,,12,500,5,,,,,,,,,,,,
mt_dlc3_troll,CP_DLC3_MERITS_TROLL,CP_DLC3_MERITS_TROLL_DESC,ui_playercard_785,,,secret,,,,1,1000,0,,,,,,,,,,,,
mt_ba50cal_unlock,WEAPON_BA50CAL,CP_MERITS_WEAPON_EARNED_DESC,,,,weapon,,,,1,500,0,,,,,,,,,,,,
mt_mod2187_unlock,WEAPON_MOD2187,CP_MERITS_WEAPON_EARNED_DESC,,,,weapon,,,,1,500,0,,,,,,,,,,,,
mt_longshot_unlock,WEAPON_LONGSHOT,CP_MERITS_WEAPON_EARNED_DESC,,,,weapon,,,,1,500,0,,,,,,,,,,,,
mt_dlc3_troll2,CP_DLC3_MERITS_TROLL2,CP_DLC3_MERITS_TROLL2_DESC,ui_playercard_789,,,secret,,,,1,1000,0,,,,,,,,,,,,
mt_gauss_unlock,WEAPON_GAUSS,CP_MERITS_WEAPON_EARNED_DESC,,,,weapon,,,,1,500,0,,,,,,,,,,,,
mt_mag_unlock,WEAPON_MAG,CP_MERITS_WEAPON_EARNED_DESC,,,,weapon,,,,1,500,0,,,,,,,,,,,,
mt_unsalmg_unlock,WEAPON_UNSALMG,CP_MERITS_WEAPON_EARNED_DESC,,,,weapon,,,,1,500,0,,,,,,,,,,,,
mt_tacburst_unlock,WEAPON_TACBURST,CP_MERITS_WEAPON_EARNED_DESC,,,,weapon,,,,1,500,0,,,,,,,,,,,,
mt_dlc4_venomx_kills,CP_DLC4_MERITS_VENOMX_KILLS,CP_DLC4_MERITS_VENOMX_KILLS_DESC,ui_playercard_819,CHALLENGE_LEVEL,1,dlc4,mt_dlc4_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc4_entangler_kills,CP_DLC4_MERITS_ENTANGLER_KILLS,CP_DLC4_MERITS_ENTANGLER_KILLS_DESC,ui_playercard_809,CHALLENGE_LEVEL,1,dlc4,mt_dlc4_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc4_goon_kills,CP_DLC4_MERITS_GOON_KILLS,CP_DLC4_MERITS_GOON_KILLS_DESC,ui_playercard_812,CHALLENGE_LEVEL,1,dlc4,mt_dlc4_card_max,,,10,1000,5,20,1000,5,50,1000,5,100,1000,5,200,1000,5
mt_dlc4_phantom_kills,CP_DLC4_MERITS_PHANTOM_KILLS,CP_DLC4_MERITS_PHANTOM_KILLS_DESC,ui_playercard_813,CHALLENGE_LEVEL,1,dlc4,mt_dlc4_card_max,,,1,1000,5,5,1000,5,10,1000,5,15,1000,5,20,1000,5
mt_dlc4_rhino_kills,CP_DLC4_MERITS_RHINO_KILLS,CP_DLC4_MERITS_RHINO_KILLS_DESC,ui_playercard_814,CHALLENGE_LEVEL,1,dlc4,mt_dlc4_card_max,,,1,1000,5,2,1000,5,3,1000,5,4,1000,5,5,1000,5
mt_dlc4_upgrade_weapons,CP_DLC4_MERITS_PAP,CP_DLC4_MERITS_PAP_DESC,ui_playercard_817,CHALLENGE_LEVEL,1,dlc4,mt_dlc4_card_max,,,2,1000,5,5,1000,5,10,1000,5,15,1000,5,25,1000,5
mt_dlc4_trap_kills,CP_DLC4_MERITS_TRAP_KILLS,CP_DLC4_MERITS_TRAP_KILLS_DESC,ui_playercard_811,CHALLENGE_LEVEL,1,dlc4,mt_dlc4_card_max,,,25,1000,5,50,1000,5,100,1000,5,250,1000,5,500,1000,5
mt_dlc4_neil_upgrade,CP_DLC4_MERITS_N3IL_UPGRADE,CP_DLC4_MERITS_N3IL_UPGRADE_DESC,ui_playercard_820,CHALLENGE_LEVEL,1,dlc4,mt_dlc4_card_max,,,1,1000,5,2,1000,5,3,1000,5,4,1000,5,5,1000,5
mt_dlc4_special_wave_kills,CP_DLC4_MERITS_SPECIAL_WAVES,CP_DLC4_MERITS_SPECIAL_WAVES_DESC,ui_playercard_808,CHALLENGE_LEVEL,1,dlc4,mt_dlc4_card_max,,,20,1000,5,50,1000,5,100,1000,5,200,1000,5,500,1000,5
mt_dlc4_hack_neil,CP_DLC4_MERITS_HACK_N3IL,CP_DLC4_MERITS_HACK_N3IL_DESC,ui_playercard_821,CHALLENGE_LEVEL,1,dlc4,mt_dlc4_card_max,,,1,1000,5,2,1000,5,3,1000,5,4,1000,5,5,1000,5
mt_dlc4_all_doors,CP_DLC4_MERITS_OPEN_DOORS,CP_DLC4_MERITS_OPEN_DOORS_DESC,ui_playercard_810,CHALLENGE_LEVEL,1,dlc4,mt_dlc4_card_max,,,1,1000,5,2,1000,5,3,1000,5,4,1000,5,5,1000,5
mt_dlc4_theater_open,CP_DLC4_MERITS_THEATER_OPEN,CP_DLC4_MERITS_THEATER_OPEN_DESC,ui_playercard_816,CHALLENGE_LEVEL,1,dlc4,mt_dlc4_card_max,,,1,1000,5,2,1000,5,4,1000,5,6,1000,5,8,1000,5
mt_dlc4_card_max,CP_DLC4_MERITS_MASTER,CP_DLC4_MERITS_MASTER_DESC,ui_playercard_822,CHALLENGE_LEVEL,1,dlc4,,,,12,500,5,,,,,,,,,,,,
mt_tali_1,CP_MERITS_TALI_1,CP_MERITS_TALI_1_DESC,ui_playercard_829,CHALLENGE_LEVEL,,dc,,,,1,10000,0,,,,,,,,,,,,
mt_tali_2,CP_MERITS_TALI_2,CP_MERITS_TALI_2_DESC,ui_playercard_826,CHALLENGE_LEVEL,,dc,,,,1,10000,0,,,,,,,,,,,,
mt_tali_3,CP_MERITS_TALI_3,CP_MERITS_TALI_3_DESC,ui_playercard_827,CHALLENGE_LEVEL,,dc,,,,1,10000,0,,,,,,,,,,,,
mt_tali_4,CP_MERITS_TALI_4,CP_MERITS_TALI_4_DESC,ui_playercard_824,CHALLENGE_LEVEL,,dc,,,,1,10000,0,,,,,,,,,,,,
