zombie_bball_game_1_score,1,,g,i,0,0,250,,
zombie_bball_game_2_score,1,,g,i,0,0,250,,
zombie_bball_game_3_score,1,,g,i,0,0,250,,
zombie_bball_game_1_hiscore,1,,g,i,0,0,250,,
zombie_bball_game_2_hiscore,1,,g,i,0,0,250,,
zombie_bball_game_3_hiscore,1,,g,i,0,0,250,,
zombie_shooting_gallery_1_is_active,1,,c,i,0,0,1,,
zombie_shooting_gallery_2_is_active,1,,c,i,0,0,1,,
bink_video_active,1,,g,b,0,0,1,,
zombie_consumable_index_1,1,,c,i,0,0,500,,
zm_dev_damage,1,,g,i,0,0,1,,Used for showing damage numbers, can cut if needed (Debug-Use Only)
zm_active_perks,1,,c,a,0,0,20,,
zm_tickets_dispersed,1,,c,i,-1,-1,1000000000,,
zm_coaster1_ent,1,,g,e,,,,,
zm_coaster2_ent,1,,g,e,,,,,
zm_coaster_score_p1_c1,1,,g,i,0,0,1000000000,,
zm_coaster_score_p2_c1,1,,g,i,0,0,1000000000,,
zm_coaster_score_p1_c2,1,,g,i,0,0,1000000000,,
zm_coaster_score_p2_c2,1,,g,i,0,0,1000000000,,
zm_coaster_hiscore_p1,1,,g,i,-1,0,1000000000,,
zm_coaster_hiscore_p2,1,,g,i,-1,0,1000000000,,
zm_coaster_hiscore_p3,1,,g,i,-1,0,1000000000,,
zm_coaster_hiscore_p4,1,,g,i,-1,0,1000000000,,
zm_coaster_pic_p1,1,,g,i,-1,0,10,,
zm_coaster_pic_p2,1,,g,i,-1,0,10,,
zm_coaster_pic_p3,1,,g,i,-1,0,10,,
zm_coaster_pic_p4,1,,g,i,-1,0,10,,
zombie_coaster_ticket_earned,1,,c,i,-1,-1,1000000000,,
zm_interaction_ent,1,,c,e,,,,,
zm_interaction_cost,1,,c,i,-1,-1,1000000000,,
zombie_bball_widget,1,,c,i,0,0,1,,
zombie_bfp_widget,1,,c,i,0,0,1,,
zombie_ca_widget,1,,c,i,0,0,1,,
zombie_zz_widget,1,,c,i,0,0,1,,
zombie_arcade_skeeball_score_1,1,,g,i,0,0,1000000000,,
zombie_arcade_skeeball_balls_1,1,,g,i,0,0,1000000000,,
zombie_arcade_clowntooth_power_1,1,,g,i,0,0,1,,
zombie_arcade_clowntooth_score_1,1,,g,i,0,0,100,,
zombie_arcade_clowntooth_balls,1,,g,i,0,0,1000000000,,
zombie_arcade_clowntooth_power_2,1,,g,i,0,0,1,,
zombie_arcade_clowntooth_score_2,1,,g,i,0,0,100,,
zombie_afterlife_clowntooth_balls,1,,g,i,0,0,1000000000,,
zombie_arcade_skeeball_power_1,1,,g,i,0,0,1000000000,,
zombie_doors_progress,1,,g,a,0,0,32,,
zombie_arcade_skeeball_score_2,1,,g,i,0,0,1000000000,,
zombie_arcade_skeeball_balls_2,1,,g,i,0,0,1000000000,,
zombie_arcade_skeeball_power_2,1,,g,i,0,0,1000000000,,
zm_dpad_up_fill,1,,c,f,0,0,1,1,
zombie_afterlife_soul_power_earned,1,,c,i,0,0,1000000000,1,
zombie_afterlife_soul_power_goal,1,,c,i,0,0,1000000000,1,
zombie_afterlife_soul_power_needed,1,,c,i,-1,-1,1000000000,1,
zombie_afterlife_has_self_revive_token,1,,c,i,0,0,10,,
zombie_afterlife_self_revive_count,1,,c,i,3,0,10,,
zm_dpad_up_uses,1,,c,i,1,0,20,,
zm_consumables_remaining,1,,c,i,0,0,10,,
zm_consumables_slot_count,1,,c,i,0,0,10,,
zm_dpad_up_activated,1,,c,i,0,0,10,,
zombie_arcade_race_countdown,1,,g,i,0,-1,10,,
zombie_arcade_race_power,1,,g,i,0,0,2,,
zombie_afterlife_race_countdown,1,,g,i,0,-1,10,,
zombie_quest_piece,1,,g,a,0,0,32,,
zm_player_photo,1,,g,a,4095,0,65536,,
zm_player_status,1,,g,a,4095,0,65536,,
zm_player_character,1,,g,a,4095,0,65536,,
zm_active_powerups,1,,c,a,0,0,20,,
zm_powerup_activated,1,,c,i,0,0,32,,
zm_active_powerup_animation,1,,c,a,0,0,20,,
zombie_coasterInfo,1,,g,i,-1,-1,200,,
zm_revive_bar_1_target,1,,c,e,,,,,
zm_revive_bar_1_progress,1,,c,f,0,0,1,1,
zm_revive_bar_2_target,1,,c,e,,,,,
zm_revive_bar_2_progress,1,,c,f,0,0,1,1,
zm_show_challenge,1,,c,i,-2,-2,20,,
zom_crafted_weapon,1,,c,i,0,0,100,,
zom_escape_gate_score,1,,g,i,0,0,100000000,,
zom_escape_gate_percent,1,,g,f,0,0,100000000,,
zom_escape_combo_splash,1,,c,i,0,0,100,,
zom_show_gns_timer,1,,c,i,0,0,1,,
zom_gns_timer_percent,1,,c,f,0,0,1,1,
zom_entangler_progress_percent,1,,c,f,0,0,1,1,
zom_escape_combo_multiplier,1,,g,f,0,0,9999,,
zm_lostandfound_target,1,,c,e,,,,,
zm_lostandfound_timer,1,,c,f,0,0,1,1,
zm_neil_progress,1,,g,f,0,0,1,1,
zm_challenge_progress,1,,g,f,0,0,1,1,
zm_nag_text,1,,c,i,0,0,10,,
zm_quest_dpad_item,1,,c,i,0,0,10,,
zm_consumable_deck_slot_on,1,,c,i,-1,-2,500,,
zm_consumable_selection_ready,1,,c,i,-1,-1,30,,
zm_card1_drain,1,,c,f,0,0,1,1,
zm_card2_drain,1,,c,f,0,0,1,1,
zm_card3_drain,1,,c,f,0,0,1,1,
zm_card4_drain,1,,c,f,0,0,1,1,
zm_card5_drain,1,,c,f,0,0,1,1,
zm_card_selection_count,1,,c,a,0,0,20,,
ui_splash_idx,1,,c,i,-1,-1,2046,,
ui_splash_optional_number,,,c,i,0,0,65535,,# will be sent as a short
ui_splash_playercard_idx,1,,c,i,-1,-1,2046,,
ui_splash_playercard_clientnum,,,c,i,-1,-1,42,,
ui_splash_playercard_optional_number,,,c,i,0,0,65535,,# will be sent as a short
zom_xp_reward,1,,c,i,0,0,100000000,,
zom_xp_notify,1,,c,t,0,,,,
zm_ui_turret,1,,c,i,-1,-1,2,,
zm_ui_turret_ammo,1,,c,i,-1,-1,5000,,
zm_ui_ticketytype,1,0,c,s,none,,,,
zombie_papTimer,1,,c,i,6,-1,1000000,,Used for client-specific pack a punch room timer
zombie_papPlayerName,1,,c,s,none,,,,Used for client-specific pack a punch room timer
zm_card_fill_display,1,,c,a,0,0,20,,Used to tell UI that a filled card should be on screen
zm_tutorial_num,1,,c,i,-2,-2,100,,Used to fire off a tutorial message
zm_speaker_defense_target,1,,g,e,,,,,
zm_speaker_defense_timer,1,,g,i,0,0,99999,1,
zm_speaker_defense_health,1,,g,f,0,0,1,1,
ui_player_splash_id_0,1,,c,i,-1,-1,4095,,
ui_player_splash_id_1,1,,c,i,-1,-1,4095,,
ui_player_splash_id_2,1,,c,i,-1,-1,4095,,
ui_player_splash_id_3,1,,c,i,-1,-1,4095,,
ui_player_splash_id_4,1,,c,i,-1,-1,4095,,
ui_player_splash_id_5,1,,c,i,-1,-1,4095,,
ui_player_splash_param_0,1,,c,i,-1,-1,65535,,
ui_player_splash_param_1,1,,c,i,-1,-1,65535,,
ui_player_splash_param_2,1,,c,i,-1,-1,65535,,
ui_player_splash_param_3,1,,c,i,-1,-1,65535,,
ui_player_splash_param_4,1,,c,i,-1,-1,65535,,
ui_player_splash_param_5,1,,c,i,-1,-1,65535,,
ui_player_splash_cardClientId_0,1,,c,i,-1,-1,62,,
ui_player_splash_cardClientId_1,1,,c,i,-1,-1,62,,
ui_player_splash_cardClientId_2,1,,c,i,-1,-1,62,,
ui_player_splash_cardClientId_3,1,,c,i,-1,-1,62,,
ui_player_splash_cardClientId_4,1,,c,i,-1,-1,62,,
ui_player_splash_cardClientId_5,1,,c,i,-1,-1,62,,
ui_mp_error_trigger,1,,c,i,0,0,2,,
ui_mp_error_message_id,1,,c,i,-1,-1,62,,
ui_mp_error_message_param,1,,c,i,-1,-1,1022,,
ui_misc_message_id,1,,c,i,-1,-1,62,,
ui_misc_message_trigger,1,,c,i,0,0,1,,
zm_num_ghost_n_skull_coin,1,,g,i,0,-1,7,,
zm_arcade_emulator,1,,c,s,arcade_off,,,,
zm_players_souvenir_piece_index,1,,g,a,0,0,255,,
zm_dpad_pressed,1,,c,i,0,0,1,,
song_playing,1,,g,i,-1,-1,100,,
zm_mule_munchies_weapon_icon,1,,c,i,0,0,10,1,
zm_time_survived,1,,g,i,0,0,99999999,,
zm_special_item,1,,c,i,-1,-1,99,,
zombie_arcade_widget,1,,c,i,0,0,1,,
zm_secondary_quest_pieces,1,,g,a,0,0,32,,
zm_challenges_completed,1,,c,a,0,0,32,,
zm_charms_active,1,,c,a,0,0,32,,
zm_hud_inventory_1,1,,c,i,0,0,99,,
zm_hud_inventory_2,1,,c,i,0,0,99,,
zm_completed_quest_marks,1,,g,a,0,0,32,,
zom_general_fill_percent,1,,c,f,0,0,1,1,
zm_ui_show_general,1,,c,i,-1,-1,20,,
zm_ui_general_two,1,,c,i,-1,-1,20,,
zm_ui_irish_luck,1,,c,i,-1,0,99999999,,
zm_ui_dialpad_0,1,,c,i,0,0,12,,
zm_ui_dialpad_1,1,,c,i,0,-1,9999999,,
zm_ui_dialpad_2,1,,c,i,0,0,12,,
zm_ui_dialpad_3,1,,c,i,0,0,12,,
zm_ui_dialpad_4,1,,c,i,0,0,12,,
zm_ui_dialpad_5,1,,c,i,0,0,12,,
zm_ui_dialpad_6,1,,c,i,0,0,9999999,,
zm_ui_dialpad_7,1,,c,i,0,0,12,,
zm_ui_dialpad_8,1,,c,i,0,0,12,,
zm_ui_dialpad_9,1,,c,i,0,0,12,,
zm_ui_dialpad_ent,1,,c,e,,,,,
zm_ui_blackboard_1_ent,1,,g,e,,,,,
zm_ui_blackboard_2_ent,1,,g,e,,,,,
zm_ui_blackboard_3_ent,1,,g,e,,,,,
zm_ui_blackboard_4_ent,1,,g,e,,,,,
zm_ui_blackboard_5_ent,1,,g,e,,,,,
zm_ui_blackboard_6_ent,1,,g,e,,,,,
zm_ui_constant_1_ent,1,,g,e,,,,,
zm_ui_constant_2_ent,1,,g,e,,,,,
zm_ui_constant_3_ent,1,,g,e,,,,,
zm_ui_constant_4_ent,1,,g,e,,,,,
zm_ui_pi_ent,1,,g,e,,,,,
zm_ui_reaction_equation_ent,1,,g,e,,,,,
zm_ui_color_eye_ent,1,,g,e,,,,,
zm_ui_eye_equation_ent,1,,g,e,,,,,
zm_ui_lab_screen_ent,1,,g,e,,,,,
zm_chem_value_choice,1,,g,i,0,-1,100,,
zm_chem_current_color,1,,g,i,0,-1,10,,
zm_chem_bvalue_choice,1,,g,i,0,-1,100,,
zm_chem_const_loc_1,1,,g,i,0,-1,100,,
zm_chem_const_loc_2,1,,g,i,0,-1,100,,
zm_chem_const_loc_3,1,,g,i,0,-1,100,,
zm_chem_const_loc_4,1,,g,i,0,-1,100,,
zm_chem_const_bad_loc_1,1,,g,i,0,-1,4,,
zm_chem_const_bad_loc_2,1,,g,i,0,-1,4,,
zm_chem_const_bad_loc_3,1,,g,i,0,-1,4,,
zm_chem_const_bad_loc_4,1,,g,i,0,-1,4,,
zm_chem_element_index,1,,c,i,0,-1,100,,
zm_chem_color_key_slot,1,,g,i,0,-1,4,,
zm_chem_color_key_value,1,,g,i,0,-1,99999,,
zm_chem_color_key_rnd,1,,g,i,0,-1,1000,,
zm_chem_correct_color,1,,g,i,0,-1,4,,
zm_chem_pi_constant,1,,g,i,0,-1,99999,,
zm_chem_number_entry_1,1,,g,i,-1,-1,999,,
zm_chem_number_entry_2,1,,g,i,-1,-1,999,,
zm_chem_compound_slot_1_idx,1,,g,i,0,-1,100,,
zm_chem_compound_slot_2_idx,1,,g,i,0,-1,100,,
zm_chem_compound_slot_3_idx,1,,g,i,0,-1,100,,
zm_chem_compound_slot_4_idx,1,,g,i,0,-1,100,,
zm_chem_compound_slot_1_ent,1,,g,e,,,,,
zm_chem_compound_slot_2_ent,1,,g,e,,,,,
zm_chem_compound_slot_3_ent,1,,g,e,,,,,
zm_chem_compound_slot_4_ent,1,,g,e,,,,,
skulltop_cipher_hint,1,,g,i,0,0,100,,
zm_ui_skull_top_ent,1,,g,e,,,,,
zm_lab_screen_beaker1,1,,g,i,-1,-1,100,,
zm_lab_screen_beaker2,1,,g,i,-1,-1,100,,
zm_lab_screen_beaker3,1,,g,i,-1,-1,100,,
zm_lab_screen_beaker4,1,,g,i,-1,-1,100,,
zom_general_fill_percent_2,1,,g,f,0,0,1,1,
movie_to_show,1,,g,s,"final",,,,
zm_meph_battle,1,,g,i,0,-1,10,,
zombie_venomxTimer,1,,g,i,-1,-1,99999,,Used for the Venom X Puzzles timer
zm_ui_venomx_timer_ent_0,1,,g,e,,,,,Used for the Venom X Puzzles timer (ent)
zm_ui_venomx_timer_ent_1,1,,g,e,,,,,Used for the Venom X Puzzles timer (ent)
zm_ui_venomx_timer_ent_2,1,,g,e,,,,,Used for the Venom X Puzzles timer (ent)
zm_ui_venomx_timer_ent_3,1,,g,e,,,,,Used for the Venom X Puzzles timer (ent)
zm_ui_venomx_timer_ent_4,1,,g,e,,,,,Used for the Venom X Puzzles timer (ent)
zm_floppy_count,1,,g,i,0,0,100,,
zm_scrap_count,1,,g,i,0,0,100,,
zm_neil_state,1,,g,i,0,0,10,,
zm_venomx_state,1,,g,i,0,0,10,,
zm_boss_time_p1,1,,g,i,0,0,99999999,,
zm_boss_time_p2,1,,g,i,0,0,99999999,,
zm_boss_time_p3,1,,g,i,0,0,99999999,,
zm_boss_time_p4,1,,g,i,0,0,99999999,,
zm_boss_splash,1,,g,i,0,0,10,,
zm_boss_timer,1,,g,i,0,-100,99999999,,
zm_boss_id,1,,g,i,-1,-1,10,,
