used_remote_mg_turret,ALIEN_SPLASHES_USED_REMOTE_TURRET,ALIEN_SPLASHES_USED_REMOTE_TURRET,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_ims,ALIEN_SPLASHES_USED_IMS,ALIEN_SPLASHES_USED_IMS,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_deployable_randombox,ALIEN_SPLASHES_USED_RANDOMBOX,ALIEN_SPLASHES_USED_RANDOMBOX,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_deployable_currency,ALIEN_SPLASHES_USED_CURRENCY,ALIEN_SPLASHES_USED_CURRENCY,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
used_juggernaut,ALIEN_SPLASHES_USED_JUGGERNAUT,ALIEN_SPLASHES_USED_JUGGERNAUT,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
revived,ALIEN_SPLASHES_PLAYER_REVIVED,ALIEN_SPLASHES_PLAYER_REVIVED,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
stuck_semtex,ALIEN_SPLASHES_STUCK_SEMTEX,ALIEN_SPLASHES_STUCK_SEMTEX_DESC,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
attack_chopper_pot,ALIEN_SPLASHES_ATTACK_CHOPPER,ALIEN_SPLASHES_ATTACK_CHOPPER_POT_DESC,,1.5,1,1,1,1,mp_splash_screen_default,,playercard_splash
attack_chopper_pot_solo,ALIEN_SPLASHES_ATTACK_CHOPPER,ALIEN_SPLASHES_ATTACK_CHOPPER_POT_SOLO_DESC,,1.5,1,1,1,1,mp_splash_screen_default,,playercard_splash
attack_chopper_enroute,ALIEN_SPLASHES_ATTACK_CHOPPER,ALIEN_SPLASHES_ATTACK_CHOPPER_ENROUTE_DESC,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
mt_kills,CP_SPLASHES_MERITS_KILLS,CP_SPLASHES_MERITS_KILLS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_revives,CP_SPLASHES_MERITS_REVIVES,CP_SPLASHES_MERITS_REVIVES_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_jackal_kills,CP_SPLASHES_MERITS_JACKAL_KILLS,CP_SPLASHES_MERITS_JACKAL_KILLS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_hostages_rescued,CP_SPLASHES_MERITS_HOSTAGES_RESCUED,CP_SPLASHES_MERITS_HOSTAGES_RESCUED_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_human_kills,CP_SPLASHES_MERITS_HUMAN_KILLS,CP_SPLASHES_MERITS_HUMAN_KILLS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_c6_kills,CP_SPLASHES_MERITS_C6_KILLS,CP_SPLASHES_MERITS_C6_KILLS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_zombie_kills,CP_SPLASHES_MERITS_ZOMBIE_KILLS,CP_SPLASHES_MERITS_ZOMBIE_KILLS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_jumping_kills,CP_SPLASHES_MERITS_JUMP_KILLS,CP_SPLASHES_MERITS_JUMP_KILLS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_used_crafting,CP_SPLASHES_MERITS_USED_CRAFTING,CP_SPLASHES_MERITS_USED_CRAFTING_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_purchased_weapon,CP_SPLASHES_MERITS_PURCHASED_WEAPON,CP_SPLASHES_MERITS_PURCHASED_WEAPON_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_crouched_kills,CP_SPLASHES_MERITS_CROUCH_KILLS,CP_SPLASHES_MERITS_CROUCH_KILLS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_prone_kills,CP_SPLASHES_MERITS_PRONE_KILLS,CP_SPLASHES_MERITS_PRONE_KILLS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_explosive_kills,CP_SPLASHES_MERITS_EXPLOSIVE_KILLS,CP_SPLASHES_MERITS_EXPLOSIVE_KILLS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_melee_kills,CP_SPLASHES_MERITS_MELEE_KILLS,CP_SPLASHES_MERITS_MELEE_KILLS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_fire_kills,CP_SPLASHES_MERITS_FIRE_KILLS,CP_SPLASHES_MERITS_FIRE_KILLS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_trap_kills,CP_SPLASHES_MERITS_TRAP_KILLS,CP_SPLASHES_MERITS_TRAP_KILLS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_magic_weapon_kills,CP_SPLASHES_MERITS_MAGIC_WEAPON_KILLS,CP_SPLASHES_MERITS_MAGIC_WEAPON_KILLS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_upgrade_weapons,CP_SPLASHES_MERITS_UPGRADE_WEAPONS,CP_SPLASHES_MERITS_UPGRADE_WEAPONS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_used_portals,CP_SPLASHES_MERITS_USED_PORTALS,CP_SPLASHES_MERITS_USED_PORTALS_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
mt_last_stand,CP_SPLASHES_MERITS_REVIVED,CP_SPLASHES_MERITS_REVIVED_DESC,,4,1,1,1,1,mp_splash_screen_default,,merit_splash
escape_headshot,CP_ESCAPE_SPLASHES_HEADSHOT,CP_ESCAPE_SPLASHES_HEADSHOT,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
escape_multikill,CP_ESCAPE_SPLASHES_MULTIKILL,CP_ESCAPE_SPLASHES_MULTIKILL,,4,1,1,1,1,mp_splash_screen_default,,playercard_splash
