cos_022,LUA_MENU_MP_COSM_THOR,,loot,icon_cosmetic_thor,loot,22,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_023,LUA_MENU_MP_COSM_TRINITY,,loot,icon_cosmetic_trinity_rocket,loot,23,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_024,LUA_MENU_MP_COSM_ZOMBIE_HEAD,,loot,icon_cosmetic_zombie_head,loot,24,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_025,LUA_MENU_MP_COSM_ORION,,loot,icon_cosmetic_orion,missionTeam,2,MP_FRONTEND_ONLY_UNLOCKED_VIA_MISSION_TEAMS,
cos_026,LUA_MENU_MP_COSM_DOGTAGS,,unlock,icon_cosmetic_dog_tags,mp,101,,
cos_027,LUA_MENU_MP_COSM_MISSILE,,loot,icon_cosmetic_missile,loot,27,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_028,LUA_MENU_MP_COSM_SKELTER,,loot,icon_cosmetic_skelter,loot,28,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_029,LUA_MENU_MP_COSM_SCARAB,,loot,icon_cosmetic_scarab,loot,29,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_030,LUA_MENU_MP_COSM_BLOOD_ANVIL,,loot,icon_cosmetic_blood_anvil,missionTeam,5,MP_FRONTEND_ONLY_UNLOCKED_VIA_MISSION_TEAMS,
cos_031,LUA_MENU_MP_COSM_WRAITH,,loot,icon_cosmetic_wraith,missionTeam,4,MP_FRONTEND_ONLY_UNLOCKED_VIA_MISSION_TEAMS,
cos_032,LUA_MENU_MP_COSM_GOLDEN_GLOVES,,loot,icon_cosmetic_golden_gloves,loot,32,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_033,LUA_MENU_MP_COSM_WARDEN,,loot,icon_cosmetic_warden,loot,33,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_034,LUA_MENU_MP_COSM_PAPAS,,loot,icon_cosmetic_bodily_charm_male,loot,34,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_035,LUA_MENU_MP_COSM_WOLVERINES,,loot,icon_cosmetic_jtf_wolverines,missionTeam,1,MP_FRONTEND_ONLY_UNLOCKED_VIA_MISSION_TEAMS,
cos_036,LUA_MENU_MP_COSM_APEX,,loot,icon_cosmetic_apex,loot,36,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_037,LUA_MENU_MP_COSM_BEAR_TRAP,,loot,icon_cosmetic_bear_trap,loot,37,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_043,LUA_MENU_MP_COSM_JACKAL,,loot,icon_cosmetic_jackal,loot,39,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_050,LUA_MENU_MP_COSM_PANTHER,,loot,icon_cosmetic_panther,loot,40,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_056,LUA_MENU_MP_COSM_DEAD_SMILEY,,loot,icon_cosmetic_dead_face,loot,41,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_064,LUA_MENU_MP_COSM_SNOWMAN,,loot,icon_cosmetic_snowman,extra,42,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,1
cos_076,LUA_MENU_MP_COSM_ENDOWMENT,,loot,icon_cosmetic_cod_endowment,extra,45,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,1
cos_071,LUA_MENU_MP_COSM_RONNIES,,loot,icon_cosmetic_ronnies_hotlink,loot,46,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_063,LUA_MENU_MP_COSM_ANCHOR,,loot,icon_cosmetic_anchor,loot,47,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_058,LUA_MENU_MP_COSM_TIKI_HEAD,,loot,icon_cosmetic_tiki,loot,48,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_052,LUA_MENU_MP_COSM_TEA_BAG,,loot,icon_cosmetic_teabag,loot,49,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_074,LUA_MENU_MP_COSM_CWL,,loot,icon_cosmetic_wl,extra,50,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,1
cos_069,LUA_MENU_MP_COSM_CACTUS,,loot,icon_cosmetic_senor_jerk,loot,51,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_081,LUA_MENU_MP_COSM_DINO,,loot,icon_cosmetic_dino,loot,52,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_080,LUA_MENU_MP_COSM_BEAVER,,loot,icon_cosmetic_beaver,loot,53,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_068,LUA_MENU_MP_COSM_SCORPION,,loot,icon_cosmetic_scorpion,loot,54,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_062,LUA_MENU_MP_COSM_STEEL_DRAGON,,loot,icon_cosmetic_steel_dragon,loot,55,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_094,LUA_MENU_MP_COSM_RETRIBUTION,,loot,icon_cosmetic_retribution,loot,56,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_039,LUA_MENU_MP_COSM_50CAL,,loot,icon_cosmetic_50cal,loot,57,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_065,LUA_MENU_MP_COSM_BACON,,loot,icon_cosmetic_bacon,loot,58,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_073,LUA_MENU_MP_COSM_BENTO,,loot,icon_cosmetic_bento_box,loot,59,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_047,LUA_MENU_MP_COSM_C12,,loot,icon_cosmetic_c12,loot,60,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_046,LUA_MENU_MP_COSM_COWBOY_BOOT,,loot,icon_cosmetic_cowboy_boot,loot,61,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_048,LUA_MENU_MP_COSM_DICE,,loot,icon_cosmetic_dice,loot,62,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_059,LUA_MENU_MP_COSM_EMC_PISTOL,,loot,icon_cosmetic_emc_pistol,loot,63,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_049,LUA_MENU_MP_COSM_MR_SMUGGYPUSS,,loot,icon_cosmetic_mr_smuggypuss,loot,64,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_038,LUA_MENU_MP_COSM_TACTICAL_KNIFE,,loot,icon_cosmetic_tactical_knife,loot,65,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_078,LUA_MENU_MP_COSM_TF141,,loot,icon_cosmetic_taskforce_141,loot,66,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_079,LUA_MENU_MP_COSM_TF141_DISAVOWED,,loot,icon_cosmetic_taskforce_141_disavowed,loot,67,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_040,LUA_MENU_MP_COSM_TURBO,,loot,icon_cosmetic_turbo,loot,68,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_053,LUA_MENU_MP_COSM_UN_DROPSHIP,,loot,icon_cosmetic_un_dropship,loot,69,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_051,LUA_MENU_MP_COSM_SPIKEY_HEART,,loot,icon_cosmetic_heart,loot,70,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_067,LUA_MENU_MP_COSM_RAINBOW,,loot,icon_cosmetic_rainbow,loot,71,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_044,LUA_MENU_MP_COSM_NUKE,,loot,icon_cosmetic_nuke,loot,72,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_042,LUA_MENU_MP_COSM_VULTURE,,loot,icon_cosmetic_vulture,loot,73,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_057,LUA_MENU_MP_COSM_C8_DROP_POD,,loot,icon_cosmetic_c8_drop_pod,loot,74,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_096,LUA_MENU_MP_COSM_TEDDY_BEAR,,loot,icon_cosmetic_teddybear,loot,75,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_097,LUA_MENU_MP_COSM_PIZZA_HEART,,loot,icon_cosmetic_heart_pizza,loot,76,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_098,LUA_MENU_MP_COSM_TRASH_CAN,,loot,icon_cosmetic_trashcan,loot,77,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_099,LUA_MENU_MP_COSM_EVIL_MUSHROOM,,loot,icon_cosmetic_mushroom,loot,78,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_115,LUA_MENU_MP_COSM_LIPS_POPSICLE,,loot,icon_cosmetic_lips_popsicle,loot,89,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,1
cos_117,LUA_MENU_MP_COSM_COD_CHAMPS,,loot,icon_cosmetic_champ_trophy,extra,79,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,1
cos_045,LUA_MENU_MP_COSM_PRICES_HAT,,loot,icon_cosmetic_price_hat,loot,80,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_055,LUA_MENU_MP_COSM_GHOST_HEADSET,,loot,icon_cosmetic_ghost_headset,loot,81,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_082,LUA_MENU_MP_COSM_RILEY,,loot,icon_cosmetic_riley,loot,82,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_070,LUA_MENU_MP_COSM_FOX,,hide,default_cosmetic_attach_icon,loot,83,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_054,LUA_MENU_MP_COSM_REYES,,loot,icon_cosmetic_reyes,loot,84,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_060,LUA_MENU_MP_COSM_SALTER,,loot,icon_cosmetic_salter,loot,85,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_066,LUA_MENU_MP_COSM_MARINE_PATCH,,loot,icon_cosmetic_marine_patch,loot,86,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_077,LUA_MENU_MP_COSM_SCAR_LOGO,,loot,icon_cosmetic_scar_logo,loot,87,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_083,LUA_MENU_MP_COSM_ETHAN,,loot,icon_cosmetic_eth3n,loot,88,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_100,LUA_MENU_MP_COSM_RED_CUP,,loot,icon_cosmetic_redcup,loot,90,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,1
cos_041,LUA_MENU_MP_COSM_ZOMBIE_ROBOT,,loot,icon_cosmetic_zombie_robot,loot,91,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_088,LUA_MENU_MP_COSM_PANDA,,loot,icon_cosmetic_panda,loot,92,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,
cos_084,LUA_MENU_MP_COSM_EAR,,loot,icon_cosmetic_ear,loot,93,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,1
cos_061,LUA_MENU_MP_COSM_GRAVESTONE,,loot,icon_cosmetic_gravestone,loot,94,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP,1
