gesture010,ges_plyr_gesture010,MP_FRONTEND_ONLY_GESTURE010,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_bang,0,allRigs,,10,,loot,icon_gesture_bang,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture011,ges_plyr_gesture011,MP_FRONTEND_ONLY_GESTURE011,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_phew,0,allRigs,,11,,loot,icon_gesture_phew,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture012,ges_plyr_gesture012,MP_FRONTEND_ONLY_GESTURE012,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_stopit,0,allRigs,,12,,loot,icon_gesture_stopit,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture013,ges_plyr_gesture013,MP_FRONTEND_ONLY_GESTURE013,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_peek,0,allRigs,,13,,loot,icon_gesture_peek,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture014,ges_plyr_gesture014,MP_FRONTEND_ONLY_GESTURE014,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_okay,0,allRigs,,14,,loot,icon_gesture_okay,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture015,ges_plyr_gesture015,MP_FRONTEND_ONLY_GESTURE015,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_holdposition,0,allRigs,,15,,loot,icon_gesture_holdposition,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture016,ges_plyr_gesture016,MP_FRONTEND_ONLY_GESTURE016,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_peace,0,allRigs,,16,,loot,icon_gesture_peace,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture017,ges_plyr_gesture017,MP_FRONTEND_ONLY_GESTURE017,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_point,0,allRigs,,17,,loot,icon_gesture_point,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture018,ges_plyr_gesture018,MP_FRONTEND_ONLY_GESTURE018,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_moveup,0,allRigs,,18,,loot,icon_gesture_moveup,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture019,ges_plyr_gesture019,MP_FRONTEND_ONLY_GESTURE019,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_fallback,0,allRigs,,19,,loot,icon_gesture_fallback,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture020,ges_plyr_gesture020,MP_FRONTEND_ONLY_GESTURE020,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_devilhorns,0,allRigs,,20,,loot,icon_gesture_devilhorns,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture021,ges_plyr_gesture021,MP_FRONTEND_ONLY_GESTURE021,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_numberone,0,allRigs,,21,,loot,icon_gesture_numberone,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture022,ges_plyr_gesture022,MP_FRONTEND_ONLY_GESTURE022,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_numberthree,0,allRigs,,22,,loot,icon_gesture_numberthree,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture023,ges_plyr_gesture023,MP_FRONTEND_ONLY_GESTURE023,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_cough,0,allRigs,,23,,loot,icon_gesture_cough,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture024,ges_plyr_gesture024,MP_FRONTEND_ONLY_GESTURE024,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_weaponcheck,0,allRigs,,24,,loot,icon_gesture_weaponcheck,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture025,ges_plyr_gesture025,MP_FRONTEND_ONLY_GESTURE025,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_stayhere,0,allRigs,,25,,loot,icon_gesture_stayhere,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture026,ges_plyr_gesture026,MP_FRONTEND_ONLY_GESTURE026,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_mock,0,allRigs,,26,,loot,icon_gesture_mock,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture027,ges_plyr_gesture027,MP_FRONTEND_ONLY_GESTURE027,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_micdrop,0,allRigs,,27,,loot,icon_gesture_micdrop,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture028,ges_plyr_gesture028,MP_FRONTEND_ONLY_GESTURE028,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_prosper,0,allRigs,,28,,loot,icon_gesture_prosper,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture029,ges_plyr_gesture029,MP_FRONTEND_ONLY_GESTURE029,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_thumbsdown,0,allRigs,,29,,loot,icon_gesture_thumbsdown,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture030,ges_plyr_gesture030,MP_FRONTEND_ONLY_GESTURE030,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_unimpressed,0,allRigs,,30,,loot,icon_gesture_unimpressed,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture031,ges_plyr_gesture031,MP_FRONTEND_ONLY_GESTURE031,LUA_MENU_MP_GESTURE_PH_DESC,splash_icon_generic,0,,,31,,loot,splash_icon_generic,
gesture032,ges_plyr_gesture032,MP_FRONTEND_ONLY_GESTURE032,LUA_MENU_MP_GESTURE_PH_DESC,splash_icon_generic,0,,,32,,loot,splash_icon_generic,
gesture033,ges_plyr_gesture033,MP_FRONTEND_ONLY_GESTURE033,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_wolverinesmoveup,0,allRigs,,33,,loot,icon_gesture_wolverinesmoveup,LUA_MENU_MP_RIG_MISSION_TEAM_UNLOCK_DESC
gesture034,ges_plyr_gesture034,MP_FRONTEND_ONLY_GESTURE034,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_filthylucre,0,allRigs,,34,,loot,icon_gesture_filthylucre,LUA_MENU_MP_RIG_MISSION_TEAM_UNLOCK_DESC
gesture035,ges_plyr_gesture035,MP_FRONTEND_ONLY_GESTURE035,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_onme,0,allRigs,,35,,loot,icon_gesture_onme,LUA_MENU_MP_RIG_MISSION_TEAM_UNLOCK_DESC
gesture036,ges_plyr_gesture036,MP_FRONTEND_ONLY_GESTURE036,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_victory,0,allRigs,,36,,loot,icon_gesture_victory,LUA_MENU_MP_RIG_MISSION_TEAM_UNLOCK_DESC
gesture037,ges_plyr_gesture037,MP_FRONTEND_ONLY_GESTURE037,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_what,0,allRigs,,37,,loot,icon_gesture_what,LUA_MENU_MP_RIG_MISSION_TEAM_UNLOCK_DESC
gesture038,ges_plyr_gesture038,MP_FRONTEND_ONLY_GESTURE038,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_boom,0,allRigs,,38,,loot,icon_gesture_boom,LUA_MENU_MP_RIG_MISSION_TEAM_UNLOCK_DESC
gesture039,ges_plyr_gesture039,MP_FRONTEND_ONLY_GESTURE039,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_bequiet,0,allRigs,,39,,loot,icon_gesture_bequiet,LUA_MENU_MP_RIG_MISSION_TEAM_UNLOCK_DESC
gesture006,ges_plyr_gesture006,MP_FRONTEND_ONLY_GESTURE006,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_youredead,0,allRigs,,40,,loot,icon_gesture_youredead,LUA_MENU_MP_RIG_MISSION_TEAM_UNLOCK_DESC
gesture041,ges_plyr_gesture041,MP_FRONTEND_ONLY_GESTURE041,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_meh,0,allRigs,,41,,loot,icon_gesture_meh,LUA_MENU_MP_RIG_MISSION_TEAM_UNLOCK_DESC
gesture042,ges_plyr_gesture042,MP_FRONTEND_ONLY_GESTURE042,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_blood42,0,allRigs,,42,,loot,icon_gesture_blood42,LUA_MENU_MP_RIG_MISSION_TEAM_UNLOCK_DESC
gesture043,ges_plyr_gesture043,MP_FRONTEND_ONLY_GESTURE043,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_rockpaperscissors,0,allRigs,,43,,loot,icon_gesture_rockpaperscissors,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture044,ges_plyr_gesture044,MP_FRONTEND_ONLY_GESTURE044,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_fingerscrossed,0,allRigs,,44,,loot,icon_gesture_fingerscrossed,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture045,ges_plyr_gesture045,MP_FRONTEND_ONLY_GESTURE045,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_loser,0,allRigs,,45,,loot,icon_gesture_loser,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture046,ges_plyr_gesture046,MP_FRONTEND_ONLY_GESTURE046,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_love_you,0,allRigs,,46,,loot,icon_gesture_love_you,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture047,ges_plyr_gesture047,MP_FRONTEND_ONLY_GESTURE047,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_facepalm,0,allRigs,,47,,loot,icon_gesture_facepalm,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture048,ges_plyr_gesture048,MP_FRONTEND_ONLY_GESTURE048,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_hangloose,0,allRigs,,48,,loot,icon_gesture_hangloose,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture049,ges_plyr_gesture049,MP_FRONTEND_ONLY_GESTURE049,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_jackal,0,allRigs,,49,,loot,icon_gesture_jackal,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture050,ges_plyr_gesture050,MP_FRONTEND_ONLY_GESTURE050,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_coin,0,allRigs,,50,,loot,icon_gesture_coin,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture051,ges_plyr_gesture051,MP_FRONTEND_ONLY_GESTURE051,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_c8,0,allRigs,,51,,loot,icon_gesture_c8,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture053,ges_plyr_gesture053,MP_FRONTEND_ONLY_GESTURE053,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_lighter,0,allRigs,,53,,loot,icon_gesture_lighter,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture054,ges_plyr_gesture054,MP_FRONTEND_ONLY_GESTURE054,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_surrender,0,allRigs,,54,,loot,icon_gesture_surrender,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture055,ges_plyr_gesture055,MP_FRONTEND_ONLY_GESTURE055,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_teabag,0,allRigs,,55,,loot,icon_gesture_teabag,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture056,ges_plyr_gesture056,MP_FRONTEND_ONLY_GESTURE056,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_makerain,0,allRigs,,56,,loot,icon_gesture_makerain,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture057,ges_plyr_gesture057,MP_FRONTEND_ONLY_GESTURE057,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_spider,0,allRigs,,57,,loot,icon_gesture_spider,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture058,ges_plyr_gesture058,MP_FRONTEND_ONLY_GESTURE058,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_basketball,0,allRigs,,58,,loot,icon_gesture_basketball,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture059,ges_plyr_gesture059,MP_FRONTEND_ONLY_GESTURE059,LUA_MENU_MP_GESTURE_PH_DESC,splash_icon_generic,0,,,59,,loot,splash_icon_generic,
gesture060,ges_plyr_gesture060,MP_FRONTEND_ONLY_GESTURE060,LUA_MENU_MP_GESTURE_PH_DESC,splash_icon_generic,0,,,60,,loot,splash_icon_generic,
gesture061,ges_plyr_gesture061,MP_FRONTEND_ONLY_GESTURE061,LUA_MENU_MP_GESTURE_PH_DESC,splash_icon_generic,0,,,61,,loot,splash_icon_generic,
gesture062,ges_plyr_gesture062,MP_FRONTEND_ONLY_GESTURE062,LUA_MENU_MP_GESTURE_PH_DESC,splash_icon_generic,0,,,62,,loot,splash_icon_generic,
gesture063,ges_plyr_gesture063,MP_FRONTEND_ONLY_GESTURE063,LUA_MENU_MP_GESTURE_PH_DESC,splash_icon_generic,0,,,63,,loot,splash_icon_generic,
gesture064,ges_plyr_gesture064,MP_FRONTEND_ONLY_GESTURE064,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_salty,0,allRigs,,64,,loot,icon_gesture_salty,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture065,ges_plyr_gesture065,MP_FRONTEND_ONLY_GESTURE065,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_camper,1,allRigs,,65,,loot,icon_gesture_camper,
gesture066,ges_plyr_gesture066,MP_FRONTEND_ONLY_GESTURE066,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_price,0,allRigs,,66,,loot,icon_gesture_price,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture067,ges_plyr_gesture067,MP_FRONTEND_ONLY_GESTURE067,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_selfie,0,allRigs,,67,,loot,icon_gesture_selfie,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture068,ges_plyr_gesture068,MP_FRONTEND_ONLY_GESTURE068,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_bugle,0,allRigs,,68,,loot,icon_gesture_bugle,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture069,ges_plyr_gesture069,MP_FRONTEND_ONLY_GESTURE069,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_towel,0,allRigs,,69,,loot,icon_gesture_towel,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture070,ges_plyr_gesture070,MP_FRONTEND_ONLY_GESTURE070,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_drumstick,0,allRigs,,70,,loot,icon_gesture_drumstick,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture071,ges_plyr_gesture071,MP_FRONTEND_ONLY_GESTURE071,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_bottle,0,allRigs,,71,,loot,icon_gesture_bottle,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
gesture072,ges_plyr_gesture072,MP_FRONTEND_ONLY_GESTURE072,LUA_MENU_MP_GESTURE_PH_DESC,icon_gesture_shovel,0,allRigs,,72,,loot,icon_gesture_shovel,LUA_MENU_MP_RIG_SUPPLY_DROP_UNLOCK_DESC
