mp_prisonbreak,dm,,,,,,,,,,
mp_skeleton,dom,32,169,172,97,147,114,182,211,50,178
mp_skeleton,sd,162,62,49,178,67,106,165,216,,
mp_skeleton,war,32,117,187,213,,,,,,
mp_skeleton,conf,32,117,187,213,,,,,,
mp_skeleton,sr,162,62,49,178,67,106,165,216,,
mp_skeleton,aliens,,,,,,,,,,
mp_skeleton,grind,32,117,187,213,85,196,158,130,,
mp_skeleton,blitz,162,62,49,178,146,125,96,191,,
mp_skeleton,cranked,32,117,187,213,,,,,,
mp_skeleton,infect,,,,,,,,,,
mp_skeleton,horde,,,,,,,,,,
mp_skeleton,sotf,32,117,187,213,,,,,,
mp_skeleton,grnd,32,117,187,213,,,,,,
mp_skeleton,siege,32,169,172,97,94,190,79,102,169,158
mp_flooded,dm,,,,,,,,,,
mp_flooded,dom,25,82,255,67,61,179,133,66,192,186
mp_flooded,sd,190,186,25,82,91,164,106,78,,
mp_flooded,war,25,82,190,186,,,,,,
mp_flooded,conf,25,82,190,186,,,,,,
mp_flooded,sr,190,186,25,82,91,164,106,78,,
mp_flooded,aliens,,,,,,,,,,
mp_flooded,grind,25,82,190,186,82,101,187,157,,
mp_flooded,blitz,25,82,190,186,65,90,193,172,,
mp_flooded,cranked,25,82,190,186,,,,,,
mp_flooded,infect,,,,,,,,,,
mp_flooded,horde,,,,,,,,,,
mp_flooded,sotf,25,82,190,186,,,,,,
mp_flooded,grnd,25,82,190,186,,,,,,
mp_flooded,siege,25,82,255,67,61,179,133,66,192,186
mp_descent_new,dm,,,,,,,,,,
mp_descent_new,dom,224,156,20,158,210,130,128,94,45,144
mp_descent_new,sd,246,136,20,158,100,164,124,93,,
mp_descent_new,war,246,136,20,168,,,,,,
mp_descent_new,conf,246,136,20,168,,,,,,
mp_descent_new,sr,246,136,20,158,100,164,124,93,,
mp_descent_new,aliens,,,,,,,,,,
mp_descent_new,grind,246,136,20,168,152,179,85,112,,
mp_descent_new,blitz,224,156,20,158,182,110,74,184,,
mp_descent_new,cranked,246,136,20,168,,,,,,
mp_descent_new,infect,,,,,,,,,,
mp_descent_new,horde,,,,,,,,,,
mp_descent_new,sotf,246,136,20,168,,,,,,
mp_descent_new,grnd,246,136,20,168,,,,,,
mp_descent_new,siege,224,156,20,158,210,130,128,94,45,144
mp_ca_red_river,dm,,,,,,,,,,
mp_ca_red_river,dom,142,42,56,180,193,127,86,111,113,224
mp_ca_red_river,sd,130,250,147,40,205,143,87,140,,
mp_ca_red_river,war,140,259,146,42,,,,,,
mp_ca_red_river,conf,140,259,146,42,,,,,,
mp_ca_red_river,sr,130,250,147,40,205,143,87,140,,
mp_ca_red_river,aliens,,,,,,,,,,
mp_ca_red_river,grind,140,259,146,42,181,176,73,164,,
mp_ca_red_river,blitz,140,259,141,40,137,232,142,52,,
mp_ca_red_river,cranked,140,259,146,42,,,,,,
mp_ca_red_river,infect,,,,,,,,,,
mp_ca_red_river,horde,,,,,,,,,,
mp_ca_red_river,sotf,140,259,146,42,,,,,,
mp_ca_red_river,grnd,140,259,146,42,,,,,,
mp_ca_red_river,siege,142,42,56,180,193,127,86,111,113,224
mp_ca_rumble,dm,,,,,,,,,,
mp_ca_rumble,dom,226,154,26,163,195,164,131,68,77,171
mp_ca_rumble,sd,228,151,28,163,130,216,131,82,,
mp_ca_rumble,war,228,151,26,163,,,,,,
mp_ca_rumble,conf,228,151,26,163,,,,,,
mp_ca_rumble,sr,228,151,28,163,130,216,131,82,,
mp_ca_rumble,aliens,,,,,,,,,,
mp_ca_rumble,grind,228,151,28,163,130,214,131,82,,
mp_ca_rumble,blitz,216,100,87,217,205,114,77,197,,
mp_ca_rumble,cranked,228,151,26,163,,,,,,
mp_ca_rumble,infect,,,,,,,,,,
mp_ca_rumble,horde,,,,,,,,,,
mp_ca_rumble,sotf,228,151,26,163,,,,,,
mp_ca_rumble,grnd,228,151,26,163,,,,,,
mp_ca_rumble,siege,226,154,26,163,180,197,131,68,77,197
mp_swamp,dm,,,,,,,,,,
mp_swamp,dom,24,202,200,176,44,212,113,83,173,185
mp_swamp,sd,48,71,218,182,206,133,85,198,,
mp_swamp,war,24,202,221,136,,,,,,
mp_swamp,conf,24,202,221,136,,,,,,
mp_swamp,sr,48,71,218,182,206,133,85,198,,
mp_swamp,aliens,,,,,,,,,,
mp_swamp,grind,24,202,221,136,113,83,115,188,,
mp_swamp,blitz,24,202,221,136,44,211,206,133,,
mp_swamp,cranked,24,202,221,136,,,,,,
mp_swamp,infect,,,,,,,,,,
mp_swamp,horde,,,,,,,,,,
mp_swamp,sotf,24,202,221,136,,,,,,
mp_swamp,grnd,24,202,221,136,,,,,,
mp_swamp,siege,24,202,200,176,44,212,113,83,173,185
mp_boneyard_ns,dm,,,,,,,,,,
mp_boneyard_ns,dom,132,232,78,67,148,70,81,148,174,196
mp_boneyard_ns,sd,161,72,132,236,78,148,175,158,,
mp_boneyard_ns,war,78,232,161,72,,,,,,
mp_boneyard_ns,conf,78,232,161,72,,,,,,
mp_boneyard_ns,sr,161,72,132,236,78,148,175,158,,
mp_boneyard_ns,aliens,,,,,,,,,,
mp_boneyard_ns,grind,79,236,161,72,78,148,179,130,,
mp_boneyard_ns,blitz,79,236,161,72,131,64,134,214,,
mp_boneyard_ns,cranked,78,232,161,72,,,,,,
mp_boneyard_ns,infect,,,,,,,,,,
mp_boneyard_ns,horde,,,,,,,,,,
mp_boneyard_ns,sotf,78,232,161,72,,,,,,
mp_boneyard_ns,grnd,78,232,161,72,,,,,,
mp_boneyard_ns,siege,132,232,78,67,148,70,81,148,174,196
mp_dome_ns,dm,,,,,,,,,,
mp_dome_ns,dom,176,240,104,106,189,208,182,82,39,135
mp_dome_ns,sd,174,63,77,204,39,159,185,212,,
mp_dome_ns,war,104,106,176,240,,,,,,
mp_dome_ns,conf,104,106,176,240,,,,,,
mp_dome_ns,sr,174,63,77,204,39,159,185,212,,
mp_dome_ns,aliens,,,,,,,,,,
mp_dome_ns,grind,104,106,176,240,79,199,227,130,,
mp_dome_ns,blitz,174,63,178,240,160,80,167,238,,
mp_dome_ns,cranked,104,106,176,240,,,,,,
mp_dome_ns,infect,,,,,,,,,,
mp_dome_ns,horde,,,,,,,,,,
mp_dome_ns,sotf,104,106,176,240,,,,,,
mp_dome_ns,grnd,104,106,176,240,,,,,,
mp_dome_ns,siege,176,240,104,106,116,212,177,151,182,82
mp_battery3,dm,,,,,,,,,,
mp_battery3,dom,55,161,206,169,67,209,127,93,199,191
mp_battery3,sd,133,233,82,59,176,137,68,156,,
mp_battery3,war,83,59,202,205,,,,,,
mp_battery3,conf,83,59,202,205,,,,,,
mp_battery3,sr,133,233,82,59,176,137,68,156,,
mp_battery3,aliens,,,,,,,,,,
mp_battery3,grind,83,59,202,205,185,170,81,105,,
mp_battery3,blitz,83,59,202,205,128,84,128,231,,
mp_battery3,cranked,83,59,202,205,,,,,,
mp_battery3,infect,,,,,,,,,,
mp_battery3,horde,,,,,,,,,,
mp_battery3,sotf,83,59,202,205,,,,,,
mp_battery3,grnd,83,59,202,205,,,,,,
mp_battery3,siege,55,161,206,169,67,209,127,93,199,191
mp_ca_impact,dm,,,,,,,,,,
mp_ca_impact,dom,50,209,207,150,62,222,121,164,191,154
mp_ca_impact,sd,207,150,50,209,119,186,92,173,,
mp_ca_impact,war,50,209,207,150,,,,,,
mp_ca_impact,conf,50,209,207,150,,,,,,
mp_ca_impact,sr,207,150,50,209,119,186,92,173,,
mp_ca_impact,aliens,,,,,,,,,,
mp_ca_impact,grind,50,209,207,150,119,162,132,179,,
mp_ca_impact,blitz,50,209,207,150,63,223,171,151,,
mp_ca_impact,cranked,50,209,207,150,,,,,,
mp_ca_impact,infect,,,,,,,,,,
mp_ca_impact,horde,,,,,,,,,,
mp_ca_impact,sotf,50,209,207,150,,,,,,
mp_ca_impact,grnd,50,209,207,150,,,,,,
mp_ca_impact,siege,50,209,207,150,106,218,121,164,152,109
mp_ca_behemoth,dm,,,,,,,,,,
mp_ca_behemoth,dom,206,140,54,196,197,145,149,188,71,193
mp_ca_behemoth,sd,29,195,206,140,144,172,150,187,,
mp_ca_behemoth,war,206,140,29,195,,,,,,
mp_ca_behemoth,conf,206,140,29,195,,,,,,
mp_ca_behemoth,sr,29,195,206,140,144,172,150,187,,
mp_ca_behemoth,aliens,,,,,,,,,,
mp_ca_behemoth,grind,206,140,29,195,77,187,144,173,,
mp_ca_behemoth,blitz,206,140,29,195,191,147,67,184,,
mp_ca_behemoth,cranked,206,140,29,195,,,,,,
mp_ca_behemoth,infect,,,,,,,,,,
mp_ca_behemoth,horde,,,,,,,,,,
mp_ca_behemoth,sotf,206,140,29,195,,,,,,
mp_ca_behemoth,grnd,206,140,29,195,,,,,,
mp_ca_behemoth,siege,206,140,54,196,169,160,149,188,115,178
mp_favela_iw6,dm,,,,,,,,,,
mp_favela_iw6,dom,48,101,233,170,52,117,131,141,236,123
mp_favela_iw6,sd,48,101,228,172,220,88,171,220,,
mp_favela_iw6,war,48,101,195,206,,,,,,
mp_favela_iw6,conf,48,101,195,206,,,,,,
mp_favela_iw6,sr,48,101,228,172,220,88,171,220,,
mp_favela_iw6,aliens,,,,,,,,,,
mp_favela_iw6,grind,48,101,195,206,95,96,180,166,,
mp_favela_iw6,blitz,48,101,233,170,53,137,236,123,,
mp_favela_iw6,cranked,48,101,195,206,,,,,,
mp_favela_iw6,infect,,,,,,,,,,
mp_favela_iw6,horde,,,,,,,,,,
mp_favela_iw6,sotf,48,101,195,206,,,,,,
mp_favela_iw6,grnd,48,101,195,206,,,,,,
mp_favela_iw6,siege,48,101,195,206,52,117,131,141,236,123
mp_pirate,dm,,,,,,,,,,
mp_pirate,dom,215,258,181,54,191,238,66,144,184,69
mp_pirate,sd,181,54,120,259,202,183,74,146,,
mp_pirate,war,181,54,120,259,,,,,,
mp_pirate,conf,181,54,120,259,,,,,,
mp_pirate,sr,181,54,120,259,202,183,74,146,,
mp_pirate,aliens,,,,,,,,,,
mp_pirate,grind,120,259,181,54,66,144,202,183,,
mp_pirate,blitz,120,259,181,54,104,251,175,65,,
mp_pirate,cranked,181,54,120,259,,,,,,
mp_pirate,infect,,,,,,,,,,
mp_pirate,horde,,,,,,,,,,
mp_pirate,sotf,181,54,120,259,,,,,,
mp_pirate,grnd,181,54,120,259,,,,,,
mp_pirate,siege,215,258,181,54,191,238,66,144,184,69
mp_zulu,dm,,,,,,,,,,
mp_zulu,dom,40,185,185,210,183,193,145,65,40,170
mp_zulu,sd,40,148,228,140,173,70,183,190,,
mp_zulu,war,235,75,38,185,,,,,,
mp_zulu,conf,235,75,38,185,,,,,,
mp_zulu,sr,40,148,228,140,173,70,183,190,,
mp_zulu,aliens,,,,,,,,,,
mp_zulu,grind,235,75,38,185,160,165,108,100,,
mp_zulu,blitz,55,120,220,165,38,152,220,150,,
mp_zulu,cranked,235,75,38,185,,,,,,
mp_zulu,infect,,,,,,,,,,
mp_zulu,horde,,,,,,,,,,
mp_zulu,sotf,235,75,38,185,,,,,,
mp_zulu,grnd,235,75,38,185,,,,,,
mp_zulu,siege,40,185,185,210,183,193,145,65,40,170
mp_dig,dm,,,,,,,,,,
mp_dig,dom,140,260,162,50,132,240,140,145,162,68
mp_dig,sd,140,260,162,50,90,145,190,160,,
mp_dig,war,140,260,162,50,,,,,,
mp_dig,conf,140,260,162,50,,,,,,
mp_dig,sr,140,260,162,50,90,145,190,160,,
mp_dig,aliens,,,,,,,,,,
mp_dig,grind,140,260,162,50,105,215,195,115,,
mp_dig,blitz,140,260,162,50,156,232,140,95,,
mp_dig,cranked,140,260,162,50,,,,,,
mp_dig,infect,,,,,,,,,,
mp_dig,horde,,,,,,,,,,
mp_dig,sotf,140,260,162,50,,,,,,
mp_dig,grnd,140,260,162,50,,,,,,
mp_dig,siege,140,260,162,50,132,240,140,145,162,68
mp_conflict,dm,,,,,,,,,,
mp_conflict,dom,60,248,179,47,60,232,135,164,201,87
mp_conflict,sd,60,248,179,47,136,130,233,133,,
mp_conflict,war,42,234,179,43,,,,,,
mp_conflict,conf,42,234,179,43,,,,,,
mp_conflict,sr,59,247,179,47,136,130,233,133,,
mp_conflict,aliens,,,,,,,,,,
mp_conflict,grind,42,234,179,43,138,105,132,222,,
mp_conflict,blitz,168,241,179,43,154,253,188,64,,
mp_conflict,cranked,42,234,179,43,,,,,,
mp_conflict,infect,,,,,,,,,,
mp_conflict,horde,,,,,,,,,,
mp_conflict,sotf,42,234,179,43,,,,,,
mp_conflict,grnd,42,234,179,43,,,,,,
mp_conflict,siege,60,248,179,47,60,232,135,164,201,87
mp_mine,dm,,,,,,,,,,
mp_mine,dom,218,129,25,146,199,131,120,152,34,170
mp_mine,sd,72,104,230,183,143,223,234,161,,
mp_mine,war,223,126,25,141,,,,,,
mp_mine,conf,223,126,25,141,,,,,,
mp_mine,sr,72,104,230,183,143,223,234,161,,
mp_mine,aliens,,,,,,,,,,
mp_mine,grind,223,126,25,141,176,94,97,183,,
mp_mine,blitz,223,129,24,144,179,90,97,191,,
mp_mine,cranked,223,126,25,141,,,,,,
mp_mine,infect,,,,,,,,,,
mp_mine,horde,,,,,,,,,,
mp_mine,sotf,223,126,25,141,,,,,,
mp_mine,grnd,223,126,25,141,,,,,,
mp_mine,siege,218,129,25,146,199,131,120,152,34,170
mp_shipment_ns,dm,,,,,,,,,,
mp_shipment_ns,dom,177,201,94,108,98,61,132,160,177,270
mp_shipment_ns,sd,102,68,172,260,81,200,236,164,,
mp_shipment_ns,war,177,201,94,108,,,,,,
mp_shipment_ns,conf,177,201,94,108,,,,,,
mp_shipment_ns,sr,102,68,172,260,81,200,236,164,,
mp_shipment_ns,aliens,,,,,,,,,,
mp_shipment_ns,grind,177,201,94,108,195,92,69,231,,
mp_shipment_ns,blitz,184,189,82,128,216,157,34,156,,
mp_shipment_ns,cranked,177,201,94,108,,,,,,
mp_shipment_ns,infect,,,,,,,,,,
mp_shipment_ns,horde,,,,,,,,,,
mp_shipment_ns,sotf,177,201,94,108,,,,,,
mp_shipment_ns,grnd,177,201,94,108,,,,,,
mp_shipment_ns,siege,177,201,94,108,98,61,132,160,177,270
mp_zerosub,dm,,,,,,,,,,
mp_zerosub,dom,218,222,59,172,96,190,154,88,220,192
mp_zerosub,sd,54,89,196,204,170,226,217,99,,
mp_zerosub,war,39,170,230,74,,,,,,
mp_zerosub,conf,39,170,230,74,,,,,,
mp_zerosub,sr,54,89,196,204,170,226,217,99,,
mp_zerosub,aliens,,,,,,,,,,
mp_zerosub,grind,39,170,230,74,208,129,94,190,,
mp_zerosub,blitz,232,69,41,168,214,100,72,170,,
mp_zerosub,cranked,39,170,230,74,,,,,,
mp_zerosub,infect,,,,,,,,,,
mp_zerosub,horde,,,,,,,,,,
mp_zerosub,sotf,39,170,230,74,,,,,,
mp_zerosub,grnd,39,170,230,74,,,,,,
mp_zerosub,siege,218,222,59,172,96,190,154,88,220,192
