prestige2,SPLASHES_RANKED_UP,MPUI_PRESTIGE,rank_prestige2,mp_prestige,urgent_splash,local,,,,,,,,,,,,,,,,,,,
prestige3,SPLASHES_RANKED_UP,MPUI_PRESTIGE,rank_prestige3,mp_prestige,urgent_splash,local,,,,,,,,,,,,,,,,,,,
prestige4,SPLASHES_RANKED_UP,MPUI_PRESTIGE,rank_prestige4,mp_prestige,urgent_splash,local,,,,,,,,,,,,,,,,,,,
prestige5,SPLASHES_RANKED_UP,MPUI_PRESTIGE,rank_prestige5,mp_prestige,urgent_splash,local,,,,,,,,,,,,,,,,,,,
prestige6,SPLASHES_RANKED_UP,MPUI_PRESTIGE,rank_prestige6,mp_prestige,urgent_splash,local,,,,,,,,,,,,,,,,,,,
prestige7,SPLASHES_RANKED_UP,MPUI_PRESTIGE,rank_prestige7,mp_prestige,urgent_splash,local,,,,,,,,,,,,,,,,,,,
prestige8,SPLASHES_RANKED_UP,MPUI_PRESTIGE,rank_prestige8,mp_prestige,urgent_splash,local,,,,,,,,,,,,,,,,,,,
prestige9,SPLASHES_RANKED_UP,MPUI_PRESTIGE,rank_prestige9,mp_prestige,urgent_splash,local,,,,,,,,,,,,,,,,,,,
prestige10,SPLASHES_RANKED_UP,MPUI_PRESTIGE,rank_prestige10,mp_prestige,urgent_splash,local,,,,,,,,,,,,,,,,,,,
uav,KILLSTREAKS_UAV,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_uav,mp_killstreak_uav,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
uav_rare,LOOT_KILLSTREAKS_UAV_RARE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_uav_rare,mp_killstreak_uav,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
uav_legend,LOOT_KILLSTREAKS_UAV_LEGENDARY,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_uav_legend,mp_killstreak_uav,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
uav_epic,LOOT_KILLSTREAKS_UAV_EPIC,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_uav_epic,mp_killstreak_uav,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
counter_uav,KILLSTREAKS_COUNTER_UAV,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_cuav,mp_killstreak_counteruav,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
counter_uav_rare,LOOT_KILLSTREAKS_CUAV_RARE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_cuav_rare,mp_killstreak_counteruav,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
counter_uav_legend,LOOT_KILLSTREAKS_CUAV_LEGENDARY,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_cuav_legend,mp_killstreak_counteruav,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
counter_uav_epic,LOOT_KILLSTREAKS_CUAV_EPIC,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_cuav_epic,mp_killstreak_counteruav,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
dronedrop,KILLSTREAKS_DRONEDROP,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_drone_package,mp_killstreak_carepackage,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
dronedrop_rare,LOOT_KILLSTREAKS_DROP_RARE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_drone_package_rare,mp_killstreak_carepackage,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
dronedrop_legend,LOOT_KILLSTREAKS_DROP_LEGENDARY,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_drone_package_legend,mp_killstreak_carepackage,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
dronedrop_epic,LOOT_KILLSTREAKS_DROP_EPIC,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_drone_package_epic,mp_killstreak_carepackage,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
precision_airstrike,KILLSTREAKS_PRECISION_AIRSTRIKE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_scorchers,mp_killstreak_scorchers,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
precision_airstrike_rare,LOOT_KILLSTREAKS_AIRSTRIKE_RARE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_scorchers_rare,mp_killstreak_scorchers,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
precision_airstrike_legend,LOOT_KILLSTREAKS_AIRSTRIKE_LEGENDARY,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_scorchers_legend,mp_killstreak_scorchers,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
precision_airstrike_epic,LOOT_KILLSTREAKS_AIRSTRIKE_EPIC,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_scorchers_epic,mp_killstreak_scorchers,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
jackal,KILLSTREAKS_JACKAL,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_dropship,mp_killstreak_warden,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
jackal_rare,LOOT_KILLSTREAKS_JACKAL_RARE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_dropship_rare,mp_killstreak_warden,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
jackal_legend,LOOT_KILLSTREAKS_JACKAL_LEGENDARY,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_dropship_legend,mp_killstreak_warden,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
jackal_epic,LOOT_KILLSTREAKS_JACKAL_EPIC,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_dropship_epic,mp_killstreak_warden,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
sentry_shock,KILLSTREAKS_SENTRY_SHOCK,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_turret,mp_killstreak_shock_sentry,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
sentry_shock_rare,LOOT_KILLSTREAKS_SENTRY_SHOCK_RARE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_turret_rare,mp_killstreak_shock_sentry,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
sentry_shock_legend,LOOT_KILLSTREAKS_SENTRY_SHOCK_LEGENDARY,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_turret_legend,mp_killstreak_shock_sentry,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
sentry_shock_epic,LOOT_KILLSTREAKS_SENTRY_SHOCK_EPIC,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_turret_epic,mp_killstreak_shock_sentry,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
minijackal,KILLSTREAKS_MINIJACKAL,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_apex,mp_killstreak_apex,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
minijackal_rare,LOOT_KILLSTREAKS_MINIJACKAL_RARE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_apex_rare,mp_killstreak_apex,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
minijackal_legend,LOOT_KILLSTREAKS_MINIJACKAL_LEGENDARY,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_apex_legend,mp_killstreak_apex,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
minijackal_epic,LOOT_KILLSTREAKS_MINIJACKAL_EPIC,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_apex_epic,mp_killstreak_apex,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
thor,KILLSTREAKS_THOR,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_thor,mp_killstreak_thor,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
thor_rare,LOOT_KILLSTREAKS_THOR_RARE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_thor_rare,mp_killstreak_thor,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
thor_legend,LOOT_KILLSTREAKS_THOR_LEGENDARY,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_thor_legend,mp_killstreak_thor,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
thor_epic,LOOT_KILLSTREAKS_THOR_EPIC,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_thor_epic,mp_killstreak_thor,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
directional_uav,KILLSTREAKS_DIRECTIONAL_UAV,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_auav,mp_killstreak_adv_uav,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
directional_uav_rare,LOOT_KILLSTREAKS_AUAV_RARE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_auav_rare,mp_killstreak_adv_uav,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
directional_uav_legend,LOOT_KILLSTREAKS_AUAV_LEGENDARY,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_auav_legend,mp_killstreak_adv_uav,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
directional_uav_epic,LOOT_KILLSTREAKS_AUAV_EPIC,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_auav_epic,mp_killstreak_adv_uav,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
remote_c8,KILLSTREAKS_RC8,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_rc8,mp_killstreak_rc8,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
remote_c8_rare,LOOT_KILLSTREAKS_RC8_RARE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_rc8_rare,mp_killstreak_rc8,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
remote_c8_legend,LOOT_KILLSTREAKS_RC8_LEGENDARY,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_rc8_legend,mp_killstreak_rc8,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
remote_c8_epic,LOOT_KILLSTREAKS_RC8_EPIC,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_rc8_epic,mp_killstreak_rc8,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
bombardment,KILLSTREAKS_BOMBARDMENT,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_bombardment,mp_killstreak_bombardment,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
bombardment_rare,LOOT_KILLSTREAKS_BOMBARDMENT_RARE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_bombardment_rare,mp_killstreak_bombardment,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
bombardment_legend,LOOT_KILLSTREAKS_BOMBARDMENT_LEGENDARY,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_bombardment_legend,mp_killstreak_bombardment,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
bombardment_epic,LOOT_KILLSTREAKS_BOMBARDMENT_EPIC,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_bombardment_epic,mp_killstreak_bombardment,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
venom,KILLSTREAKS_VENOM,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_venom,mp_killstreak_venom,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
venom_rare,LOOT_KILLSTREAKS_VENOM_RARE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_venom_rare,mp_killstreak_venom,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
venom_legend,LOOT_KILLSTREAKS_VENOM_LEGENDARY,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_venom_legend,mp_killstreak_venom,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
venom_epic,LOOT_KILLSTREAKS_VENOM_EPIC,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_venom_epic,mp_killstreak_venom,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
ball_drone_backup,KILLSTREAKS_BALL_DRONE_BACKUP,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_vulture,mp_killstreak_vulture,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
ball_drone_backup_rare,LOOT_KILLSTREAKS_BALL_BACKUP_RARE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_vulture_rare,mp_killstreak_vulture,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
ball_drone_backup_legend,LOOT_KILLSTREAKS_BALL_BACKUP_LEGENDARY,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_vulture_legend,mp_killstreak_vulture,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
ball_drone_backup_epic,LOOT_KILLSTREAKS_BALL_BACKUP_EPIC,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_vulture_epic,mp_killstreak_vulture,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
drone_hive,KILLSTREAKS_ORBITAL_DEPLOYMENT,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_orbital_rocket,mp_killstreak_trinity_rocket,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
drone_hive_rare,LOOT_KILLSTREAKS_ORBITAL_DEPLOYMENT_RARE,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_orbital_rocket_rare,mp_killstreak_trinity_rocket,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
drone_hive_legend,LOOT_KILLSTREAKS_ORBITAL_DEPLOYMENT_LEGENDARY,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_orbital_rocket_legend,mp_killstreak_trinity_rocket,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
drone_hive_epic,LOOT_KILLSTREAKS_ORBITAL_DEPLOYMENT_EPIC,KILLSTREAKS_KILLSTREAK_N,icon_slot_scorestreak_render_orbital_rocket_epic,mp_killstreak_trinity_rocket,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
nuke,KILLSTREAKS_TACTICAL_NUKE,,icon_slot_scorestreak_nuke,mp_killstreak_nuke,killstreak_splash,local,TRUE,,,,,SPLASHES_PACKAGE_PICKUP,,,,,,,,,,,,,
max_xp_for_match,MPUI_MAX_XP,MPUI_MAX_XP_DESC,popup_icon_intel_win,mp_bonus_start,urgent_splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_1_team_0,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_1,splash_icon_team_wolverines,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_2_team_0,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_2,splash_icon_team_wolverines_bronze,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_3_team_0,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_3,splash_icon_team_wolverines_silver,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_4_team_0,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_4,splash_icon_team_wolverines_gold,ui_iw7_mission_complete_gold_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_1_team_1,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_1,splash_icon_team_orion,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_2_team_1,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_2,splash_icon_team_orion_bronze,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_3_team_1,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_3,splash_icon_team_orion_silver,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_4_team_1,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_4,splash_icon_team_orion_gold,ui_iw7_mission_complete_gold_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_1_team_2,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_1,splash_icon_team_sabre,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_2_team_2,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_2,splash_icon_team_sabre_bronze,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_3_team_2,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_3,splash_icon_team_sabre_silver,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_4_team_2,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_4,splash_icon_team_sabre_gold,ui_iw7_mission_complete_gold_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_1_team_3,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_1,splash_icon_team_wraith,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_2_team_3,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_2,splash_icon_team_wraith_bronze,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_3_team_3,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_3,splash_icon_team_wraith_silver,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_4_team_3,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_4,splash_icon_team_wraith_gold,ui_iw7_mission_complete_gold_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_1_team_4,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_1,splash_icon_team_blood,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_2_team_4,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_2,splash_icon_team_blood_bronze,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_3_team_4,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_3,splash_icon_team_blood_silver,ui_iw7_mission_complete_slam,splash,local,,,,,,,,,,,,,,,,,,,
intel_completed_4_team_4,INTEL_MP_COMPLETED_SPLASH,INTEL_MP_TIER_4,splash_icon_team_blood_gold,ui_iw7_mission_complete_gold_slam,splash,local,,,,,,,,,,,,,,,,,,,
used_uav,KILLSTREAKS_UAV,KILLSTREAKS_UAV_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_uav_rare,LOOT_KILLSTREAKS_UAV_RARE,KILLSTREAKS_UAV_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_uav_legend,LOOT_KILLSTREAKS_UAV_LEGENDARY,KILLSTREAKS_UAV_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_uav_epic,LOOT_KILLSTREAKS_UAV_EPIC,KILLSTREAKS_UAV_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_counter_uav,KILLSTREAKS_COUNTER_UAV,KILLSTREAKS_COUNTER_UAV_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_counter_uav_rare,LOOT_KILLSTREAKS_CUAV_RARE,KILLSTREAKS_COUNTER_UAV_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_counter_uav_legend,LOOT_KILLSTREAKS_CUAV_LEGENDARY,KILLSTREAKS_COUNTER_UAV_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_counter_uav_epic,LOOT_KILLSTREAKS_CUAV_EPIC,KILLSTREAKS_COUNTER_UAV_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_jackal,KILLSTREAKS_JACKAL,KILLSTREAKS_JACKAL_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_jackal_rare,LOOT_KILLSTREAKS_JACKAL_RARE,KILLSTREAKS_JACKAL_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_jackal_legend,LOOT_KILLSTREAKS_JACKAL_LEGENDARY,KILLSTREAKS_JACKAL_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_jackal_epic,LOOT_KILLSTREAKS_JACKAL_EPIC,KILLSTREAKS_JACKAL_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_shock_sentry,KILLSTREAKS_SENTRY_SHOCK,KILLSTREAKS_SENTRY_SHOCK_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_shock_sentry_rare,LOOT_KILLSTREAKS_SENTRY_SHOCK_RARE,KILLSTREAKS_SENTRY_SHOCK_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_shock_sentry_legend,LOOT_KILLSTREAKS_SENTRY_SHOCK_LEGENDARY,KILLSTREAKS_SENTRY_SHOCK_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_shock_sentry_epic,LOOT_KILLSTREAKS_SENTRY_SHOCK_EPIC,KILLSTREAKS_SENTRY_SHOCK_DESC,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_minijackal,KILLSTREAKS_MINIJACKAL,KILLSTREAKS_MINIJACKAL,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_minijackal_rare,LOOT_KILLSTREAKS_MINIJACKAL_RARE,KILLSTREAKS_MINIJACKAL,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_minijackal_legend,LOOT_KILLSTREAKS_MINIJACKAL_LEGENDARY,KILLSTREAKS_MINIJACKAL,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_minijackal_epic,LOOT_KILLSTREAKS_MINIJACKAL_EPIC,KILLSTREAKS_MINIJACKAL,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_thor,KILLSTREAKS_THOR,KILLSTREAKS_THOR,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_thor_rare,LOOT_KILLSTREAKS_THOR_RARE,KILLSTREAKS_THOR,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_thor_legend,LOOT_KILLSTREAKS_THOR_LEGENDARY,KILLSTREAKS_THOR,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
used_thor_epic,LOOT_KILLSTREAKS_THOR_EPIC,KILLSTREAKS_THOR,,,playercard_splash,otherPlayer,,,,,,,,,,,,,,,,,,,
