19,specialty_overclock,PERKS_OVERCLOCK_PERK,icon_perk_slot_overclock,PERKS_DESC_OVERCLOCK_PERK,slot_null,,,specialty_null,PERKS_NONE,2,33,icon_perk_showcase_overclock,icon_perk_showcase_overclock
20,specialty_tracker,PERKS_TRACKER_PERK,icon_perk_slot_tracker,PERKS_DESC_TRACKER_PERK,slot_null,,,specialty_null,PERKS_NONE,1,33,icon_perk_showcase_tracker,icon_perk_showcase_tracker
21,specialty_man_at_arms,PERKS_MAN_AT_ARMS,icon_trait_man_at_arms,PERKS_DESC_MAN_AT_ARMS,slot_null,,,specialty_null,PERKS_NONE,1,33,icon_trait_showcase_man_at_arms,icon_trait_showcase_man_at_arms
22,specialty_comexp,PERKS_COMEXP,icon_perk_off_the_grid,PERKS_DESC_COMEXP,slot_null,,,specialty_null,PERKS_NONE,1,33,icon_perk_off_the_grid_large,icon_perk_off_the_grid_large
23,specialty_expanded_minimap,PERKS_EXPANDED_MINIMAP,icon_perk_slot_recon,PERKS_DESC_EXPANDED_MINIMAP,slot_null,,,specialty_null,PERKS_NONE,1,33,icon_perk_showcase_recon,icon_perk_showcase_recon
24,specialty_momentum,PERKS_MOMENTUM,icon_perk_slot_momentum,PERKS_DESC_MOMENTUM,slot_null,,,specialty_null,PERKS_NONE,1,33,icon_perk_showcase_momentum,icon_trait_showcase_momentum
25,specialty_improvedmelee,PERKS_IMPROVED_MELEE,icon_perk_slot_deadsilence,PERKS_DESC_IMPROVED_MELEE,slot_null,,,specialty_null,PERKS_NONE,2,44,icon_perk_showcase_deadsilence,icon_perk_showcase_deadsilence
26,specialty_marksman,PERKS_MARKSMAN,icon_perk_slot_marksman,PERKS_DESC_MARKSMAN,slot_null,,,specialty_null,PERKS_NONE,1,33,icon_perk_showcase_marksman,icon_perks_steady_aim
27,specialty_blast_suppressor,PERKS_BLAST_SUPPRESSOR,icon_perk_slot_suppression,PERKS_DESC_BLAST_SUPPRESSOR,slot_null,,,specialty_null,PERKS_NONE,1,33,icon_perk_showcase_suppression,icon_perk_showcase_suppression
28,specialty_viewkickoverride,PERKS_VIEWKICKOVERRIDE,icon_perks_quickdraw,PERKS_DESC_VIEWKICKOVERRIDE,slot_null,,,specialty_null,PERKS_NONE,2,54,icon_perks_quickdraw_large,icon_perks_quickdraw_large
29,specialty_thief,PERKS_THIEF,icon_perk_slot_deadsilence,PERKS_DESC_THIEF,slot_null,,,specialty_null,PERKS_NONE,2,44,icon_perk_showcase_deadsilence,icon_perk_showcase_deadsilence
30,specialty_fastsprintrecovery,PERKS_STEADY_AIM_PRO,icon_perks_ready_up,PERKS_DESC_WEAPON_READY_FASTER,slot_null,,,specialty_null,PERKS_NONE,1,11,test_perk_chip,test_perk_chip
31,specialty_fastreload,PERKS_SLEIGHT_OF_HAND,icon_perk_slot_dexterity,PERKS_DESC_SLEIGHT_OF_HAND,slot_null,,,specialty_null,PERKS_NONE,2,12,test_perk_chip,test_perk_chip
32,specialty_teleport,PERKS_TELEPORT,icon_perks_teleport,PERKS_DESC_TELEPORT,slot_null,,,specialty_null,PERKS_NONE,1,14,test_perk_chip,test_perk_chip
33,specialty_incog,PERKS_COLD_BLOODED,icon_perks_incog,PERKS_DESC_COLD_BLOODED,slot_null,,,specialty_null,PERKS_NONE,3,34,test_perk_chip,test_perk_chip
34,specialty_detectexplosive,PERKS_BOMB_SQUAD,icon_perks_sitrep,PERKS_DESC_BOMB_SQUAD,slot_null,,,specialty_null,PERKS_NONE,2,43,test_perk_chip,test_perk_chip
35,specialty_battleslide,PERKS_BATTLESLIDE,icon_ability_battle_slide,PERKS_DESC_BATTLESLIDE,slot_null,,,specialty_null,PERKS_NONE,1,51,test_perk_chip,test_perk_chip
36,specialty_stun_resistance,PERKS_BLASTSHIELD_PRO,icon_perk_slot_tacticalmask,PERKS_DESC_STUN_RESISTANCE,slot_null,,,specialty_null,PERKS_NONE,2,54,icon_perk_showcase_tacticalmask,icon_perk_showcase_tacticalmask
37,specialty_chain_reaction,PERKS_CHAIN_REACTION,specialty_dangerclose,PERKS_DESC_CHAIN_REACTION,slot_null,,,specialty_null,PERKS_NONE,2,75,test_perk_chip,test_perk_chip
38,specialty_activereload,PERKS_ACTIVE_RELOAD,icon_perks_activereload,PERKS_DESC_ACTIVE_RELOAD,slot_null,,,specialty_null,PERKS_NONE,1,76,test_perk_chip,test_perk_chip
39,specialty_corpse_steal,PERKS_CORPSE_STEAL,specialty_one_man_army,PERKS_DESC_CORPSE_STEAL,slot_null,,,specialty_null,PERKS_NONE,1,76,test_perk_chip,test_perk_chip
40,specialty_sixth_sense,PERKS_SIXTH_SENSE,icon_trait_perception,PERKS_DESC_SIXTH_SENSE,slot_null,,,specialty_null,PERKS_NONE,1,,icon_trait_showcase_perception,icon_trait_showcase_perception
41,specialty_block_health_regen,PERKS_NONE,specialty_ks_null,PERKS_NONE,slot_null,,,specialty_null,PERKS_NONE,0,0,test_perk_chip,test_perk_chip
42,specialty_paint,PERKS_NONE,specialty_ks_null,PERKS_NONE,slot_null,,,specialty_null,PERKS_NONE,0,0,test_perk_chip,test_perk_chip
43,specialty_overrrideweaponspeed,PERKS_NONE,specialty_ks_null,PERKS_NONE,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
44,specialty_dodge,PERKS_DODGE,icon_trait_dodge,PERKS_DODGE_DESC,ch_specialty_extra_dodge_purchase,,,,specialty_null,PERKS_NONE,1,,icon_trait_showcase_dodge,icon_trait_showcase_dodge
45,specialty_extra_dodge,PERKS_EXTRA_DODGE,power_extra_dodge_sm,PERKS_EXTRA_DODGE_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
46,specialty_extend_dodge,PERKS_EXTEND_DODGE,power_dash_sm,PERKS_EXTEND_DODGE_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
47,specialty_ground_pound,PERKS_GROUND_POUND,icon_trait_ground_pound,PERKS_GROUND_POUND_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,icon_trait_showcase_ground_pound,icon_trait_showcase_ground_pound
48,specialty_ground_pound_shield,PERKS_GROUND_POUND_SHIELD,power_ground_pound_shield_sm,PERKS_GROUND_POUND_SHIELD_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
49,specialty_ground_pound_shock,PERKS_GROUND_POUND_SHOCK,power_ground_pound_shock_sm,PERKS_GROUND_POUND_SHOCK_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
50,specialty_thruster,PERKS_THRUSTER,icon_perks_thruster,PERKS_THRUSTER_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
51,specialty_afterburner,PERKS_RUSHDOWN,icon_trait_rushdown,PERKS_RUSHDOWN_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,icon_trait_showcase_rushdown,icon_trait_showcase_rushdown
52,specialty_phase_slide,PERKS_PHASE_SLIDE,icon_perks_phase_slide,PERKS_PHASE_SLIDE_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
53,specialty_tele_slide,PERKS_TELE_SLIDE,icon_perks_tele_slide,PERKS_TELE_SLIDE_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
54,specialty_phaseslash,PERKS_PHASESLASH_REPHASE,icon_perks_camo_elite,PERKS_PHASESLASH_REPHASE_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
55,specialty_batterypack,PERKS_BATTERY_PACK,power_battery_sm,PERKS_BATTERY_PACK_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
56,specialty_scorestreakpack,PERKS_SCORESTREAK_PACK,icon_perks_scorestreakpack,PERKS_SCORESTREAK_PACK_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
57,specialty_superpack,PERKS_SUPER_PACK,icon_trait_super_bags,PERKS_SUPER_PACK_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,icon_trait_showcase_super_bags,icon_trait_showcase_super_bags
58,specialty_camo_elite,PERKS_CAMO_ELITE,icon_perks_camo_elite,PERKS_CAMO_ELITE_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
59,specialty_mark_targets,PERKS_MARK_TARGETS,icon_trait_marked_target,PERKS_MARK_TARGETS_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,icon_trait_showcase_marked_target,icon_trait_showcase_marked_target
60,specialty_battleslide,PERKS_BATTLESLIDE,icon_ability_battle_slide,PERKS_BATTLESLIDE_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
61,specialty_battleslide_offense,PERKS_BATTLESLIDE_OFFENSE,icon_ability_battle_slide,PERKS_BATTLESLIDE_OFFENSE_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
62,specialty_enhanced_sixth_sense,PERKS_ENHANCED_SIXTH_SENSE,icon_trait_perception,PERKS_ENHANCED_SIXTH_SENSE_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,icon_trait_showcase_perception,icon_trait_showcase_perception
63,specialty_dodge_defense,PERKS_DODGE_DEFENSE,icon_perks_dodge_defense,PERKS_DODGE_DEFENSE_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
64,specialty_cloak,PERKS_CLOAK,icon_perks_camo_elite,PERKS_CLOAK_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
65,specialty_personal_trophy,PERKS_PERSONAL_TROPHY,icon_trait_trophy,PERKS_PERSONAL_TROPHY_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,icon_trait_showcase_trophy_drone,icon_trait_showcase_personal_trophy
66,specialty_disruptor_punch,PERKS_DISRUPTOR_PUNCH,icon_perks_disruptor_punch,PERKS_DISRUPTOR_PUNCH_DESC,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
67,specialty_regenfaster,PERKS_FAST_REGEN,icon_trait_icu,PERKS_DESC_FAST_REGEN,slot_null,,,specialty_null,PERKS_NONE,1,33,icon_trait_showcase_icu,icon_trait_showcase_icu
68,specialty_equipment_ping,PERKS_EQUIPMENT_PING,icon_trait_eye_spy,PERKS_DESC_EQUIPMENT_PING,slot_null,,,specialty_null,PERKS_NONE,1,33,icon_trait_showcase_eye_spy,icon_trait_showcase_eye_spy
69,specialty_rugged_eqp,PERKS_RUGGED_EQP,icon_trait_hardened,PERKS_DESC_RUGGED_EQP,slot_null,,,specialty_null,PERKS_NONE,1,33,icon_trait_showcase_hardened,icon_trait_showcase_ruggedly_built
70,specialty_wall_lock,PERKS_WALL_LOCK,icon_perks_camo_elite,PERKS_WALL_LOCK_DESC,slot_null,,,specialty_null,PERKS_NONE,1,33,test_perk_chip,test_perk_chip
71,specialty_rush,PERKS_RUSH,icon_trait_momentum,PERKS_DESC_RUSH,slot_null,,,specialty_null,PERKS_NONE,1,33,icon_trait_showcase_momentum,icon_trait_showcase_momentum
72,specialty_hover,PERKS_HOVER,icon_perks_agility,PERKS_DESC_HOVER,slot_null,,,specialty_null,PERKS_NONE,1,33,test_perk_chip,test_perk_chip
73,specialty_scavenger_eqp,PERKS_SCAVENGER_EQP,icon_trait_resupply,PERKS_DESC_SCAVENGER_EQP,slot_null,,,specialty_null,PERKS_NONE,1,33,icon_trait_showcase_resupply,icon_trait_showcase_resupply
74,specialty_spawnview,PERKS_BLINDEYE,icon_perk_slot_blindeye,PERKS_DESC_BLINDEYE,slot_null,,,specialty_null,PERKS_NONE,1,33,test_perk_chip,test_perk_chip
75,specialty_phase_fall,PERKS_PHASE_FALL,icon_perks_phase_slide,PERKS_DESC_PHASE_FALL,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
76,specialty_headgear,PERKS_HEADGEAR,icon_perks_blast_shield,PERKS_DESC_HEADGEAR,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
77,specialty_ftlslide,PERKS_FASTSLIDE,icon_trait_ftl_slide,PERKS_DESC_FASTSLIDE,slot_null,,,specialty_null,PERKS_NONE,1,,icon_trait_showcase_ftl_slide,icon_trait_showcase_ftl_slide
78,specialty_improved_prone,PERKS_IMPROVED_PRONE,icon_perks_phase_slide,PERKS_DESC_IMPROVED_PRONE,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
79,specialty_support_killstreaks,PERKS_SUPPORT_KILLSTREAKS,icon_trait_support,PERKS_DESC_SUPPORT_KILLSTREAKS,slot_null,,,specialty_null,PERKS_NONE,1,,icon_trait_showcase_support,icon_trait_showcase_support
80,specialty_cloak_aerial,PERKS_CLOAK_AERIAL,icon_perks_camo_elite,PERKS_DESC_CLOAK_AERIAL,slot_null,,,specialty_null,PERKS_NONE,1,,test_rig_icon,test_rig_icon
81,specialty_spawn_radar,PERKS_SPAWN_RADAR,icon_perks_ping,PERKS_DESC_SPAWN_RADAR,slot_null,,,specialty_null,PERKS_NONE,1,,test_perk_chip,test_perk_chip
82,specialty_ads_awareness,PERKS_ADS_AWARENESS,icon_trait_heightened_senses,PERKS_DESC_ADS_AWARENESS,slot_null,,,specialty_null,PERKS_NONE,1,,icon_trait_showcase_heightened_senses,icon_perk_showcase_awareness
83,specialty_rearguard,PERKS_REARGUARD,icon_trait_ruggedly_built,PERKS_DESC_REARGUARD,slot_null,,,specialty_null,PERKS_NONE,1,,icon_trait_showcase_ruggedly_built,specialty_bulletdamage
84,specialty_boom,PERKS_BOOM,icon_trait_ping,PERKS_DESC_BOOM,slot_null,,,specialty_null,PERKS_NONE,2,73,icon_trait_showcase_ping,icon_trait_showcase_ping
perk1,0.3333,0.4941,0.6196,,,,,,,,,,
perk2,0.5255,0.5686,0.3804,,,,,,,,,,
perk3,0.6196,0.3373,0.3373,,,,,,,,,,
perk4,1,0.5,0,,,,,,,,,,
equipment,1,0.8,0.4,,,,,,,,,,
upgrade1,1,0.8,0.4,,,,,,,,,,
upgrade2,1,0.8,0.4,,,,,,,,,,
upgrade3,1,0.8,0.4,,,,,,,,,,
10199,,,,,,,,,,,,,
