40,ret33,MP_FRONTEND_ONLY_RET_33,,reticle_33,33,1,standard,loot,98,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
41,ret34,MP_FRONTEND_ONLY_RET_34,,reticle_34,34,1,standard,loot,98,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
42,ret35,MP_FRONTEND_ONLY_RET_35,,reticle_35,35,1,standard,loot,98,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
43,ret36,MP_FRONTEND_ONLY_RET_36,,reticle_36,36,1,standard,loot,98,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
44,ret37,MP_FRONTEND_ONLY_RET_37,,reticle_37,37,1,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
45,ret38,MP_FRONTEND_ONLY_RET_38,,reticle_38,38,1,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
46,ret39,MP_FRONTEND_ONLY_RET_39,,reticle_39,39,1,standard,loot,98,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
47,ret40,MP_FRONTEND_ONLY_RET_40,,reticle_40,40,1,standard,extra,99,loot,1,
48,ret41,MP_FRONTEND_ONLY_RET_41,,reticle_41,41,1,standard,extra,99,loot,1,
49,ret42,MP_FRONTEND_ONLY_RET_42,,reticle_42,42,1,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
50,ret43,MP_FRONTEND_ONLY_RET_43,,reticle_43,43,1,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
51,ret44,MP_FRONTEND_ONLY_RET_44,,reticle_44,44,1,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
52,ret45,MP_FRONTEND_ONLY_RET_45,,reticle_45,45,1,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
53,ret46,MP_FRONTEND_ONLY_RET_46,,reticle_46,46,1,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
54,ret47,MP_FRONTEND_ONLY_RET_47,,reticle_47,47,1,standard,missionTeam,104,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_MISSION_TEAMS
55,ret48,MP_FRONTEND_ONLY_RET_48,,reticle_48,48,1,standard,extra,99,loot,1,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
56,ret49,MP_FRONTEND_ONLY_RET_49,,reticle_49,49,1,standard,extra,99,loot,1,
57,ret50,MP_FRONTEND_ONLY_RET_50,,reticle_50,50,1,standard,loot,99,loot,1,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
58,retsnpr01,MP_FRONTEND_ONLY_RETSNPR_01,,snp_reticle_01,1,1,scoped,mp,1,unlock,,
59,retsnpr02,MP_FRONTEND_ONLY_RETSNPR_02,,snp_reticle_02,2,1,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
60,retsnpr03,MP_FRONTEND_ONLY_RETSNPR_03,,snp_reticle_03,3,1,scoped,loot,98,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
61,retsnpr04,MP_FRONTEND_ONLY_RETSNPR_04,,snp_reticle_04,4,1,scoped,mp,4,unlock,,
62,retsnpr05,MP_FRONTEND_ONLY_RETSNPR_05,,snp_reticle_05,5,1,scoped,loot,98,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
63,retsnpr06,MP_FRONTEND_ONLY_RETSNPR_06,,snp_reticle_06,6,1,scoped,mp,6,unlock,,
64,retsnpr07,MP_FRONTEND_ONLY_RETSNPR_07,,snp_reticle_07,7,1,scoped,mp,11,unlock,,
65,retsnpr08,MP_FRONTEND_ONLY_RETSNPR_08,,snp_reticle_08,8,1,scoped,mp,8,unlock,,
66,retsnpr09,MP_FRONTEND_ONLY_RETSNPR_09,,snp_reticle_09,9,1,scoped,mp,5,unlock,,
67,retsnpr10,MP_FRONTEND_ONLY_RETSNPR_10,,snp_reticle_10,10,1,scoped,mp,2,unlock,,
68,retsnpr11,MP_FRONTEND_ONLY_RETSNPR_11,,snp_reticle_11,11,1,scoped,mp,9,unlock,,
69,retsnpr12,MP_FRONTEND_ONLY_RETSNPR_12,,snp_reticle_12,12,1,scoped,mp,10,unlock,,
70,retsnpr13,MP_FRONTEND_ONLY_RETSNPR_13,,snp_reticle_13,13,1,scoped,mp,3,unlock,,
71,retsnpr14,MP_FRONTEND_ONLY_RETSNPR_14,,snp_reticle_14,14,1,scoped,mp,7,unlock,,
72,retsnpr15,MP_FRONTEND_ONLY_RETSNPR_15,,snp_reticle_15,15,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
73,retsnpr16,MP_FRONTEND_ONLY_RETSNPR_16,,snp_reticle_16,16,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
74,retsnpr17,MP_FRONTEND_ONLY_RETSNPR_17,,snp_reticle_17,17,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
75,retsnpr18,MP_FRONTEND_ONLY_RETSNPR_18,,snp_reticle_18,18,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
76,retsnpr19,MP_FRONTEND_ONLY_RETSNPR_19,,snp_reticle_19,19,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
77,retsnpr20,MP_FRONTEND_ONLY_RETSNPR_20,,snp_reticle_20,20,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
78,retsnpr21,MP_FRONTEND_ONLY_RETSNPR_21,,snp_reticle_21,21,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
79,retsnpr22,MP_FRONTEND_ONLY_RETSNPR_22,,snp_reticle_22,22,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
80,retsnpr23,MP_FRONTEND_ONLY_RETSNPR_23,,snp_reticle_23,23,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
81,retsnpr24,MP_FRONTEND_ONLY_RETSNPR_24,,snp_reticle_24,24,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
82,retsnpr25,MP_FRONTEND_ONLY_RETSNPR_25,,snp_reticle_25,25,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
83,retsnpr26,MP_FRONTEND_ONLY_RETSNPR_26,,snp_reticle_26,26,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
84,retsnpr27,MP_FRONTEND_ONLY_RETSNPR_27,,snp_reticle_27,27,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
85,retsnpr28,MP_FRONTEND_ONLY_RETSNPR_28,,snp_reticle_28,28,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
86,retsnpr29,MP_FRONTEND_ONLY_RETSNPR_29,,snp_reticle_29,29,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
87,retsnpr30,MP_FRONTEND_ONLY_RETSNPR_30,,snp_reticle_30,30,0,scoped,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
88,ret51,MP_FRONTEND_ONLY_RET_51,,reticle_51,51,1,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
89,ret52,MP_FRONTEND_ONLY_RET_52,,reticle_52,52,1,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
90,ret53,MP_FRONTEND_ONLY_RET_53,,reticle_53,53,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
91,ret54,MP_FRONTEND_ONLY_RET_54,,reticle_54,54,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
92,ret55,MP_FRONTEND_ONLY_RET_55,,reticle_55,55,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
93,ret56,MP_FRONTEND_ONLY_RET_56,,reticle_56,56,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
94,ret57,MP_FRONTEND_ONLY_RET_57,,reticle_57,57,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
95,ret58,MP_FRONTEND_ONLY_RET_58,,reticle_58,58,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
96,ret59,MP_FRONTEND_ONLY_RET_59,,reticle_59,59,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
97,ret60,MP_FRONTEND_ONLY_RET_60,,reticle_60,60,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
98,ret61,MP_FRONTEND_ONLY_RET_61,,reticle_61,61,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
99,ret62,MP_FRONTEND_ONLY_RET_62,,reticle_62,62,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
100,ret63,MP_FRONTEND_ONLY_RET_63,,reticle_63,63,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
101,ret64,MP_FRONTEND_ONLY_RET_64,,reticle_64,64,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
102,ret65,MP_FRONTEND_ONLY_RET_65,,reticle_65,65,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
103,ret66,MP_FRONTEND_ONLY_RET_66,,reticle_66,66,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
104,ret67,MP_FRONTEND_ONLY_RET_67,,reticle_67,67,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
105,ret68,MP_FRONTEND_ONLY_RET_68,,reticle_68,68,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
106,ret69,MP_FRONTEND_ONLY_RET_69,,reticle_69,69,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
107,ret70,MP_FRONTEND_ONLY_RET_70,,reticle_70,70,0,standard,loot,99,loot,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
