25,-1,-1,160,264,,#08/15/17,#19,,,1,1,1,2,1,2,3,0,0,1,1,2,1,2,3,4
26,-1,-1,161,263,,#08/22/17,#20,,,2,2,3,3,0,0,0,0,1,2,3,3,4,4,4,0
27,-1,-1,162,264,,#08/29/17,#21,#Labor Day - 9/4,,3,0,0,0,1,2,3,0,2,4,4,4,0,0,0,4
28,-1,-1,163,262,,#09/05/17,#22,,,0,1,1,2,0,0,0,0,3,0,0,0,1,2,3,0
29,-1,-1,164,260,,#09/12/17,#23,,#,1,2,3,3,1,2,3,0,4,4,4,4,4,4,4,4
30,-1,-1,160,264,,#09/19/17,#24,,,2,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0
31,-1,-1,161,263,,#09/26/17,#25,,,3,1,1,2,1,2,3,0,1,4,4,4,1,2,3,4
32,-1,-1,162,264,,#10/03/17,#26,#Colombus Day - 10/9,,0,2,3,3,0,0,0,0,2,0,0,0,4,4,4,0
33,-1,-1,163,261,,#10/10/17,#27,,#,1,0,0,0,1,2,3,0,4,4,4,4,4,4,4,4
34,-1,-1,164,260,,#10/17/17,#28,,,2,1,1,2,0,0,0,0,4,2,3,3,1,2,3,0
35,-1,-1,160,263,,#10/24/17,#29,,#,3,2,3,3,1,2,3,0,0,4,4,4,4,4,4,4
36,-1,-1,161,264,,#10/31/17,#30,#Halloween - 10/31,#,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37,-1,-1,162,263,,#11/07/17,#31,#Veteran's Day - 11/11,,1,1,1,2,1,2,3,0,2,1,1,2,1,2,3,4
38,-1,-1,163,262,,#11/14/17,#32,,,2,2,3,3,0,0,0,0,3,2,3,3,4,4,4,0
39,-1,-1,164,260,,#11/21/17,#33,#Thanksgiving - 11/23,,3,0,0,0,1,2,3,0,4,4,4,4,0,0,0,4
40,-1,-1,160,264,,#11/28/17,#34,,,0,1,1,2,0,0,0,0,0,0,0,0,1,2,3,0
41,-1,-1,161,263,,#12/05/17,#35,,,1,2,3,3,1,2,3,0,1,1,1,2,4,4,4,4
42,-1,-1,162,264,,#12/12/17,#36,,,2,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0
43,-1,-1,163,261,,#12/19/17,#37,#Christmas - 12/25,,3,1,1,2,1,2,3,0,3,4,4,4,1,2,3,4
44,-1,-1,164,260,,#12/26/17,#38,#New Years - 1/1,,0,2,3,3,0,0,0,0,4,0,0,0,4,4,4,0
45,-1,-1,160,263,,#01/02/18,#39,,,1,0,0,0,1,2,3,0,0,1,1,2,0,0,0,4
46,-1,-1,161,264,,#01/09/18,#40,#MLK Day - 1/15,,2,1,1,2,0,0,0,0,1,2,3,3,1,2,3,0
47,-1,-1,162,263,,#01/16/18,#41,,,3,2,3,3,1,2,3,0,2,4,4,4,4,4,4,4
48,-1,-1,163,262,,#01/23/18,#42,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
49,-1,-1,164,260,,#01/30/18,#43,,,1,1,1,2,1,2,3,0,4,1,1,2,1,2,3,4
50,-1,-1,160,263,,#02/06/18,#44,#Valentine's Day 1/14,,2,2,3,3,0,0,0,0,0,2,3,3,4,4,4,0
51,-1,-1,161,264,,#02/13/18,#45,#President's Day 1/19,,3,0,0,0,1,2,3,0,1,4,4,4,0,0,0,4
52,-1,-1,162,263,,#02/20/18,#46,,,0,1,1,2,0,0,0,0,2,0,0,0,1,2,3,0
53,-1,-1,163,261,,#02/27/18,#47,,,1,2,3,3,1,2,3,0,3,1,1,2,4,4,4,4
54,-1,-1,164,260,,#03/06/18,#48,,,2,0,0,0,0,0,0,0,4,2,3,3,0,0,0,0
55,-1,-1,160,263,,#03/13/18,#49,,,3,1,1,2,1,2,3,0,0,4,4,4,1,2,3,4
56,-1,-1,161,264,,#03/20/18,#50,,,0,2,3,3,0,0,0,0,1,0,0,0,4,4,4,0
57,-1,-1,162,263,,#03/27/18,#51,,,1,0,0,0,1,2,3,0,2,1,1,2,0,0,0,4
58,-1,-1,163,262,,#04/3/18,#52,,,2,1,1,2,0,0,0,0,3,2,3,3,1,2,3,0
59,-1,-1,164,260,start,,,#FIRST CYCLIC WEEK,,3,2,3,3,1,2,3,0,4,4,4,4,4,4,4,4
60,-1,-1,160,263,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,-1,-1,161,264,,,,,,1,1,1,2,1,2,3,0,1,1,1,2,1,2,3,4
62,-1,-1,162,263,,,,,,2,2,3,3,0,0,0,0,2,2,3,3,4,4,4,0
63,-1,-1,163,261,,,,,,3,0,0,0,1,2,3,0,3,4,4,4,0,0,0,4
64,-1,-1,164,260,,,,,,0,1,1,2,0,0,0,0,4,0,0,0,1,2,3,0
65,-1,-1,160,263,,,,,,1,2,3,3,1,2,3,0,0,1,1,2,4,4,4,4
66,-1,-1,161,264,,,,,,2,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0
67,-1,-1,162,263,,,,,,3,1,1,3,1,2,3,0,2,4,4,4,1,2,3,4
68,-1,-1,163,261,end,,,,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
