10011,killstreak_jackal_legendary,3,100,300,1010011,jackal,passive_moving_fortress,,,LOOT_KILLSTREAKS_JACKAL_LEGENDARY,icon_scorestreak_render_dropship_legend,,ScoreStreak,N,Y,10,1100,4600,LOOT_KILLSTREAKS_FE_JACKAL_LEGENDARY,icon_slot_scorestreak_render_dropship_legend
10012,killstreak_jackal_epic,4,250,450,1010012,jackal,passive_support_drop,,,LOOT_KILLSTREAKS_JACKAL_EPIC,icon_scorestreak_render_dropship_epic,,ScoreStreak,N,Y,10,1700,7000,LOOT_KILLSTREAKS_FE_JACKAL_EPIC,icon_slot_scorestreak_render_dropship_epic
10013,killstreak_dronedrop_rare,2,20,150,1010013,dronedrop,passive_bomb_trap,,,LOOT_KILLSTREAKS_DROP_RARE,icon_scorestreak_render_drone_package_rare,,ScoreStreak,N,Y,10,400,650,LOOT_KILLSTREAKS_FE_DROP_RARE,icon_slot_scorestreak_render_drone_package_rare
10014,killstreak_dronedrop_legendary,3,100,300,1010014,dronedrop,passive_reroll,,,LOOT_KILLSTREAKS_DROP_LEGENDARY,icon_scorestreak_render_drone_package_legend,,ScoreStreak,N,Y,10,550,850,LOOT_KILLSTREAKS_FE_DROP_LEGENDARY,icon_slot_scorestreak_render_drone_package_legend
10015,killstreak_dronedrop_epic,4,250,450,1010015,dronedrop,passive_high_roller,,,LOOT_KILLSTREAKS_DROP_EPIC,icon_scorestreak_render_drone_package_epic,,ScoreStreak,N,Y,10,1200,4800,LOOT_KILLSTREAKS_FE_DROP_EPIC,icon_slot_scorestreak_render_drone_package_epic
10016,killstreak_ball_drone_backup_rare,2,20,150,1010016,ball_drone_backup,passive_self_destruct,,,LOOT_KILLSTREAKS_BALL_BACKUP_RARE,icon_scorestreak_render_vulture_rare,,ScoreStreak,N,Y,10,700,1800,LOOT_KILLSTREAKS_FE_BALL_BACKUP_RARE,icon_slot_scorestreak_render_vulture_rare
10017,killstreak_ball_drone_backup_legendary,3,100,300,1010017,ball_drone_backup,passive_guard,,,LOOT_KILLSTREAKS_BALL_BACKUP_LEGENDARY,icon_scorestreak_render_vulture_legend,,ScoreStreak,N,Y,10,700,1800,LOOT_KILLSTREAKS_FE_BALL_BACKUP_LEGENDARY,icon_slot_scorestreak_render_vulture_legend
10018,killstreak_ball_drone_backup_epic,4,250,450,1010018,ball_drone_backup,passive_seeker,,,LOOT_KILLSTREAKS_BALL_BACKUP_EPIC,icon_scorestreak_render_vulture_epic,,ScoreStreak,N,Y,10,700,1800,LOOT_KILLSTREAKS_FE_BALL_BACKUP_EPIC,icon_slot_scorestreak_render_vulture_epic
10019,killstreak_bombardment_rare,2,20,150,1010019,bombardment,passive_fast_launch,,,LOOT_KILLSTREAKS_BOMBARDMENT_RARE,icon_scorestreak_render_bombardment_rare,,ScoreStreak,N,Y,10,850,3500,LOOT_KILLSTREAKS_FE_BOMBARDMENT_RARE,icon_slot_scorestreak_render_bombardment_rare
10020,killstreak_bombardment_legendary,3,100,300,1010020,bombardment,passive_extra_selection,,,LOOT_KILLSTREAKS_BOMBARDMENT_LEGENDARY,icon_scorestreak_render_bombardment_legend,,ScoreStreak,N,Y,10,925,4200,LOOT_KILLSTREAKS_FE_BOMBARDMENT_LEGENDARY,icon_slot_scorestreak_render_bombardment_legend
10021,killstreak_bombardment_epic,4,250,450,1010021,bombardment,passive_impulse_explosion,,,LOOT_KILLSTREAKS_BOMBARDMENT_EPIC,icon_scorestreak_render_bombardment_epic,,ScoreStreak,N,Y,10,850,3500,LOOT_KILLSTREAKS_FE_BOMBARDMENT_EPIC,icon_slot_scorestreak_render_bombardment_epic
10022,killstreak_directional_uav_rare,2,20,150,1010022,directional_uav,passive_duration_health,,,LOOT_KILLSTREAKS_AUAV_RARE,icon_scorestreak_render_auav_rare,,ScoreStreak,N,Y,10,1250,5000,LOOT_KILLSTREAKS_FE_AUAV_RARE,icon_slot_scorestreak_render_auav_rare
10023,killstreak_directional_uav_legendary,3,100,300,1010023,directional_uav,passive_stealth_vehicle,,,LOOT_KILLSTREAKS_AUAV_LEGENDARY,icon_scorestreak_render_auav_legend,,ScoreStreak,N,Y,10,1250,5000,LOOT_KILLSTREAKS_FE_AUAV_LEGENDARY,icon_slot_scorestreak_render_auav_legend
10024,killstreak_directional_uav_epic,4,250,450,1010024,directional_uav,passive_vision_sweep,,,LOOT_KILLSTREAKS_AUAV_EPIC,icon_scorestreak_render_auav_epic,,ScoreStreak,N,Y,10,1250,5000,LOOT_KILLSTREAKS_FE_AUAV_EPIC,icon_slot_scorestreak_render_auav_epic
10025,killstreak_counter_uav_rare,2,20,150,1010025,counter_uav,passive_duration_health,,,LOOT_KILLSTREAKS_CUAV_RARE,icon_scorestreak_render_cuav_rare,,ScoreStreak,N,Y,10,600,1300,LOOT_KILLSTREAKS_FE_CUAV_RARE,icon_slot_scorestreak_render_cuav_rare
10026,killstreak_counter_uav_legendary,3,100,300,1010026,counter_uav,passive_disable_hud,,,LOOT_KILLSTREAKS_CUAV_LEGENDARY,icon_scorestreak_render_cuav_legend,,ScoreStreak,N,Y,10,600,1300,LOOT_KILLSTREAKS_FE_CUAV_LEGENDARY,icon_slot_scorestreak_render_cuav_legend
10027,killstreak_counter_uav_epic,4,250,450,1010027,counter_uav,passive_emp_blast,,,LOOT_KILLSTREAKS_CUAV_EPIC,icon_scorestreak_render_cuav_epic,,ScoreStreak,N,Y,10,1150,4800,LOOT_KILLSTREAKS_FE_CUAV_EPIC,icon_slot_scorestreak_render_cuav_epic
10028,killstreak_drone_hive_rare,2,20,150,1010028,drone_hive,passive_predator,,,LOOT_KILLSTREAKS_ORBITAL_DEPLOYMENT_RARE,icon_scorestreak_render_orbital_rocket_rare,,ScoreStreak,N,Y,10,750,2200,LOOT_KILLSTREAKS_FE_ORBITAL_DEPLOYMENT_RARE,icon_slot_scorestreak_render_orbital_rocket_rare
10029,killstreak_drone_hive_legendary,3,100,300,1010029,drone_hive,passive_implosion,,,LOOT_KILLSTREAKS_ORBITAL_DEPLOYMENT_LEGENDARY,icon_scorestreak_render_orbital_rocket_legend,,ScoreStreak,N,Y,10,750,2200,LOOT_KILLSTREAKS_FE_ORBITAL_DEPLOYMENT_LEGENDARY,icon_slot_scorestreak_render_orbital_rocket_legend
10030,killstreak_drone_hive_epic,4,250,450,1010030,drone_hive,passive_rapid_missiles,,,LOOT_KILLSTREAKS_ORBITAL_DEPLOYMENT_EPIC,icon_scorestreak_render_orbital_rocket_epic,,ScoreStreak,N,Y,10,750,2200,LOOT_KILLSTREAKS_FE_ORBITAL_DEPLOYMENT_EPIC,icon_slot_scorestreak_render_orbital_rocket_epic
10031,killstreak_shock_sentry_rare,2,20,150,1010031,sentry_shock,passive_fast_sweep,,,LOOT_KILLSTREAKS_SENTRY_SHOCK_RARE,icon_scorestreak_render_turret_rare,,ScoreStreak,N,Y,10,900,4000,LOOT_KILLSTREAKS_FE_SENTRY_SHOCK_RARE,icon_slot_scorestreak_render_turret_rare
10032,killstreak_shock_sentry_legendary,3,100,300,1010032,sentry_shock,passive_sam_turret,,,LOOT_KILLSTREAKS_SENTRY_SHOCK_LEGENDARY,icon_scorestreak_render_turret_legend,,ScoreStreak,N,Y,10,900,4000,LOOT_KILLSTREAKS_FE_SENTRY_SHOCK_LEGENDARY,icon_slot_scorestreak_render_turret_legend
10033,killstreak_shock_sentry_epic,4,250,450,1010033,sentry_shock,passive_mini_explosives,,,LOOT_KILLSTREAKS_SENTRY_SHOCK_EPIC,icon_scorestreak_render_turret_epic,,ScoreStreak,N,Y,10,900,4000,LOOT_KILLSTREAKS_FE_SENTRY_SHOCK_EPIC,icon_slot_scorestreak_render_turret_epic
10034,killstreak_thor_rare,2,20,150,1010034,thor,passive_armor_duration,,,LOOT_KILLSTREAKS_THOR_RARE,icon_scorestreak_render_thor_rare,,ScoreStreak,N,Y,10,1300,5200,LOOT_KILLSTREAKS_FE_THOR_RARE,icon_slot_scorestreak_render_thor_rare
10035,killstreak_thor_legendary,3,100,300,1010035,thor,passive_switch_thruster,,,LOOT_KILLSTREAKS_THOR_LEGENDARY,icon_scorestreak_render_thor_legend,,ScoreStreak,N,Y,10,1300,5200,LOOT_KILLSTREAKS_FE_THOR_LEGENDARY,icon_slot_scorestreak_render_thor_legend
10036,killstreak_thor_epic,4,250,450,1010036,thor,passive_seek_cluster,,,LOOT_KILLSTREAKS_THOR_EPIC,icon_scorestreak_render_thor_epic,,ScoreStreak,N,Y,10,1300,5200,LOOT_KILLSTREAKS_FE_THOR_EPIC,icon_slot_scorestreak_render_thor_epic
10037,killstreak_remote_c8_rare,2,20,150,1010037,remote_c8,passive_speed_duration,,,LOOT_KILLSTREAKS_RC8_RARE,icon_scorestreak_render_rc8_rare,,ScoreStreak,N,Y,10,1450,5600,LOOT_KILLSTREAKS_FE_RC8_RARE,icon_slot_scorestreak_render_rc8_rare
10038,killstreak_remote_c8_legendary,3,100,300,1010038,remote_c8,passive_energy_machgun,,,LOOT_KILLSTREAKS_RC8_LEGENDARY,icon_scorestreak_render_rc8_legend,,ScoreStreak,N,Y,10,1450,5600,LOOT_KILLSTREAKS_FE_RC8_LEGENDARY,icon_slot_scorestreak_render_rc8_legend
10039,killstreak_remote_c8_epic,4,250,450,1010039,remote_c8,passive_boosters,,,LOOT_KILLSTREAKS_RC8_EPIC,icon_scorestreak_render_rc8_epic,,ScoreStreak,N,Y,10,1450,5600,LOOT_KILLSTREAKS_FE_RC8_EPIC,icon_slot_scorestreak_render_rc8_epic
10040,killstreak_minijackal_rare,2,20,150,1010040,minijackal,passive_armor_duration,,,LOOT_KILLSTREAKS_MINIJACKAL_RARE,icon_scorestreak_render_apex_rare,,ScoreStreak,N,Y,10,1550,6200,LOOT_KILLSTREAKS_FE_MINIJACKAL_RARE,icon_slot_scorestreak_render_apex_rare
10041,killstreak_minijackal_legendary,3,100,300,1010041,minijackal,passive_auto_missiles,,,LOOT_KILLSTREAKS_MINIJACKAL_LEGENDARY,icon_scorestreak_render_apex_legend,,ScoreStreak,N,Y,10,1550,6200,LOOT_KILLSTREAKS_FE_MINIJACKAL_LEGENDARY,icon_slot_scorestreak_render_apex_legend
10042,killstreak_minijackal_epic,4,250,450,1010042,minijackal,passive_twin_dragons,,,LOOT_KILLSTREAKS_MINIJACKAL_EPIC,icon_scorestreak_render_apex_epic,,ScoreStreak,N,Y,10,1550,6200,LOOT_KILLSTREAKS_FE_MINIJACKAL_EPIC,icon_slot_scorestreak_render_apex_epic
