ui_jackal_dogfight,1,,,b,0,0,1,,,,
ui_jackal_missile,1,,,b,0,0,1,,,,
ui_jackal_missile_count,1,,,i,0,0,100,,,,
ui_jackal_missile_empty,1,,,f,0,,,,,,
ui_jackal_lock_broke,1,,,t,0,,,,,,
ui_jackal_emp_energy,1,,,f,1,0,1,,,,
ui_jackal_emp_depleted_alpha,1,,,f,1,0,1,,,,
ui_jackal_flares_ready,1,,,b,0,0,1,,,,
ui_jackal_flares_recharging,1,,,b,0,0,1,,,,
ui_jackal_boundary_warning,1,,,b,0,0,1,,,,
ui_jackal_hide_follow_pip,1,,,b,0,0,1,,,,
ui_jackal_emp_alpha,1,,,f,1,0,1,,,,
ui_jackal_enemy_lockon_aquiring,1,,,b,0,0,1,,,,
ui_jackal_enemy_lockon_on_target,1,,,b,0,0,1,,,,
ui_jackal_enemy_lockon_active,1,,,b,0,0,1,,,,
ui_jackal_enemy_lockon_x1,1,,,f,0,-1000,1000,1,,,
ui_jackal_enemy_lockon_y1,1,,,f,0,-1000,1000,1,,,
ui_jackal_enemy_lockon_isfiring,1,,,b,0,0,1,,,,
ui_jackal_enemy_lockon_rot_x,1,,,f,0,-90,90,1,,,
ui_jackal_enemy_lockon_rot_y,1,,,f,0,-90,90,1,,,
ui_jackal_enemy_lockon_rot_z,1,,,f,0,-90,90,1,,,
ui_jackal_enemy_lockon_ui_alpha,1,,,f,1,0,1,1,,,
ui_jackal_enemy_lockon_ui_scale,1,,,f,1,0,10,1,,,
ui_jackal_enemy_lockon_missile,1,,,i,0,-1,4,,,,
ui_jackal_enemy_lockon_strength,1,,,f,1,0,1,,,,
ui_jackal_missile_incoming,1,,,b,0,0,1,,,,
ui_jackal_min_charge_alpha,1,,,f,1,0,1,,,,
ui_jackal_emp_charge,0,,,f,0,0,1,,#Dead omnvar. Needs GSC cleanup and removal,,
ui_jackal_firing,1,,,b,0,0,1,,,,
ui_jackal_atmo_launch,1,,,b,0,0,1,,,,
ui_jackal_atmo_launch_countdown,1,,,t,0,,,,,,
ui_jackal_atmo_launch_damage,1,,,b,0,0,1,,,,
ui_jackal_hot_landing,1,,,b,0,0,1,,,,
ui_jackal_landingpad_scan,1,,,f,0,,,,,,
ui_jackal_landingpad_denied,1,,,f,0,,,,,,
ui_jackal_missile_total,1,,,f,0,,,,,,
ui_jackal_autopilot,1,,c,b,0,0,1,,,,
ui_jackal_bootup,1,,c,b,0,0,1,,,,
ui_jackal_hud_shutdown,1,,c,b,0,0,1,,,,
ui_jackal_cockpit_display,1,,,i,0,0,10,,0 = Regular, 1 = Hand Scanner, 2 = Warning, 3 = Incoming Missile,,
ui_jackal_cockpit_screens,1,,c,b,0,0,1,,,,
ui_jackal_cockpit_screens_noboot,1,,c,b,0,0,1,,,,
ui_jackal_entity,1,,c,e,0,,,,,,
ui_jackal_show_horizon,1,,c,b,1,,,,,,
ui_jackal_current_weapon,1,,,s,none,,,,,,
ui_jackal_equipped_primary_index,1,,,i,1,1,3,,#1 = JACKAL_30MM in jackalweapontable,,
ui_jackal_equipped_secondary_index,1,,,i,4,4,6,,#4 = JACKAL_50MM in jackalweapontable,,
ui_jackal_callouts_enabled,1,,,b,0,,,,,,
ui_jackal_ship_callout_0,1,,,e,,,,,,,
ui_jackal_ship_callout_1,1,,,e,,,,,,,
ui_jackal_ship_callout_2,1,,,e,,,,,,,
ui_jackal_ship_callout_3,1,,,e,,,,,,,
ui_jackal_ship_callout_changed_0,1,,,i,0,0,64,,,,
ui_jackal_ship_callout_changed_1,1,,,i,0,0,64,,,,
ui_jackal_ship_callout_changed_2,1,,,i,0,0,64,,,,
ui_jackal_ship_callout_changed_3,1,,,i,0,0,64,,,,
ui_jackal_ship_callout_type_0,1,,,i,0,0,64,,,,
ui_jackal_ship_callout_type_1,1,,,i,0,0,64,,,,
ui_jackal_ship_callout_type_2,1,,,i,0,0,64,,,,
ui_jackal_ship_callout_type_3,1,,,i,0,0,64,,,,
ui_jackal_ship_callout_sstarget_0,1,,,i,15,0,15,,,,
ui_jackal_ship_callout_sstarget_1,1,,,i,15,0,15,,,,
ui_jackal_ship_callout_sstarget_2,1,,,i,15,0,15,,,,
ui_jackal_ship_callout_sstarget_3,1,,,i,15,0,15,,,,
ui_jackal_objective_bits,1,,c,a,0,0,6,,,,
ui_jackal_objective_string_0,1,,,s,none,,,,,,
ui_jackal_objective_string_1,1,,,s,none,,,,,,
ui_jackal_objective_string_2,1,,,s,none,,,,,,
ui_jackal_objective_string_3,1,,,s,none,,,,,,
ui_jackal_objective_string_4,1,,,s,none,,,,,,
ui_jackal_objective_string_5,1,,,s,none,,,,,,
ui_jackal_objective_state_0,1,,,i,0,0,3,,,,
ui_jackal_objective_state_1,1,,,i,0,0,3,,,,
ui_jackal_objective_state_2,1,,,i,0,0,3,,,,
ui_jackal_objective_state_3,1,,,i,0,0,3,,,,
ui_jackal_objective_state_4,1,,,i,0,0,3,,,,
ui_jackal_objective_state_5,1,,,i,0,0,3,,,,
ui_jackal_objective_maxkills_0,1,,,i,0,0,9,,,,
ui_jackal_objective_maxkills_1,1,,,i,0,0,9,,,,
ui_jackal_objective_maxkills_2,1,,,i,0,0,9,,,,
ui_jackal_objective_maxkills_3,1,,,i,0,0,9,,,,
ui_jackal_objective_maxkills_4,1,,,i,0,0,9,,,,
ui_jackal_objective_maxkills_5,1,,,i,0,0,9,,,,
ui_jackal_objective_kills_0,1,,,i,0,0,9,,,,
ui_jackal_objective_kills_1,1,,,i,0,0,9,,,,
ui_jackal_objective_kills_2,1,,,i,0,0,9,,,,
ui_jackal_objective_kills_3,1,,,i,0,0,9,,,,
ui_jackal_objective_kills_4,1,,,i,0,0,9,,,,
ui_jackal_objective_kills_5,1,,,i,0,0,9,,,,
ui_reticles_0_target_ent,1,,,e,,,,,Generic reticle omnvars. Only used in overlays and specific equipment.,,
ui_reticles_1_target_ent,1,,,e,,,,,,,
ui_reticles_2_target_ent,1,,,e,,,,,,,
ui_reticles_3_target_ent,1,,,e,,,,,,,
ui_reticles_4_target_ent,1,,,e,,,,,,,
ui_reticles_5_target_ent,1,,,e,,,,,,,
ui_reticles_6_target_ent,1,,,e,,,,,,,
ui_reticles_7_target_ent,1,,,e,,,,,,,
ui_reticles_8_target_ent,1,,,e,,,,,,,
ui_reticles_9_target_ent,1,,,e,,,,,,,
ui_reticles_10_target_ent,1,,,e,,,,,,,
ui_reticles_11_target_ent,1,,,e,,,,,,,
ui_reticles_12_target_ent,1,,,e,,,,,,,
ui_reticles_13_target_ent,1,,,e,,,,,,,
ui_reticles_14_target_ent,1,,,e,,,,,,,
ui_reticles_15_target_ent,1,,,e,,,,,,,
ui_reticles_16_target_ent,1,,,e,,,,,,,
ui_reticles_17_target_ent,1,,,e,,,,,,,
ui_reticles_18_target_ent,1,,,e,,,,,,,
ui_reticles_19_target_ent,1,,,e,,,,,,,
ui_reticles_20_target_ent,1,,,e,,,,,,,
ui_reticles_21_target_ent,1,,,e,,,,,,,
ui_reticles_22_target_ent,1,,,e,,,,,,,
ui_reticles_23_target_ent,1,,,e,,,,,,,
ui_reticles_0_lock_state,1,,,i,0,0,2,,,,
ui_reticles_1_lock_state,1,,,i,0,0,2,,,,
ui_reticles_2_lock_state,1,,,i,0,0,2,,,,
ui_reticles_3_lock_state,1,,,i,0,0,2,,,,
ui_reticles_4_lock_state,1,,,i,0,0,2,,,,
ui_reticles_5_lock_state,1,,,i,0,0,2,,,,
ui_reticles_6_lock_state,1,,,i,0,0,2,,,,
ui_reticles_7_lock_state,1,,,i,0,0,2,,,,
ui_reticles_8_lock_state,1,,,i,0,0,2,,,,
ui_reticles_9_lock_state,1,,,i,0,0,2,,,,
ui_reticles_10_lock_state,1,,,i,0,0,2,,,,
ui_reticles_11_lock_state,1,,,i,0,0,2,,,,
ui_reticles_12_lock_state,1,,,i,0,0,2,,,,
ui_reticles_13_lock_state,1,,,i,0,0,2,,,,
ui_reticles_14_lock_state,1,,,i,0,0,2,,,,
ui_reticles_15_lock_state,1,,,i,0,0,2,,,,
ui_reticles_16_lock_state,1,,,i,0,0,2,,,,
ui_reticles_17_lock_state,1,,,i,0,0,2,,,,
ui_reticles_18_lock_state,1,,,i,0,0,2,,,,
ui_reticles_19_lock_state,1,,,i,0,0,2,,,,
ui_reticles_20_lock_state,1,,,i,0,0,2,,,,
ui_reticles_21_lock_state,1,,,i,0,0,2,,,,
ui_reticles_22_lock_state,1,,,i,0,0,2,,,,
ui_reticles_23_lock_state,1,,,i,0,0,2,,,,
ui_c12_missile_recharge,1,,,f,1,0,1,1,,,
ui_death_hint,1,,,i,0,0,1000,,,,
ui_player_dead,1,,,b,0,0,1,,,,
ui_tower_callout_ent,1,,,e,,,,,,,
ui_inworld_menu_ent,1,,,e,,,,,,,
ui_inworld_viewer_ent,1,,,e,,,,,,,
ui_inworld_ar_ent,1,,,e,,,,,,,
ui_scrap_total,1,,,i,0,0,999999,,,,
ui_scrap_pickup,1,,,i,0,0,999999,,,,
ui_scrap_got_scrap,1,,,b,0,0,1,,,,
ui_scrap_updating_total,1,,,b,0,0,1,,,,
ui_c12_active,1,,c,i,0,0,1,,,,
ui_hack_target_entity,1,,c,e,0,,,,,,
ui_hack_targeting,1,,,b,0,,,,,,
ui_hack_targeting_status,1,,,s,none,,,,,,
ui_hack_targeting_ping,1,,,i,0,0,1,,,,
ui_hack_targeting_damage,1,,,i,0,0,1,,,,
ui_hack_control_overlay,1,,,b,0,,,,,,
ui_hack_ethan_overlay,1,,,i,0,0,3,,,,
ui_hack_ethan_overlay_glitch_state,1,,,i,0,0,2,,,,
ui_hack_control_outro,1,,,i,0,0,3,,,,
ui_hack_control_robot_type,1,,,i,0,0,2,,,,
ui_hack_control_signal_failing,1,,,i,0,0,1,,,,
ui_hack_control_selfdestruct,1,,,i,0,0,1,,,,
ui_hack_control_selfdestruct_timer,1,,,t,0,,,,,,
ui_hack_control_selfdestruct_show_timer,1,,,b,0,,,,,,
ui_supdrone_reticle_0_target_ent,1,,,e,,,,,,,
ui_supdrone_reticle_1_target_ent,1,,,e,,,,,,,
ui_supdrone_reticle_2_target_ent,1,,,e,,,,,,,
ui_supdrone_reticle_3_target_ent,1,,,e,,,,,,,
ui_supdrone_reticle_4_target_ent,1,,,e,,,,,,,
ui_supdrone_reticle_0_lock_state,1,,,i,0,0,3,,0 = off, 1 = lockon, 2 = fire, 3 = kill confirmed,,
ui_supdrone_reticle_1_lock_state,1,,,i,0,0,3,,,,
ui_supdrone_reticle_2_lock_state,1,,,i,0,0,3,,,,
ui_supdrone_reticle_3_lock_state,1,,,i,0,0,3,,,,
ui_supdrone_reticle_4_lock_state,1,,,i,0,0,3,,,,
ui_supdrone_bits,1,,c,a,0,0,4,,,,
ui_supdrone_trophyactive,1,,,i,0,0,1,,,,
ui_supdrone_ammo_0,1,,,i,0,0,99,,,,
ui_supdrone_ammo_1,1,,,i,0,0,99,,,,
ui_supdrone_ammo_2,1,,,i,0,0,99,,,,
ui_supdrone_ammo_3,1,,,i,0,0,99,,,,
ui_supdrone_ammo_4,1,,,i,0,0,99,,,,
ui_supdrone_state_0,1,,,i,0,0,3,,,,
ui_supdrone_state_1,1,,,i,0,0,3,,,,
ui_supdrone_state_2,1,,,i,0,0,3,,,,
ui_supdrone_state_3,1,,,i,0,0,3,,,,
ui_supdrone_state_4,1,,,i,0,0,3,,,,
ui_power_id_stored,1,1,c,i,-1,-1,1000,,,,
ui_power_stored_num_charges,1,1,c,i,0,-1,1000,,,,
ui_power_stored_recharge,1,1,c,i,0,-1,1000,,,,
ui_power_stored_consume,1,1,c,b,0,,,,,,
ui_power_stored_disabled,1,0,c,b,0,0,1,,,,
ui_power_id_secondary_stored,1,1,c,i,-1,-1,1000,,,,
ui_power_secondary_stored_num_charges,1,1,c,i,0,-1,1000,,,,
ui_power_secondary_stored_recharge,1,1,c,i,0,-1,1000,,,,
ui_power_secondary_stored_consume,1,1,c,b,0,,,,,,
ui_power_secondary_stored_disabled,1,0,c,b,0,0,1,,,,
ui_power_stored_show,1,1,c,i,0,0,1,,,,
ui_power_secondary_stored_show,1,1,c,i,0,0,1,,,,
ui_weapon_scanned,1,,,s,none,,,,,,
ui_weapon_scanned_unique,1,,,s,none,,,,,,
ui_files_acquired,1,,,i,0,0,10,,,,
ui_sc_dropship_lock,1,,,i,0,0,4,,,,
ui_jackal_call_down_active,1,,,b,0,,,,,,
ui_jackal_cooldown_done,1,,,i,0,0,2,,,,
ui_jackal_meter,1,,,f,0,0,1,1,,,
ui_jackal_launch_state,1,,,i,0,0,10,,,,
ui_jackal_launch_fuel,1,,,f,0,0,100,,,,
ui_jackal_launch_gforce,1,,,f,0,0,10,,,,
ui_jackal_launch_pitch,1,,,f,0,0,999,,,,
ui_jackal_launch_speed,1,,,f,0,0,99999,,,,
ui_jackal_launch_alt,1,,,i,0,0,9999999,,,,
ui_jackal_boosters_charging,1,,,b,0,0,1,,,,
ui_jackal_booster_charge,1,,,f,0,0,1,,,,
ui_jackal_specialist_ads_mask,1,,,f,0,0,1,1,,,
ui_jackal_specialist_ads,1,,,b,0,0,1,,,,
ui_jackal_flares_empty_specialist,1,,,b,0,0,1,,,,
ui_jackal_flares_recharge_specialist,1,,,b,0,0,1,,,,
ui_jackal_flares_use_specialist,1,,,b,0,0,1,,,,
ui_jackal_low_health,1,0,c,b,0,0,1,,,,
ui_jackal_critical_health,1,0,c,b,0,0,1,,,,
ui_jackal_taking_damage,1,,,t,0,,,1,,,
ui_jackal_deathquote,1,,,b,0,0,1,,,,
ui_level_transition,1,,,i,0,0,5,,,,
ui_active_targets,1,,,i,0,0,12,,,,
ui_shiplog,1,,,b,0,0,1,,,,
ui_shiplog_text,1,,,s,none,,,,,,
ui_shiplog_page_num_text,1,,,s,none,,,,,,
ui_wrist_pc,1,,,i,1,0,7,,0 = Off, 1 = Idle Standby, 2 = Jackal Screen, 3 = Robot Hack Screen, 4 = C12 Screen, 5 = Hacking Screen, 6 = Off-Hand Shield, 7 = Terminal Hack Screen,,
ui_open_loadout_menu,1,,,b,0,0,1,,,,
ui_loadouts_disabled,1,,,b,0,0,1,,,,
ui_mars_remote_missile_state,1,,,i,0,0,5,,0 = off, 1 = bootup / select target 1, 2 = select target 2, 3 = shutdown, 4 = cancel target 1, 5 = shutdown early,,
ui_most_wanted_board,1,,,b,0,0,1,,,,
ui_most_wanted_board_ent,1,,,e,,,,,,,
ui_most_wanted_board_current_tag,1,,,s,none,,,,,,
ui_dropship_active,1,,,b,0,0,1,,,,
ui_helmet_state,1,,,i,0,0,10,,,,0 = off, 1 = on
ui_helmet_meter_oxygen,1,,,f,100,0,1000,,,,
ui_helmet_meter_temperature,1,,,f,20,0,1000,,,,
ui_helmet_meter_pressure,1,,,f,5,0,1000,,,,
ui_helmet_meter_forceVisible,1,,,b,0,0,1,,,,
ui_show_temperature_gauge,1,,,b,0,0,1,,,,
ui_show_ar_elem,1,,,b,0,0,1,,,,
ui_ar_object_text,1,,,s,none,,,,,,
ui_offhandshield_in_use,1,,,b,0,0,1,,,,
ui_capops_pc,1,,,i,0,0,6,,0 = Moon, 1 = Europa, 2 = Titan, 3 = Rogue, 4 = Prisoner,,
ui_sp_fluff_messaging,1,,,s,none,,,,,,
ui_sp_fluff_messaging_context,1,,,b,1,0,1,,,,
ui_sp_intel_messaging_text,1,,,s,none,,,,,,
ui_sp_intel_messaging_header,1,,,s,none,,,,,,
ui_sp_intel_messaging_image_index,1,,,i,20,0,40,,,,
ui_sp_intel_messaging,1,,,i,0,0,10,,,,0 = Default/None/Off, 1 = Intel On/Temp, Etc...
ui_sp_intel_messaging_ent,1,,,b,0,0,1,,,,
ui_sp_intel_messaging_is_captain,0,,,b,0,0,1,,,,
ui_europa_halo_drop_state,1,,,i,0,0,9,,,,
ui_europa_halo_drop_altitude,1,,,i,5400,0,9999,1,,,
ui_europa_halo_drop_temp,1,,,i,-67,-999,99,1,,,
ui_chyron,1,,,b,0,,,,,,
ui_europa_selfdestruct,1,,,b,0,,,,,,
ui_hvt_selfdestruct,1,,,b,0,0,1,,,,
ui_hvt_selfdestruct_timer,1,,,t,0,,,,,,
ui_gettocover_state,1,,,i,5,0,5,,,,
ui_gettocover_text,1,,,s,game_get_to_cover,,,,,,
ui_entity_annotation_entity_num_00,0,,,e,,,,,,,
ui_entity_annotation_entity_num_01,0,,,e,,,,,,,
ui_entity_annotation_entity_num_02,0,,,e,,,,,,,
ui_entity_annotation_entity_num_03,0,,,e,,,,,,,
ui_entity_annotation_entity_num_04,0,,,e,,,,,,,
ui_entity_annotation_entity_num_05,0,,,e,,,,,,,
ui_entity_annotation_entity_num_06,0,,,e,,,,,,,
ui_entity_annotation_entity_num_07,0,,,e,,,,,,,
ui_entity_annotation_entity_num_08,0,,,e,,,,,,,
ui_entity_annotation_entity_num_09,0,,,e,,,,,,,
ui_entity_annotation_entity_num_10,0,,,e,,,,,,,
ui_entity_annotation_entity_num_11,0,,,e,,,,,,,
ui_entity_annotation_entity_num_12,0,,,e,,,,,,,
ui_entity_annotation_entity_num_13,0,,,e,,,,,,,
ui_entity_annotation_entity_num_14,0,,,e,,,,,,,
ui_entity_annotation_entity_num_15,0,,,e,,,,,,,
ui_entity_annotation_entity_num_16,0,,,e,,,,,,,
ui_entity_annotation_entity_num_17,0,,,e,,,,,,,
ui_entity_annotation_entity_num_18,0,,,e,,,,,,,
ui_entity_annotation_entity_num_19,0,,,e,,,,,,,
ui_entity_annotation_entity_num_20,0,,,e,,,,,,,
ui_entity_annotation_entity_num_21,0,,,e,,,,,,,
ui_entity_annotation_entity_num_22,0,,,e,,,,,,,
ui_entity_annotation_entity_num_23,0,,,e,,,,,,,
ui_entity_annotation_entity_num_24,0,,,e,,,,,,,
ui_entity_annotation_entity_num_25,0,,,e,,,,,,,
ui_entity_annotation_entity_num_26,0,,,e,,,,,,,
ui_entity_annotation_entity_num_27,0,,,e,,,,,,,
ui_entity_annotation_entity_num_28,0,,,e,,,,,,,
ui_entity_annotation_entity_num_29,0,,,e,,,,,,,
ui_entity_annotation_entity_num_30,0,,,e,,,,,,,
ui_entity_annotation_entity_num_31,0,,,e,,,,,,,
ui_entity_annotation_entity_num_32,0,,,e,,,,,,,
ui_entity_annotation_entity_num_33,0,,,e,,,,,,,
ui_entity_annotation_entity_num_34,0,,,e,,,,,,,
ui_entity_annotation_entity_num_35,0,,,e,,,,,,,
ui_entity_annotation_entity_num_36,0,,,e,,,,,,,
ui_entity_annotation_entity_num_37,0,,,e,,,,,,,
ui_entity_annotation_entity_num_38,0,,,e,,,,,,,
ui_entity_annotation_entity_num_39,0,,,e,,,,,,,
ui_entity_annotation_entity_num_40,0,,,e,,,,,,,
ui_entity_annotation_entity_num_41,0,,,e,,,,,,,
ui_entity_annotation_entity_num_42,0,,,e,,,,,,,
ui_entity_annotation_entity_num_43,0,,,e,,,,,,,
ui_entity_annotation_entity_num_44,0,,,e,,,,,,,
ui_entity_annotation_entity_num_45,0,,,e,,,,,,,
ui_entity_annotation_entity_num_46,0,,,e,,,,,,,
ui_entity_annotation_entity_num_47,0,,,e,,,,,,,
ui_entity_annotation_entity_num_48,0,,,e,,,,,,,
ui_entity_annotation_entity_num_49,0,,,e,,,,,,,
ui_entity_annotation_entity_num_50,0,,,e,,,,,,,
ui_entity_annotation_entity_num_51,0,,,e,,,,,,,
ui_entity_annotation_entity_num_52,0,,,e,,,,,,,
ui_entity_annotation_entity_num_53,0,,,e,,,,,,,
ui_entity_annotation_entity_num_54,0,,,e,,,,,,,
ui_entity_annotation_entity_num_55,0,,,e,,,,,,,
ui_entity_annotation_entity_num_56,0,,,e,,,,,,,
ui_entity_annotation_entity_num_57,0,,,e,,,,,,,
ui_entity_annotation_entity_num_58,0,,,e,,,,,,,
ui_entity_annotation_entity_num_59,0,,,e,,,,,,,
ui_entity_annotation_entity_num_60,0,,,e,,,,,,,
ui_entity_annotation_entity_num_61,0,,,e,,,,,,,
ui_entity_annotation_entity_num_62,0,,,e,,,,,,,
ui_entity_annotation_entity_num_63,0,,,e,,,,,,,
ui_entity_annotation_entity_num_64,0,,,e,,,,,,,
ui_entity_annotation_entity_num_65,0,,,e,,,,,,,
ui_entity_annotation_entity_num_66,0,,,e,,,,,,,
ui_entity_annotation_entity_num_67,0,,,e,,,,,,,
ui_entity_annotation_entity_num_68,0,,,e,,,,,,,
ui_entity_annotation_entity_num_69,0,,,e,,,,,,,
ui_entity_annotation_entity_num_70,0,,,e,,,,,,,
ui_entity_annotation_entity_num_71,0,,,e,,,,,,,
ui_entity_annotation_entity_num_72,0,,,e,,,,,,,
ui_entity_annotation_entity_num_73,0,,,e,,,,,,,
ui_entity_annotation_entity_num_74,0,,,e,,,,,,,
ui_entity_annotation_entity_num_75,0,,,e,,,,,,,
ui_entity_annotation_entity_num_76,0,,,e,,,,,,,
ui_entity_annotation_entity_num_77,0,,,e,,,,,,,
ui_entity_annotation_entity_num_78,0,,,e,,,,,,,
ui_entity_annotation_entity_num_79,0,,,e,,,,,,,
ui_entity_annotation_entity_num_80,0,,,e,,,,,,,
ui_entity_annotation_entity_num_81,0,,,e,,,,,,,
ui_entity_annotation_entity_num_82,0,,,e,,,,,,,
ui_entity_annotation_entity_num_83,0,,,e,,,,,,,
ui_entity_annotation_entity_num_84,0,,,e,,,,,,,
ui_entity_annotation_entity_num_85,0,,,e,,,,,,,
ui_entity_annotation_entity_num_86,0,,,e,,,,,,,
ui_entity_annotation_entity_num_87,0,,,e,,,,,,,
ui_entity_annotation_entity_num_88,0,,,e,,,,,,,
ui_entity_annotation_entity_num_89,0,,,e,,,,,,,
ui_entity_annotation_entity_num_90,0,,,e,,,,,,,
ui_entity_annotation_entity_num_91,0,,,e,,,,,,,
ui_entity_annotation_entity_num_92,0,,,e,,,,,,,
ui_entity_annotation_entity_num_93,0,,,e,,,,,,,
ui_entity_annotation_entity_num_94,0,,,e,,,,,,,
ui_entity_annotation_entity_num_95,0,,,e,,,,,,,
ui_entity_annotation_entity_num_96,0,,,e,,,,,,,
ui_entity_annotation_entity_num_97,0,,,e,,,,,,,
ui_entity_annotation_entity_num_98,0,,,e,,,,,,,
ui_entity_annotation_entity_num_99,0,,,e,,,,,,,
ui_entity_annotation_type_00,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_01,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_02,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_03,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_04,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_05,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_06,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_07,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_08,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_09,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_10,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_11,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_12,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_13,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_14,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_15,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_16,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_17,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_18,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_19,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_20,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_21,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_22,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_23,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_24,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_25,0,,,i,-1,0,32,,,,
ui_entity_annotation_type_26,0,,,i,-1,0,32,,,,
