26,Ganymede,Jupiter,ops_map_scr_moon_detail_1,,,,0.09,200,0,12,moon,60,1,,OPS_MAP_GANYMEDE_DESC,,OPS_MAP_GANYMEDE_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_GANYMEDE_FLUFF_1,OPS_MAP_GANYMEDE_FLUFF_2,OPS_MAP_GANYMEDE_FLUFF_3,,,,,,,,,,,,,,
27,Europa,Jupiter,ops_map_scr_moon_detail_2,,,,0.083333333,150,0,12,moon,60,1,,OPS_MAP_EUROPA_DESC,,OPS_MAP_EUROPA_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_EUROPA_FLUFF_1,OPS_MAP_EUROPA_FLUFF_2,OPS_MAP_EUROPA_FLUFF_3,,,,,,,,,,,,,,
28,Io,Jupiter,ops_map_scr_moon_detail_3,,,,0.066666667,75,0,12,moon,60,1,,OPS_MAP_IO_DESC,,OPS_MAP_IO_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_IO_FLUFF_1,OPS_MAP_IO_FLUFF_2,OPS_MAP_IO_FLUFF_3,,,,,,,,,,,,,,
29,Mimas,Saturn,ops_map_scr_moon_detail_1,,,,0.04,270,0,12,moon,60,1,,OPS_MAP_MIMAS_DESC,,OPS_MAP_MIMAS_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_MIMAS_FLUFF_1,OPS_MAP_MIMAS_FLUFF_2,OPS_MAP_MIMAS_FLUFF_3,,,,,,,,,,,,,,
30,Enceladus,Saturn,ops_map_scr_moon_detail_2,,,,0.05,45,0,12,moon,60,1,,OPS_MAP_ENCELADUS_DESC,,OPS_MAP_ENCELADUS_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_ENCELADUS_FLUFF_1,OPS_MAP_ENCELADUS_FLUFF_2,OPS_MAP_ENCELADUS_FLUFF_3,,,,,,,,,,,,,,
31,Tethys,Saturn,ops_map_scr_moon_detail_3,,,,0.053333333,90,0,12,moon,60,1,,OPS_MAP_TETHYS_DESC,,OPS_MAP_TETHYS_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_TETHYS_FLUFF_1,OPS_MAP_TETHYS_FLUFF_2,OPS_MAP_TETHYS_FLUFF_3,,,,,,,,,,,,,,
32,Rhea,Saturn,ops_map_scr_moon_detail_1,,,,0.086666667,65,0,12,moon,60,1,,OPS_MAP_RHEA_DESC,,OPS_MAP_RHEA_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_RHEA_FLUFF_1,OPS_MAP_RHEA_FLUFF_2,OPS_MAP_RHEA_FLUFF_3,,,,,,,,,,,,,,
33,Dione,Saturn,ops_map_scr_moon_detail_2,,,,0.076666667,20,0,12,moon,60,1,,OPS_MAP_DIONE_DESC,,OPS_MAP_DIONE_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_DIONE_FLUFF_1,OPS_MAP_DIONE_FLUFF_2,OPS_MAP_DIONE_FLUFF_3,,,,,,,,,,,,,,
34,Titan,Saturn,ops_map_scr_moon_detail_3,,,,0.14,90,0,12,moon,60,1,,OPS_MAP_TITAN_DESC,,OPS_MAP_TITAN_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_TITAN_FLUFF_1,OPS_MAP_TITAN_FLUFF_2,OPS_MAP_TITAN_FLUFF_3,,,,,,,,,,,,,,
35,Iapetus,Saturn,ops_map_scr_moon_detail_1,,,,0.133333333,320,0,12,moon,60,1,,OPS_MAP_IAPETUS_DESC,,OPS_MAP_IAPETUS_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_IAPETUS_FLUFF_1,OPS_MAP_IAPETUS_FLUFF_2,OPS_MAP_IAPETUS_FLUFF_3,,,,,,,,,,,,,,
36,Ariel,Uranus,ops_map_scr_moon_detail_1,,,,0.07,220,0,12,moon,60,1,,OPS_MAP_ARIEL_DESC,,OPS_MAP_ARIEL_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_ARIEL_FLUFF_1,OPS_MAP_ARIEL_FLUFF_2,OPS_MAP_ARIEL_FLUFF_3,,,,,,,,,,,,,,
37,Miranda,Uranus,ops_map_scr_moon_detail_2,,,,0.116666667,45,0,12,moon,60,1,,OPS_MAP_MIRANDA_DESC,,OPS_MAP_MIRANDA_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_MIRANDA_FLUFF_1,OPS_MAP_MIRANDA_FLUFF_2,OPS_MAP_MIRANDA_FLUFF_3,,,,,,,,,,,,,,
38,Oberon,Uranus,ops_map_scr_moon_detail_3,,,,0.1,170,0,12,moon,60,1,,OPS_MAP_OBERON_DESC,,OPS_MAP_OBERON_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_OBERON_FLUFF_1,OPS_MAP_OBERON_FLUFF_2,OPS_MAP_OBERON_FLUFF_3,,,,,,,,,,,,,,
39,Titania,Uranus,ops_map_scr_moon_detail_2,,,,0.08,85,0,12,moon,60,1,,OPS_MAP_TITANIA_DESC,,OPS_MAP_TITANIA_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_TITANIA_FLUFF_1,OPS_MAP_TITANIA_FLUFF_2,OPS_MAP_TITANIA_FLUFF_3,,,,,,,,,,,,,,
40,Umbriel,Uranus,ops_map_scr_moon_detail_1,,,,0.04,90,0,12,moon,60,1,,OPS_MAP_UMBRIEL_DESC,,OPS_MAP_UMBRIEL_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_UMBRIEL_FLUFF_1,OPS_MAP_UMBRIEL_FLUFF_2,OPS_MAP_UMBRIEL_FLUFF_3,,,,,,,,,,,,,,
41,Triton,Neptune,ops_map_scr_moon_detail_3,,,,0.053333333,110,0,12,moon,200,1,,OPS_MAP_TRITON_DESC,,OPS_MAP_TRITON_NAME,hover,ops_map_scr_landscape_1,OPS_MAP_TRITON_FLUFF_1,OPS_MAP_TRITON_FLUFF_2,OPS_MAP_TRITON_FLUFF_3,,,,,,,,,,,,,,
42,Titan Mission,Titan,ops_map_scr_mission_marker_1,,,,0.01,210,0,40,mission,100,1,titan,OPS_MAP_TITAN_MISSION_DESC,OPS_MAP_TITAN_MISSION_COMPLETE,OPS_MAP_TITAN_MISSION_MISSION_TYPE,zoomed_in,frontend_titan_lowres,,,,,,,SUIT_SP_BLASTSHIELD,,15000,,OPS_MAP_TITAN_MISSION_NAME,OPS_MAP_TITAN_MISSION_TARGET,,,,,
43,Rogue Asteroid,Mercury,ops_map_scr_mission_marker_1,,,,0.04,135,0,40,mission,100,1,rogue,OPS_MAP_ROGUE_ASTEROID_DESC,OPS_MAP_ROGUE_ASTEROID_COMPLETE,OPS_MAP_ROGUE_ASTEROID_MISSION_TYPE,zoomed_in,frontend_rogue_lowres,,,,,,,SUIT_SP_QUICKSWAP,,20000,,OPS_MAP_ROGUE_ASTEROID_NAME,OPS_MAP_ROGUE_ASTEROID_TARGET,,,,,
44,Prisoner / Heist,Earth,ops_map_scr_mission_marker_1,,,,0.02,135,0,40,mission,100,1,prisoner,OPS_MAP_PRISONER_HEIST_DESC,,OPS_MAP_PRISONER_HEIST_MISSION_TYPE,zoomed_in,frontend_prisoner_lowres,,,,,,,SUIT_SP_AGILITY,,30000,3,OPS_MAP_PRISONER_HEIST_NAME,OPS_MAP_PRISONER_HEIST_TARGET,,,,,
45,Ship Assault - VIPS,Neptune,ops_map_scr_ship_assault_border_1,ops_map_scr_enemy_ship_1,,,0.05,320,0,30,mission,100,1,sa_vips,OPS_MAP_SHIP_ASSAULT_VIPS_DESC,OPS_MAP_SHIP_ASSAULT_VIPS_COMPLETE,OPS_MAP_SA_MISSION_TYPE,zoomed_in,frontend_sa_vips_lowres,,,,,,1,SUIT_SP_FASTRELOAD,,6250,1,OPS_MAP_SHIP_ASSAULT_VIPS_NAME,OPS_MAP_SHIP_ASSAULT_VIPS_TARGET,,,,,
46,Ship Assault - EMP Ambush,Uranus,ops_map_scr_ship_assault_border_1,ops_map_scr_enemy_ship_1,,,0.1,45,0,30,mission,100,1,sa_empambush,OPS_MAP_SHIP_ASSAULT_EMP_AMBUSH_DESC,OPS_MAP_SHIP_ASSAULT_EMP_AMBUSH_COMPLETE,OPS_MAP_SA_MISSION_TYPE,zoomed_in,frontend_sa_empambush_lowres,,,,,,,,JACKAL_PROTOTYPE_JACKAL_PARTS,6250,4,OPS_MAP_SHIP_ASSAULT_EMP_AMBUSH_NAME,OPS_MAP_SHIP_ASSAULT_EMP_AMBUSH_TARGET,,,,,
47,Ship Assault - Assassin,Pluto,ops_map_scr_ship_assault_border_1,ops_map_scr_enemy_ship_1,,,0.05,40,0,30,mission,100,1,sa_assassination,OPS_MAP_SHIP_ASSAULT_ASS_DESC,OPS_MAP_SHIP_ASSAULT_ASS_COMPLETE,OPS_MAP_SA_MISSION_TYPE,zoomed_in,frontend_sa_assassination_lowres,,,,,,1,SUIT_SP_FASTREGEN,,6250,6,OPS_MAP_SHIP_ASSAULT_ASS_NAME,OPS_MAP_SHIP_ASSAULT_ASS_TARGET,,,,,
48,Ship Assault - Wounded,Venus,ops_map_scr_ship_assault_border_1,ops_map_scr_enemy_ship_1,,,0.05,190,0,30,mission,100,1,sa_wounded,OPS_MAP_SHIP_ASSAULT_WOUNDED_DESC,OPS_MAP_SHIP_ASSAULT_WOUNDED_COMPLETE,OPS_MAP_SA_MISSION_TYPE,zoomed_in,frontend_sa_wounded_lowres,,,,,,1,SUIT_SP_EXTRAEQUIPMENT,,6250,3,OPS_MAP_SHIP_ASSAULT_WOUNDED_NAME,OPS_MAP_SHIP_ASSAULT_WOUNDED_TARGET,,,,,
51,Jackal Strike - Spacestation,Earth,ops_map_scr_jackal_marker_1,ops_map_scr_jackal_assault_1,,,0.1,120,0,30,mission,100,1,ja_spacestation,OPS_MAP_JA_SPACESTATION_DESC,OPS_MAP_JA_SPACESTATION_COMPLETE,OPS_MAP_JACKAL_STRIKE_MISSION_TYPE,zoomed_in,frontend_ja_spacestation_lowres,,,,,,,,JACKAL_D8_CLEAVER,10000,2,OPS_MAP_JA_SPACESTATION_NAME,OPS_MAP_JA_SPACESTATION_TARGET,,,,,
52,Jackal Strike - Asteroid,Europa,ops_map_scr_jackal_marker_1,ops_map_scr_jackal_assault_1,,,0.04,170,0,30,mission,100,1,ja_asteroid,OPS_MAP_JA_ASTEROID_DESC,OPS_MAP_JA_ASTEROID_COMPLETE,OPS_MAP_JACKAL_STRIKE_MISSION_TYPE,zoomed_in,frontend_ja_asteroid_lowres,,,,,,,,JACKAL_GAMP_MICROLITE,10000,1,OPS_MAP_JA_ASTEROID_NAME,OPS_MAP_JA_ASTEROID_TARGET,,,,,
53,Jackal Strike - Wreckage,Pluto,ops_map_scr_jackal_marker_1,ops_map_scr_jackal_assault_1,,,0.12,145,0,30,mission,100,1,ja_wreckage,OPS_MAP_JA_WRECKAGE_DESC,OPS_MAP_JA_WRECKAGE_COMPLETE,OPS_MAP_JACKAL_STRIKE_MISSION_TYPE,zoomed_in,frontend_ja_wreckage_lowres,,,,,,,,JACKAL_GAMP_ANVIL,10000,2,OPS_MAP_JA_WRECKAGE_NAME,OPS_MAP_JA_WRECKAGE_TARGET,,,,,
54,Jackal Strike - Titan,Titan,ops_map_scr_jackal_marker_1,ops_map_scr_jackal_assault_1,,,0.02,30,0,30,mission,100,1,ja_titan,OPS_MAP_JA_TITAN_DESC,OPS_MAP_JA_TITAN_COMPLETE,OPS_MAP_JACKAL_STRIKE_MISSION_TYPE,zoomed_in,frontend_ja_titan_lowres,,,,,,,SUIT_SP_FOCUS,,10000,2,OPS_MAP_JA_TITAN_NAME,OPS_MAP_JA_TITAN_TARGET,,,,,
55,Jackal Strike - Mining,,ops_map_scr_jackal_marker_1,ops_map_scr_jackal_assault_1,,,0.16,15,0,30,mission,100,1,ja_mining,OPS_MAP_JA_MINING_DESC,OPS_MAP_JA_MINING_COMPLETE,OPS_MAP_JACKAL_STRIKE_MISSION_TYPE,zoomed_in,frontend_ja_mining_lowres,,,,,,,SUIT_SP_SHOCKER,,12500,5,OPS_MAP_JA_MINING_NAME,OPS_MAP_JA_MINING_TARGET,,,,,
