10,iw7_crb,WEAPON_CRB,PERKS_SMG_CRB,render_weapon_slot_crb_mpl,weapon_smg,render_weapon_crb_large,1,68,42,59,81,80,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epiccrb,none,0,MENU_NONE,full_auto_fire_mode,,FALSE,FALSE
11,iw7_ripper,WEAPON_RIPPER,PERKS_SMG_RIPPER,render_weapon_slot_ripper_mpr,weapon_smg,weapon_ripper_360,1,70,53,53,91,80,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epicripper,none,0,WEAPON_FEATURE_RIPPER,full_auto_fire_mode,full_auto_fire_mode,FALSE,FALSE
12,iw7_fhr,WEAPON_FHR,PERKS_SMG_FHR,render_weapon_slot_fhr_mp,weapon_smg,render_weapon_fhr40_large,1,40,58,49,97,80,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epicfhr,none,0,MENU_NONE,full_auto_fire_mode,,FALSE,FALSE
13,iw7_ump45,WEAPON_UMP45_SP,PERKS_SMG_UMP45_CLASSIC,render_weapon_slot_ump45_mpl,weapon_smg,weapon_ump45_360,1,66,62,57,76,80,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epicump45,none,0,MENU_NONE,full_auto_fire_mode,,FALSE,FALSE
14,iw7_devastator,WEAPON_DEVASTATOR,PERKS_SHOTGUN_DEVASTATOR,render_weapon_slot_devastator_mp,weapon_shotgun,render_weapon_devastator_large,1,40,82,22,45,80,none,elo,reflex,none,phase,none,none,none,none,none,grip,none,xmags,none,none,barrelrange,silencer,smart,none,epicdevastator,none,0,MENU_NONE,semi_auto_fire_mode,,FALSE,FALSE
15,iw7_sonic,WEAPON_SONIC,PERKS_SHOTGUN_SONIC,render_weapon_slot_sonic_mp,weapon_shotgun,render_weapon_sonicshotgun_large,1,45,84,26,36,80,none,elo,reflex,none,phase,none,none,none,none,none,grip,none,xmags,none,none,barrelrange,silencer,smart,none,epicsonic,none,0,WEAPON_FEATURE_SONIC,pump_action_fire_mode,,FALSE,TRUE
16,iw7_sdfshotty,WEAPON_SDFSHOTTY,PERKS_SHOTGUN_SDFSHOTTY,render_weapon_slot_sdfshotty_mp,weapon_shotgun,render_weapon_autoshotgun_large,1,30,80,18,61,80,none,elo,reflex,none,phase,none,none,none,none,none,grip,none,xmags,none,none,barrelrange,silencer,smart,none,epicsdfshotty,none,0,MENU_NONE,full_auto_fire_mode,,FALSE,TRUE
17,iw7_m8,WEAPON_M8,PERKS_SNIPER_M8,render_weapon_slot_m8_mp,weapon_sniper,render_weapon_m8_large,1,87,75,90,48,65,acog,elo,none,none,none,thermal,none,oscope,vzscope,none,grip,none,xmags,none,reflect,none,silencer,none,cpu,epicm8,none,0,WEAPON_FEATURE_M8,semi_auto_fire_mode,full_auto_fire_mode,FALSE,TRUE
18,iw7_kbs,WEAPON_KBS,PERKS_SNIPER_KBS,render_weapon_slot_kbs_mp,weapon_sniper,render_weapon_kbs_large,1,82,86,90,33,58,acog,elo,none,none,none,thermal,none,oscope,vzscope,none,grip,none,xmags,none,none,none,silencer,none,cpu,epickbs,none,0,MENU_NONE,bolt_action_fire_mode,,FALSE,FALSE
19,iw7_sdflmg,WEAPON_SDFLMG,PERKS_LMG_SDFLMG,render_weapon_slot_sdflmg_mp,weapon_lmg,render_weapon_sdflmg_large,1,55,65,80,63,50,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,reflect,barrelrange,silencer,none,none,epicsdflmg,none,0,MENU_NONE,full_auto_fire_mode,,FALSE,TRUE
20,iw7_lmg03,WEAPON_LMG03,PERKS_LMG_LMG03,render_weapon_slot_lmg03_mp,weapon_lmg,render_weapon_lmg03_large,1,52,58,86,72,50,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,reflect,barrelrange,silencer,none,none,epiclmg03,none,0,MENU_NONE,full_auto_fire_mode,,FALSE,TRUE
21,iw7_steeldragon,WEAPON_STEELDRAGON,PERKS_SP_BEAM_STEELDRAGON,render_weapon_slot_steeldragon_mp_frontend,weapon_heavy,rig_super_steeldragon,1,95,30,35,100,30,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,WEAPON_FEATURE_STEELDRAGON,beam_fire_mode,,FALSE,TRUE
22,iw7_lockon,WEAPON_LOCKON,PERKS_SP_LAUNCHER_LOCKON_DESC,render_weapon_slot_lockon_mp,weapon_heavy,weapon_lockon_360,1,85,80,85,5,70,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,WEAPON_FEATURE_LOCKON,single_fire_mode,,FALSE,FALSE
23,iw7_mauler,WEAPON_MAULER,PERKS_LMG_MAULER,render_weapon_slot_mauler_mp,weapon_lmg,weapon_mauler_lrg,1,45,51,54,85,50,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epicmauler,none,0,MENU_NONE,full_auto_fire_mode,,FALSE,FALSE
24,iw7_atomizer,WEAPON_ATOMIZER,PERKS_SP_ATOMIZER_DESC,render_weapon_slot_atomizer_mp_frontend,weapon_heavy,super_atomizer_sm,1,82,95,52,45,80,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,WEAPON_FEATURE_ATOMIZER,semi_auto_fire_mode,,FALSE,TRUE
25,iw7_chargeshot,WEAPON_CHARGESHOT,PERKS_SP_LAUNCHER_CHARGESHOT_DESC,render_weapon_slot_chargeshot_mp,weapon_heavy,render_weapon_chargeshot_large,1,80,86,80,10,70,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,WEAPON_FEATURE_CHARGESHOT,semi_auto_fire_mode,,FALSE,TRUE
26,iw7_penetrationrail,WEAPON_PENETRATIONRAIL,PERKS_SP_PENETRATOR_DESC,render_weapon_slot_penetrationrail_mp_frontend,weapon_heavy,weapon_railgun_sml,1,89,91,88,28,70,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,WEAPON_FEATURE_PENETRATIONRAIL,bolt_action_fire_mode,,FALSE,FALSE
27,iw7_m1,WEAPON_M1,PERKS_DMR_M1_CLASSIC,render_weapon_slot_m1c_mp,weapon_sniper,weapon_m1_360,1,80,78,82,44,65,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,MENU_NONE,bolt_action_fire_mode,,TRUE,FALSE
28,iw7_gambit,WEAPON_GAMBIT,WEAPON_GAMBIT_DESC,render_weapon_slot_sdfar_mp,weapon_assault,render_weapon_sdfar_large,1,80,72,80,62,70,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,reflect,barrelrange,silencer,none,none,epicsdfar,none,0,WEAPON_FEATURE_GAMBIT,burst_fire_mode_3_round,,TRUE,TRUE
29,iw7_repeater,WEAPON_REPEATER,WEAPON_REPEATER_DESC,render_weapon_slot_sdflmg_mp,weapon_lmg,render_weapon_sdflmg_large,1,45,70,78,68,60,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,reflect,barrelrange,silencer,none,none,epiclsdflmg,none,0,WEAPON_FEATURE_REPEATER,full_auto_fire_mode,,TRUE,TRUE
30,iw7_counterweight,WEAPON_COUNTERWEIGHT,WEAPON_COUNTERWEIGHT_DESC,render_weapon_slot_fhr_mp,weapon_smg,render_weapon_fhr40_large,1,40,42,54,86,80,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,none,barrelrange,silencer,none,none,epicfhr,none,0,WEAPON_COUNTERWEIGHT_FEATURE,full_auto_fire_mode,,TRUE,FALSE
31,iw7_ake_gold,WEAPON_AKE_GOLD,PERKS_AR_AKE,render_weapon_slot_ake_mpl,weapon_assault,render_weapon_ake_large,1,67,100,85,62,65,acog,elo,reflex,hybrid,phase,thermal,none,none,none,none,grip,none,xmags,rof,reflect,barrelrange,silencer,none,none,epicake,none,0,MENU_NONE,full_auto_fire_mode,,TRUE,TRUE
