0,,
45,SCRIPT_SEEKER_DEATH,icon_ability_seeker
46,HEIST_MONS_KILL,
47,PHSTREETS_BREACH_FAIL,
48,SA_MOON_DEATH_TIME,
49,SA_MOON_DEATH_MISSILE,
50,SA_EMPAMBUSH_YOU_FAILED_TO_REACH_THE,
51,YARD_ETHAN_FAIL,
52,SCRIPT_TRACKING_GRENADE_DEATH,hud_icon_grenade_incoming_frag_sp
53,HEIST_BOOST_DEATH_HINT,
54,HEIST_EJECT_DEATH_HINT,
100,DEADQUOTE_SDF00,
101,DEADQUOTE_SDF01,
102,DEADQUOTE_SDF02,
103,DEADQUOTE_SDF03,
104,DEADQUOTE_SDF04,
105,DEADQUOTE_SDF12,
106,DEADQUOTE_SDF13,
107,DEADQUOTE_SDF17,
108,DEADQUOTE_SDF18,
109,DEADQUOTE_SDF19,
110,DEADQUOTE_SDF20,
111,DEADQUOTE_SDF22,
112,DEADQUOTE_SDF23,
113,DEADQUOTE_SDF24,
114,DEADQUOTE_SDF25,
115,DEADQUOTE_SDF27,
116,DEADQUOTE_SDF28,
117,DEADQUOTE_SDF29,
118,DEADQUOTE_SDF30,
119,DEADQUOTE_SDF31,
120,DEADQUOTE_SDF32,
121,DEADQUOTE_SDF33,
122,DEADQUOTE_SDF34,
123,DEADQUOTE_SDF35,
124,DEADQUOTE_SDF36,
125,DEADQUOTE_SDF37,
126,DEADQUOTE_SDF42,
127,DEADQUOTE_SDF46,
128,DEADQUOTE_SDF47,
129,DEADQUOTE_SDF48,
130,DEADQUOTE_SDF49,
131,DEADQUOTE_SDF50,
132,DEADQUOTE_SDF52,
133,DEADQUOTE_SDF53,
134,DEADQUOTE_SDF54,
135,DEADQUOTE_SDF57,
136,DEADQUOTE_SDF58,
137,DEADQUOTE_SDF60,
138,DEADQUOTE_SDF61,
139,DEADQUOTE_SDF62,
140,DEADQUOTE_SDF63,
200,SPECIALIST_MODE_DEATH_NANOSHOT,
201,SPECIALIST_MODE_DEATH_HELMET,
202,SPECIALIST_MODE_DEATH_SUFFUCATE,
203,SPECIALIST_MODE_DEATH_HEAD,
204,SPECIALIST_MODE_FACT_ARM_LEFT,
205,SPECIALIST_MODE_FACT_ARM_RIGHT,
206,SPECIALIST_MODE_FACT_CHEST,
207,SPECIALIST_MODE_FACT_LEG,
208,SPECIALIST_MODE_FACT_SUFFUCATE,
209,SPECIALIST_MODE_FACT_GUN_CATCH,
210,SPECIALIST_MODE_ADMIRE,
211,SPECIALIST_MODE_QUIT,
212,SPECIALIST_MODE_DONT_WORRY,
213,SPECIALIST_MODE_HAPPINESS,
214,SPECIALIST_MODE_TRUE_SPECIALISTS,
215,SPECIALIST_MODE_MORE_FUN,
216,SPECIALIST_MODE_DONT_WORRY,
217,SPECIALIST_MODE_MILE_HIGH,
218,SPECIALIST_MODE_FRUSTRATED,
219,SPECIALIST_MODE_WINNERS,
220,SPECIALIST_MODE_SUPER_HELPFUL,
221,SPECIALIST_MODE_SALEN_KOTCH_RARE,
222,SPECIALIST_MODE_BUMMER_RARE,
223,SPECIALIST_MODE_BRAGGING_RARE,
224,SPECIALIST_MODE_RUSHIN_RARE,
225,SPECIALIST_MODE_VENT_RARE,
226,SPECIALIST_MODE_QA_RARE,
227,SPECIALIST_MODE_STICKING_HEAD_RARE,
228,SPECIALIST_MODE_EUROPA_RARE,
229,SPECIALIST_MODE_YARD_RARE,
230,SPECIALIST_MODE_YOLO_DEATH,
