70015,XmasEvent9,15,0,0,0,LUA_MENU_MP_XMAS_EVENT9,armory_loot_crate_holiday,LUA_MENU_MP_XMAS_EVENT9_DESC,0,0,0,0,0,0
70016,XmasEvent10,16,0,0,0,LUA_MENU_MP_XMAS_EVENT10,armory_loot_crate_holiday,LUA_MENU_MP_XMAS_EVENT10_DESC,0,0,0,0,0,0
70017,XmasEvent11,17,0,0,0,LUA_MENU_MP_XMAS_EVENT11,armory_loot_crate_holiday,LUA_MENU_MP_XMAS_EVENT11_DESC,0,0,0,0,0,0
70018,XmasEvent12,18,0,0,0,LUA_MENU_MP_XMAS_EVENT12,armory_loot_crate_holiday,LUA_MENU_MP_XMAS_EVENT12_DESC,0,0,0,0,0,0
70019,XmasBundle,19,0,2500,75019,LUA_MENU_MP_XMAS_BUNDLE,armory_loot_crate_gold,LUA_MENU_MP_XMAS_BUNDLE_DESC,0,0,0,0,0,0
70020,XmasZBundle,20,0,2500,75020,LUA_MENU_MP_XMAS_ZBUNDLE,armory_loot_crate_gold,LUA_MENU_MP_XMAS_ZBUNDLE_DESC,0,0,0,0,0,0
70022,RareZCrateBundle,22,0,1600,75022,LUA_MENU_MP_ZOMBIES_BUNDLE_10,armory_loot_crate_gold,LUA_MENU_MP_ZOMBIES_BUNDLE_10_DESC,0,0,0,0,0,0
70021,RareCrateBundle,21,0,1600,75021,LUA_MENU_MP_QUARTERMASTER_BUNDLE_10,armory_loot_crate_gold,LUA_MENU_MP_QUARTERMASTER_BUNDLE_10_DESC,0,0,0,0,0,0
70023,Mk2Hack1,23,6000,400,75023,LUA_MENU_MP_BRIBE_MKII,icon_bribe_mk2,LUA_MENU_MP_BRIBE_MKII_DESC,0,0,1,0,0,0
70024,WeaponAccessoryHack,24,0,0,0,LUA_MENU_MP_BRIBE_WEAPON_ACC,icon_bribe_weapon_accessory,LUA_MENU_MP_BRIBE_WEAPON_ACC_DESC,0,0,1,1000,0,0
70025,EpicTauntHack,25,0,0,0,LUA_MENU_MP_BRIBE_TAUNT,icon_bribe_rig_taunts,LUA_MENU_MP_BRIBE_TAUNT_DESC,0,0,1,1250,0,0
70026,TriplePlay,26,40000,2500,75026,LUA_MENU_MP_BUNDLE_TRIPLE_PLAY,icon_bundle_tripleplay_mp_small,LUA_MENU_MP_BUNDLE_TRIPLE_PLAY_DESC,0,0,1,0,1,0
70027,Mk2EpicHack,27,0,0,0,LUA_MENU_MP_BRIBE_MKII_EPIC,icon_bribe_mk2,LUA_MENU_MP_BRIBE_MKII_EPIC_DESC,0,0,1,0,0,0
70028,RareWeaponHack,28,4500,300,75028,LUA_MENU_MP_BRIBE_PROTOTYPE_WEAPON,icon_bribe_prototype,LUA_MENU_MP_BRIBE_PROTOTYPE_WEAPON_DESC,0,0,1,0,0,0
70029,GestureHack,29,0,0,0,LUA_MENU_MP_BRIBE_GESTURE,icon_bribe_rig_gestures,LUA_MENU_MP_BRIBE_GESTURE_DESC,0,0,1,1250,0,0
70030,5Rare1LegBundle,30,16500,1100,75030,LUA_MENU_MP_BUNDLE_5R1L,armory_loot_crate_gold,LUA_MENU_MP_BUNDLE_5R1L_DESC,0,0,1,0,1,0
70031,LegendaryHack,31,0,0,0,LUA_MENU_MP_BRIBE_LEG,icon_bribe_legendary,LUA_MENU_MP_BRIBE_LEG_DESC,0,0,1,0,0,0
70032,WarfighterHack,32,0,0,0,LUA_MENU_MP_BRIBE_WARFIGHTER,icon_bribe_rig_warfighter,LUA_MENU_MP_BRIBE_WARFIGHTER_DESC,0,0,1,1000,0,0
70033,MercHack,33,0,0,0,LUA_MENU_MP_BRIBE_MERC,icon_bribe_rig_merc,LUA_MENU_MP_BRIBE_MERC_DESC,0,0,1,1000,0,0
70034,Mk2Hack2,34,6000,400,75034,LUA_MENU_MP_BRIBE_MKII,icon_bribe_mk2,LUA_MENU_MP_BRIBE_MKII_DESC,0,0,1,0,0,0
70035,ContractItems001,35,0,0,0,MP_CONTRACTS_CRATE_001_NAME,icon_bribe_weapon_pistol,MP_CONTRACTS_CRATE_001_DESC,0,0,1,0,0,0
70036,ContractItems002,36,0,0,0,MP_CONTRACTS_CRATE_002_NAME,icon_bribe_weapon_sniper,MP_CONTRACTS_CRATE_002_DESC,0,0,1,0,0,0
70037,ContractItems003,37,0,0,0,MP_CONTRACTS_CRATE_003_NAME,icon_bribe_misc,MP_CONTRACTS_CRATE_003_DESC,0,0,1,0,0,0
70038,ContractItems004,38,0,0,0,MP_CONTRACTS_CRATE_004_NAME,icon_bribe_mk2,MP_CONTRACTS_CRATE_004_DESC,0,0,1,0,0,0
70039,ContractItems005,39,0,0,0,MP_CONTRACTS_CRATE_005_NAME,icon_bribe_mk2,MP_CONTRACTS_CRATE_005_DESC,0,0,1,0,0,0
70040,ContractItems006,40,0,0,0,MP_CONTRACTS_CRATE_006_NAME,icon_bribe_weapon_assualt,MP_CONTRACTS_CRATE_006_DESC,0,0,1,0,0,0
70041,ContractItems007,41,0,0,0,MP_CONTRACTS_CRATE_007_NAME,icon_bribe_qmaster_collection,MP_CONTRACTS_CRATE_007_DESC,0,0,1,0,0,0
70042,ContractItems008,42,0,0,0,MP_CONTRACTS_CRATE_008_NAME,icon_bribe_weapon_assualt,MP_CONTRACTS_CRATE_008_DESC,0,0,1,0,0,0
70043,ContractItems009,43,0,0,0,MP_CONTRACTS_CRATE_009_NAME,icon_bribe_rig_warfighter,MP_CONTRACTS_CRATE_009_DESC,0,0,1,0,0,0
70044,ContractItems010,44,0,0,0,MP_CONTRACTS_CRATE_010_NAME,icon_bribe_rig_merc,MP_CONTRACTS_CRATE_010_DESC,0,0,1,0,0,0
70045,ContractItems011,45,0,0,0,MP_CONTRACTS_CRATE_011_NAME,icon_bribe_rig_synaptic,MP_CONTRACTS_CRATE_011_DESC,0,0,1,0,0,0
70046,ContractItems012,46,0,0,0,MP_CONTRACTS_CRATE_012_NAME,icon_bribe_rig_ftl,MP_CONTRACTS_CRATE_012_DESC,0,0,1,0,0,0
70047,ContractItems013,47,0,0,0,MP_CONTRACTS_CRATE_013_NAME,icon_bribe_rig_stryker,MP_CONTRACTS_CRATE_013_DESC,0,0,1,0,0,0
70048,ContractItems014,48,0,0,0,MP_CONTRACTS_CRATE_014_NAME,icon_bribe_rig_phantom,MP_CONTRACTS_CRATE_014_DESC,0,0,1,0,0,0
70049,ContractItems015,49,0,0,0,MP_CONTRACTS_CRATE_015_NAME,icon_bribe_weapon_accessory,MP_CONTRACTS_CRATE_015_DESC,0,0,1,0,0,0
70050,ContractItems016,50,0,0,0,MP_CONTRACTS_CRATE_016_NAME,icon_bribe_weapon_accessory,MP_CONTRACTS_CRATE_016_DESC,0,0,1,0,0,0
70051,ContractItems017,51,0,0,0,MP_CONTRACTS_CRATE_017_NAME,icon_bribe_rig_gestures,MP_CONTRACTS_CRATE_017_DESC,0,0,1,0,0,0
70052,ContractItems018,52,0,0,0,MP_CONTRACTS_CRATE_018_NAME,icon_bribe_rig_gestures,MP_CONTRACTS_CRATE_018_DESC,0,0,1,0,0,0
70053,ContractItems019,53,0,0,0,MP_CONTRACTS_CRATE_019_NAME,icon_bribe_rig_gestures,MP_CONTRACTS_CRATE_019_DESC,0,0,1,0,0,0
70054,ContractItems020,54,0,0,0,MP_CONTRACTS_CRATE_020_NAME,icon_bribe_rig_taunts,MP_CONTRACTS_CRATE_020_DESC,0,0,1,0,0,0
70055,ContractItems021,55,0,0,0,MP_CONTRACTS_CRATE_021_NAME,icon_bribe_weapon_camo,MP_CONTRACTS_CRATE_021_DESC,0,0,1,0,0,0
70056,ContractItems022,56,0,0,0,MP_CONTRACTS_CRATE_022_NAME,icon_bribe_weapon_camo,MP_CONTRACTS_CRATE_022_DESC,0,0,1,0,0,0
70057,ContractItems023,57,0,0,0,MP_CONTRACTS_CRATE_023_NAME,icon_bribe_weapon_camo,MP_CONTRACTS_CRATE_023_DESC,0,0,1,0,0,0
70058,ContractItems024,58,0,0,0,MP_CONTRACTS_CRATE_024_NAME,icon_bribe_weapon_camo,MP_CONTRACTS_CRATE_024_DESC,0,0,1,0,0,0
70059,ContractItems025,59,0,0,0,MP_CONTRACTS_CRATE_025_NAME,icon_bribe_weapon_camo,MP_CONTRACTS_CRATE_025_DESC,0,0,1,0,0,0
70060,ContractItems026,60,0,0,0,MP_CONTRACTS_CRATE_026_NAME,icon_bribe_weapon_camo,MP_CONTRACTS_CRATE_026_DESC,0,0,1,0,0,0
70061,ContractItems027,61,0,0,0,MP_CONTRACTS_CRATE_027_NAME,icon_bribe_weapon_camo,MP_CONTRACTS_CRATE_027_DESC,0,0,1,0,0,0
70062,ContractItems028,62,0,0,0,MP_CONTRACTS_CRATE_028_NAME,icon_bribe_calling_card,MP_CONTRACTS_CRATE_028_DESC,0,0,1,0,0,0
70063,ContractItems029,63,0,0,0,MP_CONTRACTS_CRATE_029_NAME,icon_bribe_calling_card,MP_CONTRACTS_CRATE_029_DESC,0,0,1,0,0,0
70064,ContractItems030,64,0,0,0,MP_CONTRACTS_CRATE_030_NAME,icon_bribe_misc,MP_CONTRACTS_CRATE_030_DESC,0,0,1,0,0,0
70065,ContractItems031,65,0,0,0,MP_CONTRACTS_CRATE_031_NAME,armory_loot_crate_rare,MP_CONTRACTS_CRATE_031_DESC,0,0,1,0,0,0
70066,ContractItems032,66,0,0,0,MP_CONTRACTS_CRATE_032_NAME,armory_loot_crate_rare,MP_CONTRACTS_CRATE_032_DESC,0,0,1,0,0,0
70067,ContractItems033,67,0,0,0,MP_CONTRACTS_CRATE_033_NAME,armory_loot_crate_rare,MP_CONTRACTS_CRATE_033_DESC,0,0,1,0,0,0
70068,ContractItems034,68,0,0,0,MP_CONTRACTS_CRATE_034_NAME,armory_loot_crate_rare,MP_CONTRACTS_CRATE_034_DESC,0,0,1,0,0,0
70069,ContractItems035,69,0,0,0,MP_CONTRACTS_CRATE_035_NAME,icon_bribe_keys,MP_CONTRACTS_CRATE_035_DESC,0,0,1,0,0,0
70070,ContractItems036,70,0,0,0,MP_CONTRACTS_CRATE_036_NAME,icon_bribe_keys,MP_CONTRACTS_CRATE_036_DESC,0,0,1,0,0,0
70071,ContractItems037,71,0,0,0,MP_CONTRACTS_CRATE_037_NAME,icon_bribe_keys,MP_CONTRACTS_CRATE_037_DESC,0,0,1,0,0,0
70072,ContractItems038,72,0,0,0,MP_CONTRACTS_CRATE_038_NAME,icon_bribe_salvage,MP_CONTRACTS_CRATE_038_DESC,0,0,1,0,0,0
70073,ContractItems039,73,0,0,0,MP_CONTRACTS_CRATE_039_NAME,icon_bribe_salvage,MP_CONTRACTS_CRATE_039_DESC,0,0,1,0,0,0
70074,ContractItems040,74,0,0,0,MP_CONTRACTS_CRATE_040_NAME,icon_bribe_salvage,MP_CONTRACTS_CRATE_040_DESC,0,0,1,0,0,0
70075,ContractItems041,75,0,0,0,MP_CONTRACTS_CRATE_041_NAME,icon_bribe_salvage,MP_CONTRACTS_CRATE_041_DESC,0,0,1,0,0,0
70076,EpicHack,76,0,0,0,LUA_MENU_MP_BRIBE_EPIC,icon_bribe_epic,LUA_MENU_MP_BRIBE_EPIC_DESC,0,0,1,0,0,0
70077,EpicCamoHack,77,0,0,0,LUA_MENU_MP_BRIBE_EPIC_CAMO,icon_bribe_weapon_camo,LUA_MENU_MP_BRIBE_EPIC_CAMO_DESC,0,0,1,0,0,0
70080,LegendaryBody,80,0,0,0,LUA_MENU_MP_BRIBE_LEG_BODY,icon_bribe_rig_warfighter,LUA_MENU_MP_BRIBE_LEG_BODY_DESC,0,0,1,750,0,0
70079,QuadPlay,79,52500,3500,75079,LUA_MENU_MP_QUARTERMASTER_BUNDLE_15_BONUS,icon_bundle_rare15_tu12_mp,LUA_MENU_MP_QUARTERMASTER_BUNDLE_15_BONUS_DESC,0,0,1,0,1,0
70078,LegendaryHead,78,0,0,0,LUA_MENU_MP_BRIBE_LEG_HEAD,icon_bribe_rig_warfighter,LUA_MENU_MP_BRIBE_LEG_HEAD_DESC,0,0,1,750,0,0
70081,EpicCC,81,0,0,0,LUA_MENU_MP_BRIBE_EPIC_CC,icon_bribe_calling_card,LUA_MENU_MP_BRIBE_EPIC_CC_DESC,0,0,1,500,0,0
70082,TriplePlay2,82,40000,2500,75082,LUA_MENU_MP_BUNDLE_TRIPLE_PLAY,icon_bundle_tripleplay_mp_small,LUA_MENU_MP_BUNDLE_TRIPLE_PLAY_DESC,0,0,1,0,1,0
70083,TeaTime,83,0,0,0,LUA_MENU_MP_BRIBE_TEA_TIME,icon_bribe_misc,LUA_MENU_MP_BRIBE_TEA_TIME_DESC,0,0,1,1000,0,0
70084,LegendaryPistol,84,0,0,0,LUA_MENU_MP_BRIBE_PISTOL,icon_bribe_pistol,LUA_MENU_MP_BRIBE_PISTOL_DESC,0,0,1,1000,0,0
70085,CompleteMk2,85,12000,800,75085,LUA_MENU_MP_BRIBE_COMPLETE_MK2,icon_bribe_mk2,LUA_MENU_MP_BRIBE_COMPLETE_MK2_DESC,0,0,1,0,0,0
70086,Summer1,86,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_1,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_ITEM_DESC,0,0,1,0,0,0
70087,Summer2,87,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_1,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_ITEM_DESC,0,0,1,0,0,0
70088,Summer3,88,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_2,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_ITEM_DESC,0,0,1,0,0,0
70089,Summer4,89,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_2,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_ITEM_DESC,0,0,1,0,0,0
70090,Summer5,90,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_3,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_ITEM_DESC,0,0,1,0,0,0
70091,Summer6,91,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_3,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_ITEM_DESC,0,0,1,0,0,0
70092,Summer7,92,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_4,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_ITEM_DESC,0,0,1,0,0,0
70093,Summer8,93,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_4,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_ITEM_DESC,0,0,1,0,0,0
70094,Summer9,94,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_5,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_ITEM_DESC,0,0,1,0,0,0
70095,Summer10,95,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_5,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_ITEM_DESC,0,0,1,0,0,0
70096,SummerCrate1,96,3000,200,75096,LUA_MENU_MP_SUMMER_CRATE_1,armory_loot_crate_summer,LUA_MENU_MP_BRIBE_SUMMER_CRATE_1_DESC,0,0,1,0,0,0
70097,SummerCrate2,97,3000,200,75097,LUA_MENU_MP_SUMMER_CRATE_2,armory_loot_crate_summer,LUA_MENU_MP_BRIBE_SUMMER_CRATE_2_DESC,0,0,1,0,0,0
70098,SummerCrate3,98,3000,200,75098,LUA_MENU_MP_SUMMER_CRATE_3,armory_loot_crate_summer,LUA_MENU_MP_BRIBE_SUMMER_CRATE_3_DESC,0,0,1,0,0,0
70099,SummerCrate4,99,3000,200,75099,LUA_MENU_MP_SUMMER_CRATE_4,armory_loot_crate_summer,LUA_MENU_MP_BRIBE_SUMMER_CRATE_4_DESC,0,0,1,0,0,0
70100,SummerCrate5,100,3000,200,75100,LUA_MENU_MP_SUMMER_CRATE_5,armory_loot_crate_summer,LUA_MENU_MP_BRIBE_SUMMER_CRATE_5_DESC,0,0,1,0,0,0
70101,FreeSummerCrate1,101,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_1,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_CRATE_DESC,0,0,1,0,1,0
70102,FreeSummerCrate2,102,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_2,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_CRATE_DESC,0,0,1,0,1,0
70103,FreeSummerCrate3,103,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_3,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_CRATE_DESC,0,0,1,0,1,0
70104,FreeSummerCrate4,104,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_4,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_CRATE_DESC,0,0,1,0,1,0
70105,FreeSummerCrate5,105,0,0,0,LUA_MENU_MP_SUMMER_FREE_CRATE_5,icon_bundle_summer,LUA_MENU_MP_SUMMER_FREE_CRATE_DESC,0,0,1,0,1,0
70106,LegendaryAR,106,0,0,0,LUA_MENU_MP_BRIBE_AR,icon_bribe_weapon_assualt,LUA_MENU_MP_QUARTERMASTER_BUNDLE_10_AR_HACK_DESC,0,0,1,0,0,0
70109,LegendarySMGBundle,109,15000,1000,75109,LUA_MENU_MP_QUARTERMASTER_BUNDLE_5_SMG,icon_bundle_rare_smg,LUA_MENU_MP_QUARTERMASTER_BUNDLE_5_SMG_DESC,0,0,1,0,1,0
70108,LegendarySMG,108,0,0,0,LUA_MENU_MP_BRIBE_SMG,icon_bribe_weapon_smg,LUA_MENU_MP_QUARTERMASTER_BUNDLE_5_SMG_HACK_DESC,0,0,1,0,0,0
70107,LegendaryARBundle,107,22500,1500,75107,LUA_MENU_MP_QUARTERMASTER_BUNDLE_10_AR,icon_bundle_rare_assault,LUA_MENU_MP_QUARTERMASTER_BUNDLE_10_AR_DESC,0,0,1,0,1,0
70110,WeaponAccDupe,110,4500,300,75110,LUA_MENU_MP_BRIBE_WEAPON_ACC,icon_bribe_weapon_accessory,LUA_MENU_MP_BRIBE_WEAPON_ACC_DESC,0,0,1,0,0,0
70111,LegendarySniper,111,0,0,0,LUA_MENU_MP_BRIBE_SNIPER,icon_bribe_weapon_sniper,LUA_MENU_MP_BRIBE_SNIPER_DESC,0,0,1,1000,0,0
70112,ReticleHack,112,0,0,0,LUA_MENU_MP_SUPPLY_RETICLE,icon_bribe_weapon_reticle,LUA_MENU_MP_QUARTERMASTER_BUNDLE_5_RET_HACK_DESC,0,0,1,0,0,0
70113,ReticleHackBundle,113,15000,1000,75113,LUA_MENU_MP_QUARTERMASTER_BUNDLE_5_RET,icon_bundle_rare_reticle,LUA_MENU_MP_QUARTERMASTER_BUNDLE_5_RET_DESC,0,0,1,0,1,0
70114,CompleteRigHack,114,0,0,0,LUA_MENU_MP_BRIBE_COMPLETE_RIG,icon_bribe_rig_warfighter,LUA_MENU_MP_BRIBE_COMPLETE_RIG_DESC,0,0,1,1000,0,0
70115,LegendaryLMG,115,0,0,0,LUA_MENU_MP_BRIBE_LMG,icon_bribe_weapon_lmg,LUA_MENU_MP_QUARTERMASTER_BUNDLE_5_LMG_HACK_DESC,0,0,1,1000,0,0
70116,RareNoDupe,116,0,0,0,LUA_MENU_MP_SUPPLY_RARE_NO_DUPE,armory_loot_crate_rare,LUA_MENU_MP_SUPPLY_RARE_NO_DUPE_DESC,0,0,1,0,0,0
70117,RareNoDupeBundle,117,45000,3000,75117,LUA_MENU_MP_SUPPLY_RARE_NO_DUPE_BUNDLE,icon_bundle_rare30,LUA_MENU_MP_SUPPLY_RARE_NO_DUPE_BUNDLE_DESC,0,0,1,0,1,0
70118,ZContract30Keys,118,0,0,0,ZM_CONTRACTS_KEYS_LOW_NAME,icon_bribe_keys,ZM_CONTRACTS_KEYS_LOW_DESC,0,0,1,0,0,0
70119,ZContract60Keys,119,0,0,0,ZM_CONTRACTS_KEYS_MID_NAME,icon_bribe_keys,ZM_CONTRACTS_KEYS_MID_DESC,0,0,1,0,0,0
70120,ZContract90Keys,120,0,0,0,ZM_CONTRACTS_KEYS_HIGH_NAME,icon_bribe_keys,ZM_CONTRACTS_KEYS_HIGH_DESC,0,0,1,0,0,0
70121,ZContract250Salv,121,0,0,0,ZM_CONTRACTS_SALVAGE_LOW_NAME,icon_bribe_salvage,ZM_CONTRACTS_SALVAGE_LOW_DESC,0,0,1,0,0,0
70122,ZContract500Salv,122,0,0,0,ZM_CONTRACTS_SALVAGE_HIGH_NAME,icon_bribe_salvage,ZM_CONTRACTS_SALVAGE_HIGH_DESC,0,0,1,0,0,0
70123,5ZRare1LegBundle,123,16500,1100,75123,LUA_MENU_MP_QUARTERMASTER_BUNDLE_5_LSD,icon_bundle_rare5_legendary_cp,LUA_MENU_MP_QUARTERMASTER_BUNDLE_5_LSD_CP_DESC,0,0,1,0,1,0
70124,5ZRare1HeroBundle,124,25000,1400,75124,LUA_MENU_MP_QUARTERMASTER_BUNDLE_5_HERO,icon_bundle_rare_hero,LUA_MENU_MP_QUARTERMASTER_BUNDLE_5_HERO_DESC,0,0,1,0,1,0
70125,HeroHack,125,0,0,0,LUA_MENU_MP_HERO_HACK,icon_bribe_hero,LUA_MENU_MP_HERO_HACK_DESC,0,0,1,0,0,0
70126,SummerAll,126,4500,300,75126,LUA_MENU_MP_SUMMER_CRATE_ALL,armory_loot_crate_summer,LUA_MENU_MP_BRIBE_SUMMER_CRATE_ALL_DESC,0,0,1,0,0,0
70127,LegendaryARSalv,127,0,0,0,LUA_MENU_MP_BRIBE_AR,icon_bribe_weapon_assualt,LUA_MENU_MP_QUARTERMASTER_BUNDLE_10_AR_HACK_DESC,0,0,1,1000,0,0
70128,TriplePlayZ,128,40000,2500,75128,LUA_MENU_MP_ZOMBIES_TRIPLE_PLAY,icon_bundle_tripleplay_cp,LUA_MENU_MP_ZOMBIES_TRIPLE_PLAY_DESC,0,0,1,0,1,0
70129,Mk2All,129,15000,1000,75129,LUA_MENU_MP_HACK_TRIPLE_MKII,icon_bribe_mk2,LUA_MENU_MP_HACK_TRIPLE_MKII_DESC,0,0,1,0,0,0
70130,ShotgunBundle,130,18000,1200,75130,LUA_MENU_MP_QUARTERMASTER_BUNDLE_5_SHOTGUN,icon_bundle_rare_shotgun,LUA_MENU_MP_QUARTERMASTER_BUNDLE_5_SHOTGUN_DESC,0,0,1,0,1,0
70131,ShotgunHack,131,0,0,0,LUA_MENU_MP_SHOTGUN_HACK,icon_bribe_weapon_shotgun,LUA_MENU_MP_QUARTERMASTER_BUNDLE_5_SHOTGUN_HACK_DESC,0,0,1,0,0,0
70132,QMCollectionAll,132,15000,1000,75132,LUA_MENU_MP_HACK_TRIPLE_QM,icon_bribe_qmaster_collection,LUA_MENU_MP_HACK_TRIPLE_QM_DESC,0,0,1,0,0,0
70133,FlauntAndTaunt,133,0,0,0,LUA_MENU_MP_HACK_FLAUNT,icon_bribe_rig_taunts,LUA_MENU_MP_HACK_FLAUNT_DESC,0,0,1,1000,0,0
70134,CaCBundle,134,80000,5000,75134,LUA_MENU_MP_BUNDLE_20_CAC,icon_bribe_cac,LUA_MENU_MP_BUNDLE_20_CAC_DESC,0,0,1,0,1,0
70135,EpicWeapon,135,0,0,0,LUA_MENU_MP_HACK_EPIC_WEAPON,icon_bribe_weapon_assualt,LUA_MENU_MP_HACK_EPIC_WEAPON_DESC,0,0,1,0,0,0
70136,PrototypeWeapon,136,0,0,0,LUA_MENU_MP_HACK_PROTO_WEAPON,icon_bribe_qmaster_collection,LUA_MENU_MP_HACK_PROTO_WEAPON_DESC,0,0,1,0,0,0
70137,EpicAccessory,137,0,0,0,LUA_MENU_MP_HACK_EPIC_ACCESSORY,icon_bribe_weapon_accessory,LUA_MENU_MP_HACK_EPIC_ACCESSORY_DESC,0,0,1,0,0,0
70138,QMCollectionSalvage,138,0,0,0,LUA_MENU_MP_BRIBE_QM_COLLECTION,icon_bribe_qmaster_collection,LUA_MENU_MP_BRIBE_QM_COLLECTION_DESC,0,0,1,1000,0,0
70139,CaCBundleZ,139,80000,5000,75139,LUA_MENU_MP_BUNDLE_20_ZCAC,icon_bribe_zcac,LUA_MENU_MP_BUNDLE_20_ZCAC_DESC,0,0,1,0,1,0
70140,EpicWeapAccCamo,140,15000,1000,75140,LUA_MENU_MP_EPIC_WEAPON_HACK,icon_bribe_weapon_assualt,LUA_MENU_MP_EPIC_WEAPON_HACK_DESC,0,0,1,0,0,0
70141,EpicSMG,141,0,0,0,LUA_MENU_MP_HYPER_SMG_BUNDLE_HACK,icon_bribe_weapon_smg,LUA_MENU_MP_HYPER_SMG_BUNDLE_HACK_DESC,0,0,1,0,0,0
70142,EpicSMGBundle,142,16500,1100,75142,LUA_MENU_MP_HYPER_SMG_BUNDLE,icon_bundle_rare_smg,LUA_MENU_MP_HYPER_SMG_BUNDLE_DESC,0,0,1,0,1,0
