iw7_ump45c,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,31,,level.cp,player,>=,30,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_fmg,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,32,,level.cp,player,>=,31,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_cheytac,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,33,,level.cp,player,>=,32,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_spasc,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,34,,level.cp,player,>=,33,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_m8,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,35,,level.cp,player,>=,34,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_spas,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,36,,level.cp,player,>=,35,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_sdflmg,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,37,,level.cp,player,>=,36,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_ar57,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,38,,level.cp,player,>=,37,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_g18c,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,39,,level.cp,player,>=,38,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_arclassic,LUA_MENU_MP_UNLOCKED_AT_PLAYER_LEVEL,40,,level.cp,player,>=,39,OR,dvar,onlinegame,==,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_udm45,CP_MERITS_WEAPON_EARNED_DESC,,,playerdata.cp,coopMatchData.meritState.mt_udm_unlock,>=,1,OR,loot,owned,==,154,OR,loot,owned,==,155,OR,loot,owned,==,156,OR,loot,owned,==,157,OR,loot,owned,==,5154,OR,loot,owned,==,5155,OR,loot,owned,==,5156,OR,loot,owned,==,5157,OR,dvar,onlinegame,==,0,,,,,
iw7_rvn,CP_MERITS_WEAPON_EARNED_DESC,,,playerdata.cp,coopMatchData.meritState.mt_rvn_unlock,>=,1,OR,loot,owned,==,158,OR,loot,owned,==,159,OR,loot,owned,==,160,OR,loot,owned,==,161,OR,loot,owned,==,5158,OR,loot,owned,==,5159,OR,loot,owned,==,5160,OR,loot,owned,==,5161,OR,dlc,owned,==,seasonpass,OR,dvar,onlinegame,==,0
iw7_crdb,CP_MERITS_WEAPON_EARNED_DESC,,,playerdata.cp,coopMatchData.meritState.mt_crdb_unlock,>=,1,OR,loot,owned,==,182,OR,loot,owned,==,183,OR,loot,owned,==,184,OR,loot,owned,==,185,OR,loot,owned,==,5182,OR,loot,owned,==,5183,OR,loot,owned,==,5184,OR,loot,owned,==,5185,OR,dlc,owned,==,seasonpass,OR,dvar,onlinegame,==,0
iw7_vr,CP_MERITS_WEAPON_EARNED_DESC,,,playerdata.cp,coopMatchData.meritState.mt_vr_unlock,>=,1,OR,loot,owned,==,178,OR,loot,owned,==,179,OR,loot,owned,==,180,OR,loot,owned,==,181,OR,loot,owned,==,5178,OR,loot,owned,==,5179,OR,loot,owned,==,5180,OR,loot,owned,==,5181,OR,dlc,owned,==,seasonpass,OR,dvar,onlinegame,==,0
iw7_mp28,CP_MERITS_WEAPON_EARNED_DESC,,,playerdata.cp,coopMatchData.meritState.mt_mp28_unlock,>=,1,OR,loot,owned,==,186,OR,loot,owned,==,187,OR,loot,owned,==,188,OR,loot,owned,==,189,OR,loot,owned,==,5186,OR,loot,owned,==,5187,OR,loot,owned,==,5188,OR,loot,owned,==,5189,OR,dlc,owned,==,seasonpass,OR,dvar,onlinegame,==,0
iw7_minilmg,CP_MERITS_WEAPON_EARNED_DESC,,,playerdata.cp,coopMatchData.meritState.mt_minilmg_unlock,>=,1,OR,loot,owned,==,201,OR,loot,owned,==,202,OR,loot,owned,==,203,OR,loot,owned,==,204,OR,loot,owned,==,5201,OR,loot,owned,==,5202,OR,loot,owned,==,5203,OR,loot,owned,==,5204,OR,dlc,owned,==,seasonpass,OR,dvar,onlinegame,==,0
iw7_mod2187,CP_MERITS_WEAPON_EARNED_DESC,,,playerdata.cp,coopMatchData.meritState.mt_mod2187_unlock,>=,1,OR,loot,owned,==,193,OR,loot,owned,==,194,OR,loot,owned,==,195,OR,loot,owned,==,196,OR,loot,owned,==,5193,OR,loot,owned,==,5194,OR,loot,owned,==,5195,OR,loot,owned,==,5196,OR,dlc,owned,==,seasonpass,OR,dvar,onlinegame,==,0
iw7_ba50cal,CP_MERITS_WEAPON_EARNED_DESC,,,playerdata.cp,coopMatchData.meritState.mt_ba50cal_unlock,>=,1,OR,loot,owned,==,197,OR,loot,owned,==,198,OR,loot,owned,==,199,OR,loot,owned,==,200,OR,loot,owned,==,5197,OR,loot,owned,==,5198,OR,loot,owned,==,5199,OR,loot,owned,==,5200,OR,dlc,owned,==,seasonpass,OR,dvar,onlinegame,==,0
iw7_longshot,CP_MERITS_WEAPON_EARNED_DESC,,,playerdata.cp,coopMatchData.meritState.mt_longshot_unlock,>=,1,OR,loot,owned,==,215,OR,loot,owned,==,216,OR,loot,owned,==,217,OR,loot,owned,==,218,OR,loot,owned,==,5215,OR,loot,owned,==,5216,OR,loot,owned,==,5217,OR,loot,owned,==,5218,OR,dlc,owned,==,seasonpass,OR,dvar,onlinegame,==,0
iw7_gauss,CP_MERITS_WEAPON_EARNED_DESC,,,playerdata.cp,coopMatchData.meritState.mt_gauss_unlock,>=,1,OR,loot,owned,==,211,OR,loot,owned,==,212,OR,loot,owned,==,213,OR,loot,owned,==,214,OR,loot,owned,==,5211,OR,loot,owned,==,5212,OR,loot,owned,==,5213,OR,loot,owned,==,5214,OR,dlc,owned,==,seasonpass,OR,dvar,onlinegame,==,0
iw7_mag,CP_MERITS_WEAPON_EARNED_DESC,,,playerdata.cp,coopMatchData.meritState.mt_mag_unlock,>=,1,OR,loot,owned,==,223,OR,loot,owned,==,224,OR,loot,owned,==,225,OR,loot,owned,==,226,OR,loot,owned,==,5223,OR,loot,owned,==,5224,OR,loot,owned,==,5225,OR,loot,owned,==,5226,OR,dlc,owned,==,seasonpass,OR,dvar,onlinegame,==,0
iw7_unsalmg,CP_MERITS_WEAPON_EARNED_DESC,,,playerdata.cp,coopMatchData.meritState.mt_unsalmg_unlock,>=,1,OR,loot,owned,==,227,OR,loot,owned,==,228,OR,loot,owned,==,229,OR,loot,owned,==,230,OR,loot,owned,==,5227,OR,loot,owned,==,5228,OR,loot,owned,==,5229,OR,loot,owned,==,5230,OR,dlc,owned,==,seasonpass,OR,dvar,onlinegame,==,0
iw7_tacburst,CP_MERITS_WEAPON_EARNED_DESC,,,playerdata.cp,coopMatchData.meritState.mt_tacburst_unlock,>=,1,OR,loot,owned,==,231,OR,loot,owned,==,232,OR,loot,owned,==,233,OR,loot,owned,==,234,OR,loot,owned,==,5231,OR,loot,owned,==,5232,OR,loot,owned,==,5233,OR,loot,owned,==,5234,OR,dlc,owned,==,seasonpass,OR,dvar,onlinegame,==,0
