ch_iw7_nrg_pistol_only,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_nrg_headshot,>=,2,,,,,
ch_iw7_nrg_5attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_nrg_headshot,>=,3,,,,,
ch_iw7_nrg_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_nrg_headshot,>=,4,,,,,
ch_iw7_nrg_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_nrg_headshot,>=,5,,,,,
ch_iw7_revolver_headshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_revolver,>=,4,,,,,
ch_iw7_revolver_pointblank,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_revolver_headshot,>=,1,,,,,
ch_iw7_revolver_pistol_only,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_revolver_headshot,>=,2,,,,,
ch_iw7_revolver_5attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_revolver_headshot,>=,3,,,,,
ch_iw7_revolver_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_revolver_headshot,>=,4,,,,,
ch_iw7_revolver_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_revolver_headshot,>=,5,,,,,
ch_iw7_g18_headshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_g18,>=,4,,,,,
ch_iw7_g18_pointblank,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_g18_headshot,>=,1,,,,,
ch_iw7_g18_pistol_only,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_g18_headshot,>=,2,,,,,
ch_iw7_g18_5attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_g18_headshot,>=,3,,,,,
ch_iw7_g18_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_g18_headshot,>=,4,,,,,
ch_iw7_g18_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_g18_headshot,>=,5,,,,,
ch_iw7_emc_headshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_emc,>=,4,,,,,
ch_iw7_emc_pointblank,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_emc_headshot,>=,1,,,,,
ch_iw7_emc_pistol_only,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_emc_headshot,>=,2,,,,,
ch_iw7_emc_5attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_emc_headshot,>=,3,,,,,
ch_iw7_emc_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_emc_headshot,>=,4,,,,,
ch_iw7_emc_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_emc_headshot,>=,5,,,,,
ch_iw7_g18c_headshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_g18c,>=,4,,,,,
ch_iw7_g18c_pointblank,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_g18c_headshot,>=,1,,,,,
ch_iw7_g18c_pistol_only,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_g18c_headshot,>=,2,,,,,
ch_iw7_g18c_5attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_g18c_headshot,>=,3,,,,,
ch_iw7_g18c_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_g18c_headshot,>=,4,,,,,
ch_iw7_g18c_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_g18c_headshot,>=,5,,,,,
ch_iw7_erad_hipfire,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_erad,>=,4,,,,,
ch_iw7_erad_pointblank,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_erad_hipfire,>=,1,,,,,
ch_iw7_erad_sliding,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_erad_hipfire,>=,2,,,,,
ch_iw7_erad_0attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_erad_hipfire,>=,3,,,,,
ch_iw7_erad_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_erad_hipfire,>=,4,,,,,
ch_iw7_erad_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_erad_hipfire,>=,5,,,,,
ch_iw7_crb_hipfire,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_crb,>=,4,,,,,
ch_iw7_crb_pointblank,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_crb_hipfire,>=,1,,,,,
ch_iw7_crb_sliding,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_crb_hipfire,>=,2,,,,,
ch_iw7_crb_0attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_crb_hipfire,>=,3,,,,,
ch_iw7_crb_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_crb_hipfire,>=,4,,,,,
ch_iw7_crb_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_crb_hipfire,>=,5,,,,,
ch_iw7_ripper_hipfire,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ripper,>=,4,,,,,
ch_iw7_ripper_pointblank,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ripper_hipfire,>=,1,,,,,
ch_iw7_ripper_sliding,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ripper_hipfire,>=,2,,,,,
ch_iw7_ripper_0attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ripper_hipfire,>=,3,,,,,
ch_iw7_ripper_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ripper_hipfire,>=,4,,,,,
ch_iw7_ripper_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ripper_hipfire,>=,5,,,,,
ch_iw7_ump45_hipfire,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ump45,>=,4,,,,,
ch_iw7_ump45_pointblank,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ump45_hipfire,>=,1,,,,,
ch_iw7_ump45_sliding,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ump45_hipfire,>=,2,,,,,
ch_iw7_ump45_0attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ump45_hipfire,>=,3,,,,,
ch_iw7_ump45_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ump45_hipfire,>=,4,,,,,
ch_iw7_ump45_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ump45_hipfire,>=,5,,,,,
ch_iw7_fhr_hipfire,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_fhr,>=,4,,,,,
ch_iw7_fhr_pointblank,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_fhr_hipfire,>=,1,,,,,
ch_iw7_fhr_sliding,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_fhr_hipfire,>=,2,,,,,
ch_iw7_fhr_0attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_fhr_hipfire,>=,3,,,,,
ch_iw7_fhr_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_fhr_hipfire,>=,4,,,,,
ch_iw7_fhr_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_fhr_hipfire,>=,5,,,,,
ch_iw7_ump45c_hipfire,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ump45c,>=,4,,,,,
ch_iw7_ump45c_pointblank,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ump45c_hipfire,>=,1,,,,,
ch_iw7_ump45c_sliding,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ump45c_hipfire,>=,2,,,,,
ch_iw7_ump45c_0attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ump45c_hipfire,>=,3,,,,,
ch_iw7_ump45c_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ump45c_hipfire,>=,4,,,,,
ch_iw7_ump45c_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ump45c_hipfire,>=,5,,,,,
ch_iw7_knife_backstab,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_knife,>=,4,,,,,
ch_iw7_knife_frontstab,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_knife_backstab,>=,1,,,,,
ch_iw7_knife_melee_only,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_knife_backstab,>=,2,,,,,
ch_iw7_knife_sliding,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_knife_backstab,>=,3,,,,,
ch_iw7_knife_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_knife_backstab,>=,4,,,,,
ch_iw7_knife_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_knife_backstab,>=,5,,,,,
ch_iw7_ar57_headshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ar57,>=,4,,,,,
ch_iw7_ar57_longshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ar57_headshot,>=,1,,,,,
ch_iw7_ar57_optic,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ar57_headshot,>=,2,,,,,
ch_iw7_ar57_0attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ar57_headshot,>=,3,,,,,
ch_iw7_ar57_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ar57_headshot,>=,4,,,,,
ch_iw7_ar57_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ar57_headshot,>=,5,,,,,
ch_iw7_ake_headshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ake,>=,4,,,,,
ch_iw7_ake_longshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ake_headshot,>=,1,,,,,
ch_iw7_ake_optic,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ake_headshot,>=,2,,,,,
ch_iw7_ake_0attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ake_headshot,>=,3,,,,,
ch_iw7_ake_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ake_headshot,>=,4,,,,,
ch_iw7_ake_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_ake_headshot,>=,5,,,,,
ch_iw7_m4_headshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_m4,>=,4,,,,,
ch_iw7_m4_longshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_m4_headshot,>=,1,,,,,
ch_iw7_m4_optic,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_m4_headshot,>=,2,,,,,
ch_iw7_m4_0attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_m4_headshot,>=,3,,,,,
ch_iw7_m4_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_m4_headshot,>=,4,,,,,
ch_iw7_m4_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_m4_headshot,>=,5,,,,,
ch_iw7_fmg_headshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_fmg,>=,4,,,,,
ch_iw7_fmg_longshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_fmg_headshot,>=,1,,,,,
ch_iw7_fmg_optic,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_fmg_headshot,>=,2,,,,,
ch_iw7_fmg_0attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_fmg_headshot,>=,3,,,,,
ch_iw7_fmg_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_fmg_headshot,>=,4,,,,,
ch_iw7_fmg_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_fmg_headshot,>=,5,,,,,
ch_iw7_sdfar_headshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_sdfar,>=,4,,,,,
ch_iw7_sdfar_longshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_sdfar_headshot,>=,1,,,,,
ch_iw7_sdfar_optic,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_sdfar_headshot,>=,2,,,,,
ch_iw7_sdfar_0attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_sdfar_headshot,>=,3,,,,,
ch_iw7_sdfar_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_sdfar_headshot,>=,4,,,,,
ch_iw7_sdfar_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_sdfar_headshot,>=,5,,,,,
ch_iw7_arclassic_headshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_arclassic,>=,4,,,,,
ch_iw7_arclassic_longshot,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_arclassic_headshot,>=,1,,,,,
ch_iw7_arclassic_optic,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_arclassic_headshot,>=,2,,,,,
ch_iw7_arclassic_0attachments,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_arclassic_headshot,>=,3,,,,,
ch_iw7_arclassic_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_arclassic_headshot,>=,4,,,,,
ch_iw7_arclassic_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_arclassic_headshot,>=,5,,,,,
ch_iw7_glprox_direct,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_glprox,>=,4,,,,,
ch_iw7_glprox_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_glprox_direct,>=,1,,,,,
ch_iw7_glprox_no_primary,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_glprox_direct,>=,2,,,,,
ch_iw7_glprox_kill_streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_glprox_direct,>=,3,,,,,
ch_iw7_glprox_long_range,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_glprox_direct,>=,4,,,,,
ch_iw7_glprox_3streak,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_glprox_direct,>=,5,,,,,
ch_iw7_chargeshot_kill_streak_points,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_07,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_chargeshot,>=,4,,,,,
ch_iw7_chargeshot_kill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_27,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_chargeshot_kill_streak_points,>=,1,,,,,
ch_iw7_chargeshot_2multikill,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_41,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_chargeshot_kill_streak_points,>=,2,,,,,
ch_iw7_chargeshot_streak_double,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_48,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_chargeshot_kill_streak_points,>=,3,,,,,
ch_iw7_chargeshot_kill_3_streaks,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_45,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_chargeshot_kill_streak_points,>=,4,,,,,
ch_iw7_chargeshot_combo,MP_FRONTEND_ONLY_REQUIRES_CAMO,LUA_MENU_CAMO_44,,playerdata.mp,rankedMatchData.challengeState.ch_iw7_chargeshot_kill_streak_points,>=,5,,,,,
