zombie_killed,SPLASHES_ZOMBIE_KILLED,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1
carrier_kill,SPLASHES_CARRIER_KILL,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1
killed_carrier,SPLASHES_KILLED_FLAG_CARRIER,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1
flag_grab,SPLASHES_FLAG_GRAB,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1
flag_return,SPLASHES_FLAGRETURN,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1
flag_capture,SPLASHES_FLAG_CAPTURE,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200,-1,-1,-1
ball_carrier_kill,SPLASHES_BALL_CARRIER_KILL,TRUE,gamemode,-1,50,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1
killed_ball_carrier,SPLASHES_KILLED_BALL_CARRIER,TRUE,gamemode,-1,50,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1
ball_grab,SPLASHES_BALL_GRAB,TRUE,gamemode,-1,25,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1
ball_carry,SPLASHES_BALL_CARRY,TRUE,gamemode,-1,25,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,-1
ball_fieldgoal,SPLASHES_BALL_SCORE,TRUE,gamemode,-1,125,-1,-1,-1,-1,-1,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,125,-1
ball_touchdown,SPLASHES_BALL_SCORE,TRUE,gamemode,-1,200,-1,-1,-1,-1,-1,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,200,-1
ball_interception,SPLASHES_BALL_INTERCEPTION,TRUE,gamemode,-1,50,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1
ball_pass_kill,SPLASHES_BALL_PASS_KILL,TRUE,gamemode,-1,50,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1
ball_pass_assist,SPLASHES_BALL_PASS_ASSIST,TRUE,gamemode,-1,50,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1
last_man_kill,SPLASHES_LAST_MAN_KILL,TRUE,gamemode,-1,-1,25,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
friendly_base_kill,,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
enemy_base_kill,,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
midfield_kill,,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25
teamscore_notify_1,MP_INGAME_ONLY_TEAMSCORE_NOTIFY_1,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
teamscore_notify_2,MP_INGAME_ONLY_TEAMSCORE_NOTIFY_2,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
teamscore_notify_3,MP_INGAME_ONLY_TEAMSCORE_NOTIFY_3,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
teamscore_notify_4,MP_INGAME_ONLY_TEAMSCORE_NOTIFY_4,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
teamscore_notify_5,MP_INGAME_ONLY_TEAMSCORE_NOTIFY_5,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
teamscore_notify_6,MP_INGAME_ONLY_TEAMSCORE_NOTIFY_6,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
teamscore_notify_7,MP_INGAME_ONLY_TEAMSCORE_NOTIFY_7,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
teamscore_notify_8,MP_INGAME_ONLY_TEAMSCORE_NOTIFY_8,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
teamscore_notify_9,MP_INGAME_ONLY_TEAMSCORE_NOTIFY_9,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
teamscore_notify_10,MP_INGAME_ONLY_TEAMSCORE_NOTIFY_10,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
teamscore_notify_15,MP_INGAME_ONLY_TEAMSCORE_NOTIFY_15,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
teamscore_notify_20,MP_INGAME_ONLY_TEAMSCORE_NOTIFY_20,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
teamscore_notify_25,MP_INGAME_ONLY_TEAMSCORE_NOTIFY_25,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
koth_in_obj,BUG_NEEDS_STRING,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1
tdef_hold_obj,BUG_NEEDS_STRING,TRUE,gamemode,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1
destroyed_jammer,SPLASHES_DESTROYED_JAMMER,TRUE,kill_killstreak,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
destroyed_sentry,SPLASHES_DESTROYED_SENTRY,TRUE,kill_killstreak,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
destroyed_minijackal,SPLASHES_DESTROYED_MINIJACKAL,TRUE,kill_killstreak,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
destroyed_spiderbot,SPLASHES_DESTROYED_SPIDERBOT,TRUE,kill_killstreak,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
destroyed_directional_uav,SPLASHES_DESTROYED_DIRECTIONAL_UAV,TRUE,kill_killstreak,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
destroyed_remote_c8,SPLASHES_DESTROYED_RC8,TRUE,kill_killstreak,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
destroyed_jackal,SPLASHES_DESTROYED_JACKAL,TRUE,kill_killstreak,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
destroyed_thor,SPLASHES_DESTROYED_THOR,TRUE,kill_killstreak,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
destroyed_ball_drone,SPLASHES_DESTROYED_BALL_DRONE,TRUE,kill_killstreak,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
destroyed_venom,SPLASHES_DESTROYED_VENOM,TRUE,kill_killstreak,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
destroyed_dronedrop,SPLASHES_DESTROYED_DRONEDROP,TRUE,kill_killstreak,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
destroyed_uav,SPLASHES_DESTROYED_UAV,TRUE,kill_killstreak,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
destroyed_counter_uav,SPLASHES_DESTROYED_COUNTER_UAV,TRUE,kill_killstreak,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
destroyed_drone_hive,SPLASHES_DESTROYED_ORBITAL_DEPLOYMENT,TRUE,kill_killstreak,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
hijacker,SPLASHES_HIJACKER,TRUE,misc,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
gained_gun_score,BUG_NEEDS_STRING,TRUE,misc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dropped_gun_score,BUG_NEEDS_STRING,TRUE,misc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gained_gun_rank,SPLASHES_GAINED_GUN_RANK,TRUE,misc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dropped_gun_rank,SPLASHES_DROPPED_GUN_RANK,TRUE,misc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dropped_enemy_gun_rank,SPLASHES_DROPPED_ENEMY_GUN_RANK,TRUE,misc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
killstreak_giveaway,SPLASHES_KILLSTREAK_GIVEAWAY,TRUE,misc,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
reviver,BUG_NEEDS_STRING,TRUE,misc,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
tag_score,SPLASHES_BANKED_TAG,TRUE,misc,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0
mega_bank,SPLASHES_BANKED_TEN_TAGS,TRUE,misc,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0
uav_assist,SPLASHES_UAV_ASSIST,TRUE,killstreak,0,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10
counter_uav_assist,SPLASHES_COUNTER_UAV_ASSIST,TRUE,killstreak,0,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10
directional_uav_assist,SPLASHES_DIRECTIONAL_UAV_ASSIST,TRUE,killstreak,0,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10
killstreak_full_score,SPLASHES_KILLSTREAK_KILL,TRUE,killstreak,0,25,25,25,25,25,25,25,25,0,0,25,25,25,25,25,25,25,25
killstreak_reduced_score,SPLASHES_KILLSTREAK_KILL,TRUE,killstreak,0,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5
vehicle_destroyed_assist,SPLASHES_KILLSTREAK_ASSIST,TRUE,misc,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
heavy_damage,,,misc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damage,,,misc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
healed,,,misc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grind_friendly_pickup,SPLASHES_TEAM_COLLECTED,TRUE,misc,0,0,0,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
kc_friendly_pickup,SPLASHES_TEAM_CONFIRMED,TRUE,misc,0,0,0,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0
destroyed_equipment,SPLASHES_DESTROYED_EQUIPMENT,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
trophy_defense,SPLASHES_TROPHY_DEFENSE,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_claw_kill,SPLASHES_SUPER_CLAW_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_reaper_kill,SPLASHES_SUPER_REAPER_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_eraser_kill,SPLASHES_SUPER_ERASER_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_blackholegun_kill,SPLASHES_SUPER_BLACKHOLEGUN_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_railgun_kill,SPLASHES_SUPER_RAILGUN_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_steeldragon_kill,SPLASHES_SUPER_STEELDRAGON_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_arm2_kill,SPLASHES_SUPER_ARM2_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_combatfocus_kill,SPLASHES_SUPER_COMBAT_FOCUS_KILL,TRUE,misc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super_overdrive_kill,SPLASHES_SUPER_OVERDRIVE_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_bullcharge_kill,SPLASHES_SUPER_BULL_CHARGE_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_armorup_kill,SPLASHES_SUPER_REACTIVE_ARMOR_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_rewind_kill,SPLASHES_SUPER_REWIND_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_teleport_kill,SPLASHES_SUPER_TELEPORT_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_phaseshift_kill,SPLASHES_SUPER_PHASE_SHIFT_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_microturret_kill,SPLASHES_SUPER_MICRO_TURRET_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_supertrophy_kill,SPLASHES_SUPER_TROPHY_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_wallhack_kill,SPLASHES_SUPER_WALLHACK_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_invisible_kill,SPLASHES_SUPER_ACTIVE_CAMO_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_kineticpulse_kill,SPLASHES_SUPER_KINETIC_PULSE_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_kill,SPLASHES_SUPER_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_shutdown,SPLASHES_SUPER_SHUTDOWN,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
scorestreak_pack,SPLASHES_SCORESTREAK_PACK,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
super_pack,SPLASHES_SUPER_PACK,TRUE,misc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blackhat_hack,SPLASHES_BLACKHAT_HACK,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
extra_points_loot,SPLASHES_EXTRA_POINTS_LOOT,TRUE,misc,25,50,50,50,25,25,25,50,25,0,50,50,25,50,50,50,50,50,50
mode_switch_kill,SPLASHES_MODE_SWITCH_KILL,TRUE,misc,35,35,35,35,35,35,35,35,35,0,35,35,35,35,35,35,35,35,35
mode_switch_kill_epic,SPLASHES_MODE_SWITCH_KILL,TRUE,misc,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50
leader_kill_1,SPLASHES_LEADER_KILL,TRUE,misc,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10
leader_kill_2,SPLASHES_LEADER_KILL,TRUE,misc,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10
leader_kill_3,SPLASHES_LEADER_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
leader_kill_4,SPLASHES_LEADER_KILL,TRUE,misc,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,25,25,25
leader_kill_5,SPLASHES_LEADER_KILL,TRUE,misc,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50
medal_xp_mo_money,,TRUE,medal,15,15,30,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
medal_xp_kill_mod_common,,TRUE,medal,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
medal_xp_kill_mod_uncommon,,TRUE,medal,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
medal_xp_kill_mod_rare,,TRUE,medal,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
medal_xp_comeback,,TRUE,medal,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
medal_xp_double,,TRUE,medal,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10
medal_xp_triple,,TRUE,medal,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20
medal_xp_four,,TRUE,medal,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,30,30
medal_xp_five,,TRUE,medal,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,40,40,40
medal_xp_six,,TRUE,medal,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50
medal_xp_seven,,TRUE,medal,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60
medal_xp_eight,,TRUE,medal,75,75,75,75,75,75,75,75,75,0,75,75,75,75,75,75,75,75,75
medal_xp_multi,,TRUE,medal,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100
medal_xp_streak_5,,TRUE,medal,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
medal_xp_streak_10,,TRUE,medal,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
medal_xp_streak_15,,TRUE,medal,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
medal_xp_streak_20,,TRUE,medal,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750,750
medal_xp_streak_25,,TRUE,medal,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
medal_xp_streak_30,,TRUE,medal,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
medal_xp_streak_max,,TRUE,medal,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
medal_xp_ss_kill,,TRUE,medal,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
medal_score_ss_kill,,TRUE,medal,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
medal_score_kill_ss_remote_c8,,TRUE,medal,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
medal_score_kill_ss_ball_drone_backup,,TRUE,medal,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125
medal_score_kill_ss_thor,,TRUE,medal,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
medal_score_kill_ss_minijackal,,TRUE,medal,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
