iw7_crb,camo41,ch_iw7_crb_hipfire,1,
iw7_crb,camo48,ch_iw7_crb_hipfire,2,
iw7_crb,camo45,ch_iw7_crb_hipfire,3,
iw7_crb,camo44,ch_iw7_crb_hipfire,4,
iw7_crb,camo43,ch_iw7_crb_pointblank,0,
iw7_crb,camo16,ch_iw7_crb_sliding,0,
iw7_crb,camo47,ch_iw7_crb_0attachments,0,
iw7_crb,camo14,ch_iw7_crb_2multikill,0,
iw7_crb,camo12,ch_iw7_crb_3streak,0,
iw7_crb,camo10,ch_iw7_crb_gold,0,
iw7_crb,camo95,ch_diamond_smg,0,
iw7_crb,camo94,ch_solar,0,
iw7_crb,camo96,ch_uber_camo,0,
iw7_ripper,camo05,ch_iw7_ripper,0,
iw7_ripper,camo09,ch_iw7_ripper,1,
iw7_ripper,camo11,ch_iw7_ripper,2,
iw7_ripper,camo07,ch_iw7_ripper,3,
iw7_ripper,camo27,ch_iw7_ripper_hipfire,0,
iw7_ripper,camo41,ch_iw7_ripper_hipfire,1,
iw7_ripper,camo48,ch_iw7_ripper_hipfire,2,
iw7_ripper,camo45,ch_iw7_ripper_hipfire,3,
iw7_ripper,camo44,ch_iw7_ripper_hipfire,4,
iw7_ripper,camo43,ch_iw7_ripper_pointblank,0,
iw7_ripper,camo16,ch_iw7_ripper_sliding,0,
iw7_ripper,camo47,ch_iw7_ripper_0attachments,0,
iw7_ripper,camo14,ch_iw7_ripper_2multikill,0,
iw7_ripper,camo12,ch_iw7_ripper_3streak,0,
iw7_ripper,camo10,ch_iw7_ripper_gold,0,
iw7_ripper,camo95,ch_diamond_smg,0,
iw7_ripper,camo94,ch_solar,0,
iw7_ripper,camo96,ch_uber_camo,0,
iw7_ump45,camo05,ch_iw7_ump45,0,
iw7_ump45,camo09,ch_iw7_ump45,1,
iw7_ump45,camo11,ch_iw7_ump45,2,
iw7_ump45,camo07,ch_iw7_ump45,3,
iw7_ump45,camo27,ch_iw7_ump45_hipfire,0,
iw7_ump45,camo41,ch_iw7_ump45_hipfire,1,
iw7_ump45,camo48,ch_iw7_ump45_hipfire,2,
iw7_ump45,camo45,ch_iw7_ump45_hipfire,3,
iw7_ump45,camo44,ch_iw7_ump45_hipfire,4,
iw7_ump45,camo43,ch_iw7_ump45_pointblank,0,
iw7_ump45,camo16,ch_iw7_ump45_sliding,0,
iw7_ump45,camo47,ch_iw7_ump45_0attachments,0,
iw7_ump45,camo14,ch_iw7_ump45_2multikill,0,
iw7_ump45,camo12,ch_iw7_ump45_3streak,0,
iw7_ump45,camo10,ch_iw7_ump45_gold,0,
iw7_ump45,camo95,ch_diamond_smg,0,
iw7_ump45,camo94,ch_solar,0,
iw7_ump45,camo96,ch_uber_camo,0,
iw7_fhr,camo05,ch_iw7_fhr,0,
iw7_fhr,camo09,ch_iw7_fhr,1,
iw7_fhr,camo11,ch_iw7_fhr,2,
iw7_fhr,camo07,ch_iw7_fhr,3,
iw7_fhr,camo27,ch_iw7_fhr_hipfire,0,
iw7_fhr,camo41,ch_iw7_fhr_hipfire,1,
iw7_fhr,camo48,ch_iw7_fhr_hipfire,2,
iw7_fhr,camo45,ch_iw7_fhr_hipfire,3,
iw7_fhr,camo44,ch_iw7_fhr_hipfire,4,
iw7_fhr,camo43,ch_iw7_fhr_pointblank,0,
iw7_fhr,camo16,ch_iw7_fhr_sliding,0,
iw7_fhr,camo47,ch_iw7_fhr_0attachments,0,
iw7_fhr,camo14,ch_iw7_fhr_2multikill,0,
iw7_fhr,camo12,ch_iw7_fhr_3streak,0,
iw7_fhr,camo10,ch_iw7_fhr_gold,0,
iw7_fhr,camo95,ch_diamond_smg,0,
iw7_fhr,camo94,ch_solar,0,
iw7_fhr,camo96,ch_uber_camo,0,
iw7_ump45c,camo05,ch_iw7_ump45c,0,
iw7_ump45c,camo09,ch_iw7_ump45c,1,
iw7_ump45c,camo11,ch_iw7_ump45c,2,
iw7_ump45c,camo07,ch_iw7_ump45c,3,
iw7_ump45c,camo27,ch_iw7_ump45c_hipfire,0,
iw7_ump45c,camo41,ch_iw7_ump45c_hipfire,1,
iw7_ump45c,camo48,ch_iw7_ump45c_hipfire,2,
iw7_ump45c,camo45,ch_iw7_ump45c_hipfire,3,
iw7_ump45c,camo44,ch_iw7_ump45c_hipfire,4,
iw7_ump45c,camo43,ch_iw7_ump45c_pointblank,0,
iw7_ump45c,camo16,ch_iw7_ump45c_sliding,0,
iw7_ump45c,camo47,ch_iw7_ump45c_0attachments,0,
iw7_ump45c,camo14,ch_iw7_ump45c_2multikill,0,
iw7_ump45c,camo12,ch_iw7_ump45c_3streak,0,
iw7_ump45c,camo10,ch_iw7_ump45c_gold,0,
iw7_ump45c,camo95,ch_classic_diamond,0,
iw7_ump45c,camo94,ch_solar,0,
iw7_ump45c,camo96,ch_uber_camo,0,
iw7_knife,camo05,ch_iw7_knife,0,
iw7_knife,camo09,ch_iw7_knife,1,
iw7_knife,camo11,ch_iw7_knife,2,
iw7_knife,camo07,ch_iw7_knife,3,
iw7_knife,camo27,ch_iw7_knife_backstab,0,
iw7_knife,camo41,ch_iw7_knife_backstab,1,
iw7_knife,camo48,ch_iw7_knife_backstab,2,
iw7_knife,camo45,ch_iw7_knife_backstab,3,
iw7_knife,camo44,ch_iw7_knife_backstab,4,
iw7_knife,camo43,ch_iw7_knife_frontstab,0,
iw7_knife,camo16,ch_iw7_knife_melee_only,0,
iw7_knife,camo47,ch_iw7_knife_sliding,0,
iw7_knife,camo14,ch_iw7_knife_2multikill,0,
iw7_knife,camo12,ch_iw7_knife_3streak,0,
iw7_knife,camo10,ch_iw7_knife_gold,0,
iw7_knife,camo95,ch_diamond_melee,0,
iw7_knife,camo94,ch_solar,0,
iw7_knife,camo96,ch_uber_camo,0,
iw7_ar57,camo05,ch_iw7_ar57,0,
iw7_ar57,camo09,ch_iw7_ar57,1,
iw7_ar57,camo11,ch_iw7_ar57,2,
iw7_ar57,camo07,ch_iw7_ar57,3,
iw7_ar57,camo27,ch_iw7_ar57_headshot,0,
iw7_ar57,camo41,ch_iw7_ar57_headshot,1,
iw7_ar57,camo48,ch_iw7_ar57_headshot,2,
iw7_ar57,camo45,ch_iw7_ar57_headshot,3,
iw7_ar57,camo44,ch_iw7_ar57_headshot,4,
iw7_ar57,camo43,ch_iw7_ar57_longshot,0,
iw7_ar57,camo16,ch_iw7_ar57_optic,0,
iw7_ar57,camo47,ch_iw7_ar57_0attachments,0,
iw7_ar57,camo14,ch_iw7_ar57_2multikill,0,
iw7_ar57,camo12,ch_iw7_ar57_3streak,0,
iw7_ar57,camo10,ch_iw7_ar57_gold,0,
iw7_ar57,camo95,ch_diamond_assault,0,
iw7_ar57,camo94,ch_solar,0,
iw7_ar57,camo96,ch_uber_camo,0,
iw7_ake,camo05,ch_iw7_ake,0,
iw7_ake,camo09,ch_iw7_ake,1,
iw7_ake,camo11,ch_iw7_ake,2,
iw7_ake,camo07,ch_iw7_ake,3,
iw7_ake,camo27,ch_iw7_ake_headshot,0,
iw7_ake,camo41,ch_iw7_ake_headshot,1,
iw7_ake,camo48,ch_iw7_ake_headshot,2,
iw7_ake,camo45,ch_iw7_ake_headshot,3,
iw7_ake,camo44,ch_iw7_ake_headshot,4,
iw7_ake,camo43,ch_iw7_ake_longshot,0,
iw7_ake,camo16,ch_iw7_ake_optic,0,
iw7_ake,camo47,ch_iw7_ake_0attachments,0,
iw7_ake,camo14,ch_iw7_ake_2multikill,0,
iw7_ake,camo12,ch_iw7_ake_3streak,0,
iw7_ake,camo10,ch_iw7_ake_gold,0,
iw7_ake,camo95,ch_diamond_assault,0,
iw7_ake,camo94,ch_solar,0,
iw7_ake,camo96,ch_uber_camo,0,
iw7_m4,camo05,ch_iw7_m4,0,
iw7_m4,camo09,ch_iw7_m4,1,
iw7_m4,camo11,ch_iw7_m4,2,
iw7_m4,camo07,ch_iw7_m4,3,
iw7_m4,camo27,ch_iw7_m4_headshot,0,
iw7_m4,camo41,ch_iw7_m4_headshot,1,
iw7_m4,camo48,ch_iw7_m4_headshot,2,
iw7_m4,camo45,ch_iw7_m4_headshot,3,
iw7_m4,camo44,ch_iw7_m4_headshot,4,
iw7_m4,camo43,ch_iw7_m4_longshot,0,
iw7_m4,camo16,ch_iw7_m4_optic,0,
iw7_m4,camo47,ch_iw7_m4_0attachments,0,
iw7_m4,camo14,ch_iw7_m4_2multikill,0,
iw7_m4,camo12,ch_iw7_m4_3streak,0,
iw7_m4,camo10,ch_iw7_m4_gold,0,
iw7_m4,camo95,ch_diamond_assault,0,
iw7_m4,camo94,ch_solar,0,
iw7_m4,camo96,ch_uber_camo,0,
iw7_fmg,camo05,ch_iw7_fmg,0,
iw7_fmg,camo09,ch_iw7_fmg,1,
iw7_fmg,camo11,ch_iw7_fmg,2,
iw7_fmg,camo07,ch_iw7_fmg,3,
iw7_fmg,camo27,ch_iw7_fmg_headshot,0,
iw7_fmg,camo41,ch_iw7_fmg_headshot,1,
iw7_fmg,camo48,ch_iw7_fmg_headshot,2,
iw7_fmg,camo45,ch_iw7_fmg_headshot,3,
iw7_fmg,camo44,ch_iw7_fmg_headshot,4,
iw7_fmg,camo43,ch_iw7_fmg_longshot,0,
iw7_fmg,camo16,ch_iw7_fmg_optic,0,
iw7_fmg,camo47,ch_iw7_fmg_0attachments,0,
iw7_fmg,camo14,ch_iw7_fmg_2multikill,0,
iw7_fmg,camo12,ch_iw7_fmg_3streak,0,
iw7_fmg,camo10,ch_iw7_fmg_gold,0,
iw7_fmg,camo95,ch_diamond_assault,0,
iw7_fmg,camo94,ch_solar,0,
iw7_fmg,camo96,ch_uber_camo,0,
iw7_sdfar,camo05,ch_iw7_sdfar,0,
iw7_sdfar,camo09,ch_iw7_sdfar,1,
iw7_sdfar,camo11,ch_iw7_sdfar,2,
iw7_sdfar,camo07,ch_iw7_sdfar,3,
iw7_sdfar,camo27,ch_iw7_sdfar_headshot,0,
iw7_sdfar,camo41,ch_iw7_sdfar_headshot,1,
iw7_sdfar,camo48,ch_iw7_sdfar_headshot,2,
iw7_sdfar,camo45,ch_iw7_sdfar_headshot,3,
iw7_sdfar,camo44,ch_iw7_sdfar_headshot,4,
iw7_sdfar,camo43,ch_iw7_sdfar_longshot,0,
iw7_sdfar,camo16,ch_iw7_sdfar_optic,0,
iw7_sdfar,camo47,ch_iw7_sdfar_0attachments,0,
iw7_sdfar,camo14,ch_iw7_sdfar_2multikill,0,
iw7_sdfar,camo12,ch_iw7_sdfar_3streak,0,
iw7_sdfar,camo10,ch_iw7_sdfar_gold,0,
iw7_sdfar,camo95,ch_diamond_assault,0,
iw7_sdfar,camo94,ch_solar,0,
iw7_sdfar,camo96,ch_uber_camo,0,
iw7_arclassic,camo05,ch_iw7_arclassic,0,
iw7_arclassic,camo09,ch_iw7_arclassic,1,
iw7_arclassic,camo11,ch_iw7_arclassic,2,
iw7_arclassic,camo07,ch_iw7_arclassic,3,
iw7_arclassic,camo27,ch_iw7_arclassic_headshot,0,
iw7_arclassic,camo41,ch_iw7_arclassic_headshot,1,
iw7_arclassic,camo48,ch_iw7_arclassic_headshot,2,
iw7_arclassic,camo45,ch_iw7_arclassic_headshot,3,
iw7_arclassic,camo44,ch_iw7_arclassic_headshot,4,
iw7_arclassic,camo43,ch_iw7_arclassic_longshot,0,
iw7_arclassic,camo16,ch_iw7_arclassic_optic,0,
iw7_arclassic,camo47,ch_iw7_arclassic_0attachments,0,
iw7_arclassic,camo14,ch_iw7_arclassic_2multikill,0,
iw7_arclassic,camo12,ch_iw7_arclassic_3streak,0,
iw7_arclassic,camo10,ch_iw7_arclassic_gold,0,
iw7_arclassic,camo95,ch_classic_diamond,0,
iw7_arclassic,camo94,ch_solar,0,
iw7_arclassic,camo96,ch_uber_camo,0,
iw7_glprox,camo05,ch_iw7_glprox,0,
iw7_glprox,camo09,ch_iw7_glprox,1,
iw7_glprox,camo11,ch_iw7_glprox,2,
iw7_glprox,camo07,ch_iw7_glprox,3,
iw7_glprox,camo27,ch_iw7_glprox_direct,0,
iw7_glprox,camo41,ch_iw7_glprox_direct,1,
iw7_glprox,camo48,ch_iw7_glprox_direct,2,
iw7_glprox,camo45,ch_iw7_glprox_direct,3,
iw7_glprox,camo44,ch_iw7_glprox_direct,4,
iw7_glprox,camo43,ch_iw7_glprox_2multikill,0,
iw7_glprox,camo16,ch_iw7_glprox_no_primary,0,
iw7_glprox,camo47,ch_iw7_glprox_kill_streak,0,
iw7_glprox,camo14,ch_iw7_glprox_long_range,0,
iw7_glprox,camo12,ch_iw7_glprox_3streak,0,
iw7_glprox,camo10,ch_iw7_glprox_gold,0,
iw7_glprox,camo95,ch_diamond_projectile,0,
iw7_glprox,camo94,ch_solar,0,
iw7_glprox,camo96,ch_uber_camo,0,
iw7_chargeshot,camo05,ch_iw7_chargeshot,0,
iw7_chargeshot,camo09,ch_iw7_chargeshot,1,
iw7_chargeshot,camo11,ch_iw7_chargeshot,2,
iw7_chargeshot,camo07,ch_iw7_chargeshot,3,
iw7_chargeshot,camo27,ch_iw7_chargeshot_kill_streak_points,0,
iw7_chargeshot,camo41,ch_iw7_chargeshot_kill_streak_points,1,
iw7_chargeshot,camo48,ch_iw7_chargeshot_kill_streak_points,2,
iw7_chargeshot,camo45,ch_iw7_chargeshot_kill_streak_points,3,
iw7_chargeshot,camo44,ch_iw7_chargeshot_kill_streak_points,4,
iw7_chargeshot,camo43,ch_iw7_chargeshot_kill,0,
iw7_chargeshot,camo16,ch_iw7_chargeshot_2multikill,0,
iw7_chargeshot,camo47,ch_iw7_chargeshot_streak_double,0,
iw7_chargeshot,camo14,ch_iw7_chargeshot_kill_3_streaks,0,
iw7_chargeshot,camo12,ch_iw7_chargeshot_combo,0,
iw7_chargeshot,camo10,ch_iw7_chargeshot_gold,0,
iw7_chargeshot,camo95,ch_diamond_projectile,0,
iw7_chargeshot,camo94,ch_solar,0,
iw7_chargeshot,camo96,ch_uber_camo,0,
iw7_lockon,camo05,ch_iw7_lockon,0,
iw7_lockon,camo09,ch_iw7_lockon,1,
iw7_lockon,camo11,ch_iw7_lockon,2,
iw7_lockon,camo07,ch_iw7_lockon,3,
iw7_lockon,camo27,ch_iw7_lockon_kill_streak_points,0,
iw7_lockon,camo41,ch_iw7_lockon_kill_streak_points,1,
iw7_lockon,camo48,ch_iw7_lockon_kill_streak_points,2,
iw7_lockon,camo45,ch_iw7_lockon_kill_streak_points,3,
iw7_lockon,camo44,ch_iw7_lockon_kill_streak_points,4,
iw7_lockon,camo43,ch_iw7_lockon_no_lock_on,0,
iw7_lockon,camo16,ch_iw7_lockon_kill,0,
iw7_lockon,camo47,ch_iw7_lockon_streak_double,0,
iw7_lockon,camo14,ch_iw7_lockon_kill_3_streaks,0,
iw7_lockon,camo12,ch_iw7_lockon_combo,0,
iw7_lockon,camo10,ch_iw7_lockon_gold,0,
iw7_lockon,camo95,ch_diamond_projectile,0,
iw7_lockon,camo94,ch_solar,0,
iw7_lockon,camo96,ch_uber_camo,0,
iw7_kbs,camo05,ch_iw7_kbs,0,
iw7_kbs,camo09,ch_iw7_kbs,1,
iw7_kbs,camo11,ch_iw7_kbs,2,
iw7_kbs,camo07,ch_iw7_kbs,3,
iw7_kbs,camo27,ch_iw7_kbs_headshot,0,
iw7_kbs,camo41,ch_iw7_kbs_headshot,1,
iw7_kbs,camo48,ch_iw7_kbs_headshot,2,
iw7_kbs,camo45,ch_iw7_kbs_headshot,3,
iw7_kbs,camo44,ch_iw7_kbs_headshot,4,
iw7_kbs,camo43,ch_iw7_kbs_longshot,0,
iw7_kbs,camo16,ch_iw7_kbs_holdbreath,0,
iw7_kbs,camo47,ch_iw7_kbs_6attachments,0,
iw7_kbs,camo14,ch_iw7_kbs_2multikill,0,
iw7_kbs,camo12,ch_iw7_kbs_3streak,0,
iw7_kbs,camo10,ch_iw7_kbs_gold,0,
iw7_kbs,camo95,ch_diamond_sniper,0,
iw7_kbs,camo94,ch_solar,0,
iw7_kbs,camo96,ch_uber_camo,0,
iw7_cheytac,camo05,ch_iw7_cheytac,0,
iw7_cheytac,camo09,ch_iw7_cheytac,1,
iw7_cheytac,camo11,ch_iw7_cheytac,2,
iw7_cheytac,camo07,ch_iw7_cheytac,3,
iw7_cheytac,camo27,ch_iw7_cheytac_headshot,0,
iw7_cheytac,camo41,ch_iw7_cheytac_headshot,1,
iw7_cheytac,camo48,ch_iw7_cheytac_headshot,2,
iw7_cheytac,camo45,ch_iw7_cheytac_headshot,3,
iw7_cheytac,camo44,ch_iw7_cheytac_headshot,4,
iw7_cheytac,camo43,ch_iw7_cheytac_longshot,0,
iw7_cheytac,camo16,ch_iw7_cheytac_holdbreath,0,
iw7_cheytac,camo47,ch_iw7_cheytac_6attachments,0,
iw7_cheytac,camo14,ch_iw7_cheytac_2multikill,0,
iw7_cheytac,camo12,ch_iw7_cheytac_3streak,0,
iw7_cheytac,camo10,ch_iw7_cheytac_gold,0,
iw7_cheytac,camo95,ch_diamond_sniper,0,
iw7_cheytac,camo94,ch_solar,0,
iw7_cheytac,camo96,ch_uber_camo,0,
iw7_m8,camo05,ch_iw7_m8,0,
iw7_m8,camo09,ch_iw7_m8,1,
iw7_m8,camo11,ch_iw7_m8,2,
iw7_m8,camo07,ch_iw7_m8,3,
iw7_m8,camo27,ch_iw7_m8_headshot,0,
iw7_m8,camo41,ch_iw7_m8_headshot,1,
iw7_m8,camo48,ch_iw7_m8_headshot,2,
iw7_m8,camo45,ch_iw7_m8_headshot,3,
iw7_m8,camo44,ch_iw7_m8_headshot,4,
iw7_m8,camo43,ch_iw7_m8_longshot,0,
iw7_m8,camo16,ch_iw7_m8_holdbreath,0,
iw7_m8,camo47,ch_iw7_m8_6attachments,0,
iw7_m8,camo14,ch_iw7_m8_2multikill,0,
iw7_m8,camo12,ch_iw7_m8_3streak,0,
iw7_m8,camo10,ch_iw7_m8_gold,0,
iw7_m8,camo95,ch_diamond_sniper,0,
iw7_m8,camo94,ch_solar,0,
iw7_m8,camo96,ch_uber_camo,0,
iw7_m1,camo05,ch_iw7_m1,0,
iw7_m1,camo09,ch_iw7_m1,1,
iw7_m1,camo11,ch_iw7_m1,2,
iw7_m1,camo07,ch_iw7_m1,3,
iw7_m1,camo27,ch_iw7_m1_headshot,0,
iw7_m1,camo41,ch_iw7_m1_headshot,1,
iw7_m1,camo48,ch_iw7_m1_headshot,2,
iw7_m1,camo45,ch_iw7_m1_headshot,3,
iw7_m1,camo44,ch_iw7_m1_headshot,4,
iw7_m1,camo43,ch_iw7_m1_longshot,0,
iw7_m1,camo16,ch_iw7_m1_holdbreath,0,
iw7_m1,camo47,ch_iw7_m1_6attachments,0,
iw7_m1,camo14,ch_iw7_m1_2multikill,0,
iw7_m1,camo12,ch_iw7_m1_3streak,0,
iw7_m1,camo10,ch_iw7_m1_gold,0,
iw7_m1,camo95,ch_diamond_sniper,0,
iw7_m1,camo94,ch_solar,0,
iw7_m1,camo96,ch_uber_camo,0,
iw7_m1c,camo05,ch_iw7_m1c,0,
iw7_m1c,camo09,ch_iw7_m1c,1,
iw7_m1c,camo11,ch_iw7_m1c,2,
iw7_m1c,camo07,ch_iw7_m1c,3,
iw7_m1c,camo27,ch_iw7_m1c_headshot,0,
iw7_m1c,camo41,ch_iw7_m1c_headshot,1,
iw7_m1c,camo48,ch_iw7_m1c_headshot,2,
iw7_m1c,camo45,ch_iw7_m1c_headshot,3,
iw7_m1c,camo44,ch_iw7_m1c_headshot,4,
iw7_m1c,camo43,ch_iw7_m1c_longshot,0,
iw7_m1c,camo16,ch_iw7_m1c_optic,0,
iw7_m1c,camo47,ch_iw7_m1c_0attachments,0,
iw7_m1c,camo14,ch_iw7_m1c_2multikill,0,
iw7_m1c,camo12,ch_iw7_m1c_3streak,0,
iw7_m1c,camo10,ch_iw7_m1c_gold,0,
iw7_m1c,camo95,ch_classic_diamond,0,
iw7_m1c,camo94,ch_solar,0,
iw7_m1c,camo96,ch_uber_camo,0,
iw7_cheytacc,camo05,ch_iw7_cheytacc,0,
iw7_cheytacc,camo09,ch_iw7_cheytacc,1,
iw7_cheytacc,camo11,ch_iw7_cheytacc,2,
iw7_cheytacc,camo07,ch_iw7_cheytacc,3,
iw7_cheytacc,camo27,ch_iw7_cheytacc_headshot,0,
iw7_cheytacc,camo41,ch_iw7_cheytacc_headshot,1,
iw7_cheytacc,camo48,ch_iw7_cheytacc_headshot,2,
iw7_cheytacc,camo45,ch_iw7_cheytacc_headshot,3,
iw7_cheytacc,camo44,ch_iw7_cheytacc_headshot,4,
iw7_cheytacc,camo43,ch_iw7_cheytacc_longshot,0,
iw7_cheytacc,camo16,ch_iw7_cheytacc_holdbreath,0,
iw7_cheytacc,camo47,ch_iw7_cheytacc_6attachments,0,
iw7_cheytacc,camo14,ch_iw7_cheytacc_2multikill,0,
iw7_cheytacc,camo12,ch_iw7_cheytacc_3streak,0,
iw7_cheytacc,camo10,ch_iw7_cheytacc_gold,0,
iw7_cheytacc,camo95,ch_classic_diamond,0,
iw7_cheytacc,camo94,ch_solar,0,
iw7_cheytacc,camo96,ch_uber_camo,0,
iw7_devastator,camo05,ch_iw7_devastator,0,
iw7_devastator,camo09,ch_iw7_devastator,1,
iw7_devastator,camo11,ch_iw7_devastator,2,
iw7_devastator,camo07,ch_iw7_devastator,3,
iw7_devastator,camo27,ch_iw7_devastator_hipfire,0,
iw7_devastator,camo41,ch_iw7_devastator_hipfire,1,
iw7_devastator,camo48,ch_iw7_devastator_hipfire,2,
iw7_devastator,camo45,ch_iw7_devastator_hipfire,3,
iw7_devastator,camo44,ch_iw7_devastator_hipfire,4,
