11,power_blackoutGrenade,PERKS_POWER_BLACKOUTGRENADE,PERKS_POWER_BLACKOUTGRENADE_DESC,equipment_icon_slot_blackoutgrenade,equipment_icon_showcase_blackoutgrenade,weapon,blackout_grenade_mp,30,1,1,0,archetype_medic,run_and_gun|cqb,recruit|regular|hardened|veteran,charges,0,MENU_HITS
12,power_dash,PERKS_POWER_DASH,PERKS_POWER_DASH_DESC,power_dash_sm,power_dash_lrg,weapon,<power_script_generic_weapon>,5,1,1,0,archetype_heavy,run_and_gun|cqb,recruit|regular|hardened|veteran,charges,0,
13,power_opticWave,PERKS_POWER_OPTICWAVE,PERKS_POWER_OPTICWAVE_DESC,power_opticwave_sm,power_opticwave_lrg,weapon,power_opticwave_mp,60,1,1,0,archetype_sniper,camper,regular|hardened|veteran,charges,0,
14,power_phaseSplit,PERKS_POWER_PHASESPLIT,PERKS_POWER_PHASESPLIT_DESC,equipment_icon_slot_gesture_c8,equipment_icon_slot_gesture_c8,weapon,power_rc8_mp,45,1,1,0,archetype_sniper,camper,regular|hardened|veteran,drain,0,
15,power_discMarker,PERKS_POWER_DISC_MARKER,PERKS_POWER_DISC_MARKER_DESC,equipment_icon_slot_gesture_flick,equipment_icon_slot_gesture_flick,weapon,power_chinflick_mp,12,1,1,0,archetype_demolitions,run_and_gun|cqb,regular|hardened|veteran,charges,0,
16,power_adrenalineMist,PERKS_POWER_ADRENALINE_MIST,PERKS_POWER_ADRENALINE_MIST_DESC,equipment_icon_slot_gesture_no,equipment_icon_slot_gesture_no,weapon,power_no_mp,45,1,1,0,archetype_medic,run_and_gun|cqb,regular|hardened|veteran,charges,0,
17,power_caseBomb,PERKS_POWER_CASE_BOMB,PERKS_POWER_CASE_BOMB_DESC,equipment_icon_slot_gesture_jackal,equipment_icon_slot_gesture_jackal,weapon,power_jackal_mp,45,1,1,0,archetype_demolitions,run_and_gun|cqb,regular|hardened|veteran,charges,0,
18,power_semtex,PERKS_POWER_SEMTEX,PERKS_POWER_SEMTEX_DESC,icon_ability_semtex,weapon_semtex_360,weapon,semtex_mp,45,1,1,0,archetype_demolitions,run_and_gun|cqb,regular|hardened|veteran,charges,0,
19,power_thermobaric,PERKS_POWER_THERMOBARIC,PERKS_POWER_THERMOBARIC_DESC,equipment_icon_slot_gesture_begone,equipment_icon_slot_gesture_begone,weapon,power_begone_mp,30,1,1,0,archetype_demolitions,run_and_gun|cqb,regular|hardened|veteran,charges,0,
20,power_overCharge,PERKS_POWER_OVERCHARGE,PERKS_POWER_OVERCHARGE_DESC,icon_ability_overcharge,icon_ability_overcharge,weapon,power_overcharge_mp,45,1,1,0,archetype_assault,run_and_gun|cqb,hardened|veteran,drain,0,
21,power_domeshield,PERKS_POWER_DOMESHIELD,PERKS_POWER_DOMESHIELD_DESC,equipment_icon_slot_domeshield,equipment_icon_showcase_domeshield,weapon,domeshield_mp,60,1,1,0,archetype_heavy,run_and_gun|cqb,regular|hardened|veteran,charges,0,MP_FRONTEND_ONLY_STAT_ABSORBED
22,power_smokeWall,PERKS_POWER_THROWING_KNIFE_SMOKEWALL,PERKS_POWER_THROWING_KNIFE_SMOKEWALL_DESC,throw_knifesmokewall_sm,throw_knifesmokewall_lrg,weapon,throwingknifesmokewall_mp,45,1,1,0,archetype_scout,run_and_gun|cqb,recruit|regular|hardened|veteran,charges,0,
23,power_blackholeGrenade,PERKS_POWER_BLACKHOLE_GRENADE,PERKS_POWER_BLACKHOLE_GRENADE_DESC,equipment_icon_slot_blackholeprojector,equipment_icon_showcase_blackholeprojector,weapon,blackhole_grenade_mp,60,1,1,0,archetype_assassin,run_and_gun|cqb,regular|hardened|veteran,charges,0,
24,power_copycatGrenade,PERKS_POWER_COPYCAT_GRENADE,PERKS_POWER_COPYCAT_GRENADE_DESC,weapon_flashbang,weapon_flashbang_360,weapon,copycat_grenade_mp,10,1,1,0,archetype_engineer,run_and_gun|cqb,regular|hardened|veteran,charges,0,
25,power_speedStrip,PERKS_POWER_SPEED_STRIP,PERKS_POWER_SPEED_STRIP_DESC,weapon_speed_strip,weapon_speed_strip_large,weapon,speed_strip_mp,60,1,1,0,archetype_medic,run_and_gun|cqb,regular|hardened|veteran,charges,0,
26,power_comlink,PERKS_POWER_COMLINK,PERKS_POWER_COMLINK_DESC,power_comlink_sm,power_comlink_lrg,weapon,<power_script_generic_weapon>,30,1,1,0,none,none,none,charges,0,
27,power_empGrenade,WEAPON_EMP_GRENADE,PERKS_POWER_EMP_GRENADE_DESC,icon_ability_emp_grenade,icon_weapon_render_emp_grenade,weapon,emp_grenade_mp,30,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,charges,0,
28,power_shardBall,PERKS_POWER_SHARD_BALL,PERKS_POWER_SHARD_BALL_DESC,weapon_shard_ball,weapon_shard_ball_large,weapon,shard_ball_mp,45,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,charges,0,
29,power_splashGrenade,PERKS_POWER_SPLASH_GRENADE,PERKS_POWER_SPLASH_GRENADE_DESC,equipment_icon_slot_plasmagrenade,equipment_icon_showcase_plasmagrenade,weapon,splash_grenade_mp,45,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,charges,0,
30,power_forcePush,PERKS_POWER_FORCEPUSH,PERKS_POWER_FORCEPUSH_DESC,power_forcePush_sm,power_forcePush_lrg,weapon,forcepush_mp,30,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,charges,0,
31,power_c4,PERKS_C4,PERKS_DESC_C4,equipment_icon_slot_c4,equipment_icon_showcase_c4,weapon,c4_mp,45,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,interact,0,
32,power_throwingReap,PERKS_POWER_THROWING_REAPER,PERKS_POWER_THROWING_REAPER_DESC,power_plasmaspear_sm,power_plasmaspear_lrg,weapon,throwingreaper_mp,5,1,1,0,archetype_reaper,run_and_gun|cqb,regular|hardened|veteran,charges,0,
33,power_portalGenerator,PERKS_POWER_PORTAL_GENERATOR,PERKS_POWER_PORTAL_GENERATOR_DESC,weapon_portal_generator_sm,weapon_portal_generator_lrg,weapon,portal_generator_mp,10,1,1,0,archetype_medic,run_and_gun|cqb,regular|hardened|veteran,charges,0,
34,power_transponder,PERKS_POWER_TRANSPONDER,PERKS_POWER_TRANSPONDER_DESC,equipment_icon_slot_gesture_bang,equipment_icon_slot_gesture_bang,weapon,power_bang_mp,20,1,1,0,archetype_sniper,run_and_gun|cqb,recruit|regular|hardened|veteran,interact,0,
35,power_sonicSensor,PERKS_POWER_SONICSENSOR,PERKS_POWER_SONICSENSOR_DESC,weapon_concsensor_sm,weapon_concsensor_360,weapon,sonic_sensor_mp,15,1,1,0,archetype_sniper,none,none,charges,0,
36,power_barrier,PERKS_POWER_BARRIER,PERKS_POWER_BARRIER_DESC,power_barrier_sm,power_barrier_lrg,weapon,<power_script_generic_weapon>,60,1,1,0,archetype_assault,run_and_gun|cqb,recruit|regular|hardened|veteran,charges,0,
37,power_mortarMount,PERKS_POWER_MORTARMOUNT,PERKS_POWER_MORTARMOUNT_DESC,power_mortarmount_sm,power_mortarmount_lrg,weapon,<power_script_generic_weapon>,30,1,1,0,archetype_heavy,,,drain,0,
38,power_adrenaline,PERKS_POWER_ADRENALINE,PERKS_POWER_ADRENALINE_DESC,equipment_icon_slot_adrenalinedrip,equipment_icon_showcase_adrenalinedrip,weapon,power_adrenaline_mp,20,1,1,0,archetype_assault,run_and_gun|cqb,hardened|veteran,drain,0,MENU_KILLS
39,power_multiVisor,PERKS_MULTIVISOR,PERKS_MULTIVISOR_DESC,power_opticwave_sm,power_opticwave_lrg,weapon,power_multivisor_mp,20,1,1,0,archetype_assault,run_and_gun|cqb,hardened|veteran,charges,0,
40,power_trophy,PERKS_TROPHY,PERKS_DESC_TROPHY,equipment_icon_slot_trophysystem,equipment_icon_showcase_trophysystem,weapon,trophy_mp,20,1,1,0,archetype_assault,run_and_gun|cqb,hardened|veteran,charges,0,MP_FRONTEND_ONLY_STAT_SAVES
41,power_stealthMode,PERKS_POWER_STEALTH_MODE,PERKS_POWER_STEALTH_MODE_DESC,power_stealthmode_sm,power_stealthmode_lrg,weapon,power_stealthmode_mp,20,1,1,0,archetype_scout,run_and_gun|cqb,hardened|veteran,drain,0,
42,power_disruptor,PERKS_POWER_DISRUPTOR,PERKS_POWER_DISRUPTOR_DESC,weapon_shard_ball,weapon_shard_ball_large,weapon,throwingknifedisruptor_mp,5,1,1,0,archetype_scout,run_and_gun|cqb,regular|hardened|veteran,charges,0,
43,power_pulseGrenade,PERKS_PULSE_GRENADE,PERKS_DESC_PULSE_GRENADE,power_pulse_grenade_sm,power_pulse_grenade_lrg,weapon,pulse_grenade_mp,45,1,1,0,archetype_scout,run_and_gun|cqb,hardened|veteran,charges,0,
44,power_niagara,PERKS_POWER_NIAGARA,PERKS_POWER_NIAGARA_DESC,power_niagara_sm,power_niagara_lrg,weapon,<power_script_generic_weapon>,45,1,1,0,archetype_heavy,,,drain,0,
45,power_siphonKnife,PERKS_POWER_SIPHONKNIFE,PERKS_POWER_SIPHONKNIFE_DESC,throw_knifesiphon_sm,weapon_knifesiphon_lrg,weapon,throwingknifesiphon_mp,60,1,1,0,archetype_heavy,,,charges,0,
46,power_engineerDrone,PERKS_POWER_ENG_DRONE,PERKS_POWER_ENG_DRONE_DESC,util_drone_sm,util_drone_lrg,weapon,power_utility_drone_mp,20,1,1,0,archetype_engineer,run_and_gun|cqb,regular|hardened|veteran,drain,0,
47,power_ammoBox,PERKS_POWER_AMMO_BOX,PERKS_POWER_AMMO_BOX_DESC,power_ammo_box_sm,power_ammo_box_lrg,weapon,ammo_box_mp,40,1,1,0,archetype_engineer,run_and_gun|cqb,hardened|veteran,charges,0,
48,power_portalGrenade,PERKS_POWER_PORTAL_GRENADE,PERKS_POWER_PORTAL_GRENADE_DESC,weapon_portal_grenade_sm,weapon_portal_grenade,weapon,portal_grenade_mp,20,1,1,0,archetype_assassin,run_and_gun|cqb,regular|hardened|veteran,charges,0,
49,power_virusGrenade,PERKS_POWER_VIRUS_GRENADE,PERKS_POWER_VIRUS_GRENADE_DESC,power_virus_grenade_sm,power_virus_grenade_lrg,weapon,virus_grenade_mp,30,1,1,0,archetype_assassin,run_and_gun|cqb,regular|hardened|veteran,charges,0,
50,power_fearGrenade,PERKS_POWER_FEAR_GRENADE,PERKS_POWER_FEAR_GRENADE_DESC,power_feargrenade_sm,power_feargrenade_lrg,weapon,fear_grenade_mp,20,1,1,0,archetype_sniper,run_and_gun|cqb,regular|hardened|veteran,charges,0,
51,power_distortionField,PERKS_POWER_DISTORTIONFIELD_GRENADE,PERKS_POWER_DISTORTIONFIELD_GRENADE_DESC,power_virus_grenade_sm,power_virus_grenade_lrg,weapon,distortionfield_grenade_mp,5,1,1,0,archetype_sniper,run_and_gun|cqb,regular|hardened|veteran,charges,0,
52,power_attackDrone,PERKS_POWER_ATTACK_DRONE,PERKS_POWER_ATTACK_DRONE_DESC,power_attack_drone_sm,power_attack_drone_lrg,weapon,power_attack_drone_mp,45,1,1,0,archetype_sniper,run_and_gun|cqb,regular|hardened|veteran,charges,0,
53,power_frag,PERKS_FRAG_GRENADE,PERKS_DESC_FRAG_GRENADE,icon_ability_frag,weapon,frag_grenade_mp,45,1,1,0,archetype_sniper,run_and_gun|cqb,regular|hardened|veteran,charges,0,,
54,power_cryoMine,PERKS_POWER_CRYO_MINE,PERKS_POWER_CRYO_MINE_DESC,equipment_icon_slot_cryomine,equipment_icon_showcase_cryomine,weapon,cryo_mine_mp,45,1,1,0,archetype_scout,run_and_gun|cqb,regular|hardened|veteran,charges,0,MENU_HITS
55,power_wristRocket,PERKS_POWER_WRISTROCKET,PERKS_POWER_WRISTROCKET_DESC,equipment_icon_slot_trackinggrenade,equipment_icon_showcase_trackinggrenade,weapon,wristrocket_mp,45,1,1,0,archetype_heavy,run_and_gun|cqb,regular|hardened|veteran,charges,0,
56,power_explodingDrone,PERKS_POWER_EXPLODING_DRONE,PERKS_POWER_EXPLODING_DRONE_DESC,equipment_icon_slot_explodingdrone,equipment_icon_showcase_explodingdrone,weapon,power_exploding_drone_mp,30,1,1,0,archetype_engineer,run_and_gun|cqb,regular|hardened|veteran,interact,0,
57,power_claymore,PERKS_CLAYMORE,PERKS_DESC_CLAYMORE,hud_icon_claymore,weapon_claymore_360,weapon,claymore_mp,45,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,charges,0,
58,power_coneFlash,PERKS_POWER_CONE_FLASH,PERKS_POWER_CONE_FLASH_DESC,power_coneflash_sm,power_coneflash_lrg,weapon,coneflash_mp,25,1,1,0,archetype_heavy,run_and_gun|cqb,regular|hardened|veteran,charges,0,
59,power_blackhat,PERKS_POWER_BLACKHAT,PERKS_POWER_BLACKHAT_DESC,power_blackhat_sm,power_blackhat_lrg,weapon,power_blackhat_mp,20,1,1,0,engineer,run_and_gun|cqb,hardened|veteran,charges,0,
60,power_deployableCover,PERKS_POWER_DEPLOYABLE_COVER,PERKS_POWER_DEPLOYABLE_COVER_DESC,equipment_icon_slot_foam,render_equipment_foam,weapon,deployable_cover_mp,30,1,1,0,archetype_heavy,run_and_gun|cqb,regular|hardened|veteran,charges,0,
61,power_spiderGrenade,PERKS_POWER_SPIDER_GRENADE,PERKS_POWER_SPIDER_GRENADE_DESC,equipment_icon_slot_seeker,render_equipment_seeker,weapon,power_spider_grenade_mp,45,1,1,0,archetype_sniper,,,charges,0,
62,power_hackKnife,PERKS_POWER_HACK_KNIFE,PERKS_POWER_HACK_KNIFE_DESC,power_plasmaspear_sm,power_plasmaspear_lrg,weapon,throwingknifehack_mp,45,1,1,0,archetype_sniper,,,charges,0,
63,power_concussionGrenade,PERKS_POWER_CONCUSSION_GRENADE,PERKS_POWER_CONCUSSION_GRENADE_DESC,equipment_icon_slot_shockgrenade,render_equipment_shock,weapon,concussion_grenade_mp,30,1,1,0,,,,charges,0,MENU_HITS
64,power_splitGrenade,PERKS_POWER_SPLIT_GRENADE,PERKS_POWER_SPLIT_GRENADE_DESC,equipment_icon_slot_splitgren,equipment_icon_showcase_splitgren,weapon,split_grenade_mp,45,1,1,0,,,,charges,0,
65,power_tripMine,PERKS_POWER_TRIP_MINE,PERKS_POWER_TRIP_MINE_DESC,equipment_icon_slot_tripmine,equipment_icon_showcase_tripmine,weapon,trip_mine_mp,45,1,1,0,,,,charges,0,
66,power_periphVis,PERKS_POWER_PERIPHVIS,PERKS_POWER_PERIPHVIS_DESC,equipment_icon_slot_personalradar,equipment_icon_showcase_personalradar,weapon,<power_script_generic_weapon>,30,1,1,0,,,,drain,0,MENU_KILLS
67,power_throwingKnife,PERKS_THROWING_KNIFE,PERKS_DESC_THROWING_KNIFE,equipment_icon_slot_biospike,equipment_icon_showcase_biospike,weapon,throwingknife_mp,60,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,charges,0,
68,power_tacInsert,PERKS_TACTICALINSERTION,PERKS_DESC_TACTICALINSERTION,equipment_icon_slot_tactical_insert,equipment_icon_slot_tactical_insert,weapon,flare_mp,60,1,1,0,archetype_assault,run_and_gun|cqb,regular|hardened|veteran,charges,0,
