38,camo38,0,camo_01,1.0 1.0 1.0,1 1,LUA_MENU_CAMO_38,icon_camo_01,38,1,,extra,,999,0,,,
39,camo39,0,camo_01,1.0 1.0 1.0,1 1,LUA_MENU_CAMO_39,icon_camo_01,39,1,,extra,,999,0,,,
40,camo40,0,camo_40,0.63 0.31 0.03,1 1,LUA_MENU_CAMO_40,icon_camo_40,40,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
41,camo41,0,camo_41,0.39 0.43 0.30,1 1,LUA_MENU_CAMO_41,icon_camo_41,41,1,,mp,unlock,6,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_CHALLENGE
42,camo42,0,camo_42,0.52 0.14 0 ,1 1,LUA_MENU_CAMO_42,icon_camo_42,42,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
43,camo43,0,camo_43,0.24 0.14 0 ,1 1,LUA_MENU_CAMO_43,icon_camo_43,43,1,,mp,unlock,10,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_CHALLENGE
44,camo44,0,camo_44,0.16 0.16 0.16,1 1,LUA_MENU_CAMO_44,icon_camo_44,44,1,,mp,unlock,9,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_CHALLENGE
45,camo45,0,camo_45,0.73 0.67 0.12,1 1,LUA_MENU_CAMO_45,icon_camo_45,45,1,,mp,unlock,8,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_CHALLENGE
46,camo46,0,camo_46,0.90 0.90 0.90,1 1,LUA_MENU_CAMO_46,icon_camo_46,46,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
47,camo47,0,camo_47,0.90 0.69 0.03,1 1,LUA_MENU_CAMO_47,icon_camo_47,47,1,,mp,unlock,12,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_CHALLENGE
48,camo48,0,camo_48,0.71 0.50 0.50,1 1,LUA_MENU_CAMO_48,icon_camo_48,48,1,,mp,unlock,7,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_CHALLENGE
49,camo49,0,camo_49,0.31 0.45 0.17,1 1,LUA_MENU_CAMO_49,icon_camo_49,49,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
50,camo50,0,camo_50,0.30 0.31 0.34,4 2,LUA_MENU_CAMO_50,icon_camo_50,50,1,,extra,loot,999,1,1,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
51,camo51,0,camo_51,0.87 0.19 0.01,4 4,LUA_MENU_CAMO_51,icon_camo_51,51,1,,extra,loot,999,1,1,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
52,camo52,0,camo_01,1.0 1.0 1.0,1 1,LUA_MENU_CAMO_52,icon_camo_01,52,1,,extra,,999,0,,,
53,camo53,0,camo_01,0 0.43 0.76,1 1,LUA_MENU_CAMO_53,icon_camo_01,53,1,,loot,loot,999,0,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
54,camo54,0,camo_54,0.61 0.49 0,1 1,LUA_MENU_CAMO_54,icon_camo_54,54,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
55,camo55,0,camo_55,0.63 0.21 0.4,4 4,LUA_MENU_CAMO_55,icon_camo_55,55,1,,loot,loot,1008,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
56,camo56,0,camo_56,0.29 0.12 0,1 1,LUA_MENU_CAMO_56,icon_camo_56,56,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
57,camo57,0,camo_57,0.17 0.17 0.21,1 1,LUA_MENU_CAMO_57,icon_camo_57,57,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
58,camo58,0,camo_58,0.12 0.16 0.26,1 1,LUA_MENU_CAMO_58,icon_camo_58,58,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
59,camo59,0,camo_59,0.07 0.07 0.10,1 1,LUA_MENU_CAMO_59,icon_camo_59,59,1,,missionTeam,loot,4,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_MISSION_TEAMS
60,camo60,0,camo_60,0 0 0,4 4,LUA_MENU_CAMO_60,icon_camo_60,60,1,,loot,loot,1009,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
61,camo61,0,camo_61,0.23 0 0.28,4 4,LUA_MENU_CAMO_61,icon_camo_61,61,1,,loot,loot,1010,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
62,camo62,0,camo_62,0.14 0.14 0.14,1 1,LUA_MENU_CAMO_62,icon_camo_62,62,1,,missionTeam,loot,2,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_MISSION_TEAMS
63,camo63,0,camo_63,1.0 0.5 0,4 4,LUA_MENU_CAMO_63,icon_camo_63,63,1,,loot,loot,1011,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
64,camo64,0,camo_64,0.05 0.16 0.31,4 4,LUA_MENU_CAMO_64,icon_camo_64,64,1,,loot,loot,1002,1,1,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
65,camo65,0,camo_65,0.22 0.67 0.83,4 4,LUA_MENU_CAMO_65,icon_camo_65,65,1,,loot,loot,1003,1,1,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
66,camo66,0,camo_66,0.98 0.41 0.5,4 4,LUA_MENU_CAMO_66,icon_camo_66,66,1,,loot,loot,1004,1,1,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
67,camo67,0,camo_67,1.0 0.44 0.02,4 4,LUA_MENU_CAMO_67,icon_camo_67,67,1,,loot,loot,1005,1,1,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
68,camo68,0,camo_68,0 0.47 0.69,4 4,LUA_MENU_CAMO_68,icon_camo_68,68,1,,loot,loot,1006,1,1,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
69,camo69,0,camo_69,1.0 0.11 0.40,4 4,LUA_MENU_CAMO_69,icon_camo_69,69,1,,loot,loot,1007,1,1,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
70,camo70,0,camo_70,0.05 0.05 0.05,1 1,LUA_MENU_CAMO_70,icon_camo_70,70,1,,missionTeam,loot,1,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_MISSION_TEAMS
71,camo71,0,camo_71,0.05 0.05 0.05,1 1,LUA_MENU_CAMO_71,icon_camo_71,71,1,,missionTeam,loot,5,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_MISSION_TEAMS
72,camo72,0,camo_72,.15 .70 .50,4 4,LUA_MENU_CAMO_72,icon_camo_72,72,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
73,camo73,0,camo_73,0.25 0.29 0.28,4 4,LUA_MENU_CAMO_73,icon_camo_73,73,1,,loot,loot,1013,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
74,camo74,0,camo_74,0.57 0.33 0.08,4 4,LUA_MENU_CAMO_74,icon_camo_74,74,1,,loot,loot,1014,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
75,camo75,0,camo_75,0.6 0.25 0.05,4 4,LUA_MENU_CAMO_75,icon_camo_75,75,1,,loot,loot,1015,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
76,camo76,0,camo_76,0.18 0.18 0.17,1 1,LUA_MENU_CAMO_76,icon_camo_76,76,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
77,camo77,0,camo_77,0.11 0.23 0.38,1 1,LUA_MENU_CAMO_77,icon_camo_77,77,1,,missionTeam,loot,3,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_MISSION_TEAMS
78,camo78,0,camo_01,1.0 1.0 1.0,1 1,LUA_MENU_CAMO_78,icon_camo_01,78,1,,extra,,999,0,,,
79,camo79,0,camo_01,1.0 1.0 1.0,1 1,LUA_MENU_CAMO_79,icon_camo_01,79,1,,extra,,999,0,,,
80,camo80,0,camo_80,1.0 .29 .26,1 1,LUA_MENU_CAMO_80,icon_camo_80,80,1,,extra,loot,999,1,1,,
81,camo81,0,camo_01,1.0 1.0 1.0,1 1,LUA_MENU_CAMO_81,icon_camo_01,81,1,,extra,,999,0,,,
82,camo82,0,camo_01,1.0 1.0 1.0,1 1,LUA_MENU_CAMO_82,icon_camo_01,82,1,,extra,,999,0,,,
83,camo83,0,camo_01,1.0 1.0 1.0,1 1,LUA_MENU_CAMO_83,icon_camo_01,83,1,,extra,,999,0,,,
84,camo84,0,camo_84,0.87 0.87 0.90,4 4,LUA_MENU_CAMO_84,icon_camo_84,84,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
85,camo85,0,camo_85,0.23 .60 1,1 1,LUA_MENU_CAMO_85,icon_camo_85,85,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
86,camo86,0,camo_86,0.61 0.57 0.53,1 1,LUA_MENU_CAMO_86,icon_camo_86,86,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
87,camo87,0,camo_87,0.19 0.34 0.47,1 1,LUA_MENU_CAMO_87,icon_camo_87,87,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
88,camo88,0,camo_01,1.0 1.0 1.0,1 1,LUA_MENU_CAMO_88,icon_camo_01,88,1,,extra,,999,0,,,
89,camo89,0,camo_89,1.0 1.0 1.0,1 1,LUA_MENU_CAMO_89,icon_camo_89,89,1,,extra,,999,0,,,
90,camo90,0,camo_01,1.0 1.0 1.0,1 1,LUA_MENU_CAMO_90,icon_camo_01,90,1,,extra,,999,0,,,
91,camo91,0,camo_01,1.0 1.0 1.0,1 1,LUA_MENU_CAMO_91,icon_camo_01,91,1,,extra,,999,0,,,
92,camo92,0,camo_92,1.0 1.0 1.0,4 4,LUA_MENU_CAMO_92,icon_camo_92,92,1,,cp,,999,0,,,
93,camo93,0,camo_93,1.0 1.0 1.0,4 4,LUA_MENU_CAMO_93,icon_camo_93,93,1,,cp,,999,0,,,
94,camo94,1,camo_94,1.0 0.69 0.05,1 1,LUA_MENU_CAMO_94,icon_camo_94,94,1,,mp,unlock,17,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_CHALLENGE
95,camo95,1,camo_95,0.6 0.6 0.6,1 1,LUA_MENU_CAMO_95,icon_camo_95,95,1,,mp,unlock,16,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_CHALLENGE
96,camo96,1,camo_96,0.16 0.2 0.27,1 1,LUA_MENU_CAMO_96,icon_camo_96,96,1,,mp,unlock,18,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_CHALLENGE
97,camo97,1,camo_97,0.06 0.3 0.12,1 1,LUA_MENU_CAMO_97,icon_camo_97,97,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
98,camo98,1,camo_98,0.12 0.12 0.12,2 2,LUA_MENU_CAMO_98,icon_camo_98,98,1,,loot,loot,999,1,,1,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
99,camo99,1,camo_99,0.3 0.3 0.3,2 2,LUA_MENU_CAMO_99,icon_camo_99,99,1,,extra,,999,0,,0,
100,camo100,1,camo_100,0.3 0.5 0.74,2 2,LUA_MENU_CAMO_100,icon_camo_100,100,1,,extra,loot,999,1,1,0,
101,camo101,1,camo_99,0.15 0.29 0.48,2 2,LUA_MENU_CAMO_101,icon_camo_101,101,1,,extra,,999,0,,1,
102,camo102,1,camo_99,0.33 0.12 0.47,2 2,LUA_MENU_CAMO_102,icon_camo_102,102,1,,extra,,999,0,,2,
103,camo103,1,camo_99,0.48 0.27 0,2 2,LUA_MENU_CAMO_103,icon_camo_103,103,1,,extra,,999,0,,3,
104,camo104,0,camo_playercard_001,1.0 0.73 0.17,1 1,LUA_MENU_CAMO_104,icon_camo_104,104,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
105,camo105,0,camo_playercard_007,1.0 0.73 0.17,1 1,LUA_MENU_CAMO_105,icon_camo_105,105,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
106,camo106,0,camo_playercard_010,1.0 0.88 0.24,1 1,LUA_MENU_CAMO_106,icon_camo_106,106,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
107,camo107,0,camo_playercard_011,1.0 0.88 0.24,1 1,LUA_MENU_CAMO_107,icon_camo_107,107,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
108,camo108,0,camo_playercard_012,1.0 0.70 0.24,1 1,LUA_MENU_CAMO_108,icon_camo_108,108,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
109,camo109,0,camo_playercard_027,0.87 0.62 0.40,1 1,LUA_MENU_CAMO_109,icon_camo_109,109,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
110,camo110,0,camo_playercard_028,0.67 0.13 0.12,1 1,LUA_MENU_CAMO_110,icon_camo_110,110,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
111,camo111,0,camo_playercard_030,0.2 0.2 0.2,1 1,LUA_MENU_CAMO_111,icon_camo_111,111,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
112,camo112,0,camo_playercard_031,1.0 0.90 0.85,1 1,LUA_MENU_CAMO_112,icon_camo_112,112,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
113,camo113,0,camo_playercard_032,0.47 0.57 0.51,1 1,LUA_MENU_CAMO_113,icon_camo_113,113,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
114,camo114,0,camo_playercard_033,1.0 0.92 0,1 1,LUA_MENU_CAMO_114,icon_camo_114,114,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
115,camo115,0,camo_playercard_034,0.57 1.0 0.83,1 1,LUA_MENU_CAMO_115,icon_camo_115,115,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
116,camo116,0,camo_playercard_035,0.25 0.3 0.34,1 1,LUA_MENU_CAMO_116,icon_camo_116,116,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
117,camo117,0,camo_playercard_036,0.55 0.45 0.75,1 1,LUA_MENU_CAMO_117,icon_camo_117,117,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
118,camo118,0,camo_playercard_037,1.0 0.43 0.30,1 1,LUA_MENU_CAMO_118,icon_camo_118,118,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
119,camo119,0,camo_playercard_038,0.5 1.0 1.0,1 1,LUA_MENU_CAMO_119,icon_camo_119,119,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
120,camo120,0,camo_playercard_043,0.8 0.47 0.14,1 1,LUA_MENU_CAMO_120,icon_camo_120,120,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
121,camo121,0,camo_playercard_047,0.25 0.25 0.25,1 1,LUA_MENU_CAMO_121,icon_camo_121,121,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
122,camo122,0,camo_playercard_051,1.0 0.14 0.65,1 1,LUA_MENU_CAMO_122,icon_camo_122,122,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
123,camo123,0,camo_playercard_052,0.75 0.3 0.5,1 1,LUA_MENU_CAMO_123,icon_camo_123,123,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
124,camo124,0,camo_playercard_061,0.64 1.0 0.40,1 1,LUA_MENU_CAMO_124,icon_camo_124,124,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
125,camo125,0,camo_playercard_065,0.80 0.17 0.11,1 1,LUA_MENU_CAMO_125,icon_camo_125,125,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
126,camo126,0,camo_playercard_074,1.0 0.45 0.55,1 1,LUA_MENU_CAMO_126,icon_camo_126,126,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
127,camo127,0,camo_playercard_077,0.25 0.25 0.25,1 1,LUA_MENU_CAMO_127,icon_camo_127,127,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
128,camo128,0,camo_playercard_078,0.50 0.30 0.94,1 1,LUA_MENU_CAMO_128,icon_camo_128,128,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
129,camo129,0,camo_playercard_092,0.47 0.47 0.47,1 1,LUA_MENU_CAMO_129,icon_camo_129,129,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
130,camo130,0,camo_playercard_097,0.60 0.50 0.45,1 1,LUA_MENU_CAMO_130,icon_camo_130,130,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
131,camo131,0,camo_playercard_098,0.9 0.75 0,1 1,LUA_MENU_CAMO_131,icon_camo_131,131,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
132,camo132,0,camo_playercard_108,0.40 0.40 0.40,1 1,LUA_MENU_CAMO_132,icon_camo_132,132,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
133,camo133,0,camo_playercard_121,0.70 0.56 0.82,1 1,LUA_MENU_CAMO_133,icon_camo_133,133,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
134,camo134,0,camo_playercard_126,1.0 0.6 0.6,1 1,LUA_MENU_CAMO_134,icon_camo_134,134,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
135,camo135,0,camo_playercard_128,0.68 0.28 1.0,1 1,LUA_MENU_CAMO_135,icon_camo_135,135,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
136,camo136,0,camo_playercard_144,0.87 0.94 1.0,1 1,LUA_MENU_CAMO_136,icon_camo_136,136,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
137,camo137,0,camo_playercard_160,0.57 0.52 0.48,1 1,LUA_MENU_CAMO_137,icon_camo_137,137,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
138,camo138,0,camo_playercard_164,0.40 0.42 0.43,1 1,LUA_MENU_CAMO_138,icon_camo_138,138,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
139,camo139,0,camo_playercard_170,0.99 0.80 0.37,1 1,LUA_MENU_CAMO_139,icon_camo_139,139,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
140,camo140,0,camo_playercard_181,0.42 0.36 0.47,1 1,LUA_MENU_CAMO_140,icon_camo_140,140,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
141,camo141,0,camo_playercard_182,0.47 0.39 0.55,1 1,LUA_MENU_CAMO_141,icon_camo_141,141,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
142,camo142,0,camo_playercard_183,0 0.19 0.64,1 1,LUA_MENU_CAMO_142,icon_camo_142,142,1,,loot,loot,999,1,,,MP_FRONTEND_ONLY_UNLOCKED_VIA_SUPPLY_DROP
