passive_random_attachments_stocksmg,ATTACHMENTS_STOCK,attachment_icon_slot_stock,,3
passive_random_attachments_stocksnpr,ATTACHMENTS_STOCK,attachment_icon_slot_stock,,3
passive_random_attachments_stockshtgn,ATTACHMENTS_STOCK,attachment_icon_slot_stock,,3
passive_random_attachments_xmags,ATTACHMENTS_XMAGS,attachment_icon_slot_extendedmags,,3
passive_random_attachments_xmagse,ATTACHMENTS_XMAGS_ENERGY,attachment_icon_slot_recharge,,3
passive_random_attachments_xmagsepstl,ATTACHMENTS_XMAGS_ENERGY,attachment_icon_slot_recharge,,3
passive_random_attachments_hipaimsdfar,ATTACHMENTS_HIP_AIM,attachment_icon_slot_lasersight,,3
passive_mini_specialist_specialty_silentkill,CHALLENGE_KILL_CARRIER,passive_icon_assassin_build,,3
passive_mini_specialist_passive_wallrun_quieter,PASSIVES_WALLRUN_QUIETER_NAME,passive_icon_wallrun_quieter,,3
passive_mini_specialist_passive_move_speed,PASSIVES_MOVE_SPEED_NAME,passive_icon_move_speed,,3
