empty,scope,acog,reflex,phase,thermal,hybrid,oscope,vzscope,elo,smart,fastaim,firetypeauto,silencer,barrelrange,xmags,xmagse,rof,stock,highcal,grip,hipaim,shotgun,gl,akimbo,axefists,reflect,shotgunlongshot
iw7_cheytacc,cheytacscope_camo,acogcheytac_camo,,,thermalcheytac_camo,,,,elocheytac_camo,,,,,,,,rofsnprbolt,,,,,,,,,,
iw7_cheytac_mpr,cheytacrscope_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_cheytac_mpl_silencer,cheytaclscope_camo,,,,,,,,,,,,silencersniperhide_camo,,,,,,,,,,,,,,
iw7_glprox,glproxscope_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_crb,none,,,,,,,,,,,,,,,,,,,griphide_camo,hipaimcrb_camo,,,,,,
iw7_crb_mpr,,,,,,,,,,,,,,,,,,,,,hipaimcrbr_camo,,,,,,
iw7_crb_mpl,crblscope_camo,,,,,,,,,,,,,,,,,,,gripcrbl_camo,hipaim,,,,,,
iw7_ripper,ripperscope_camo,acogsmgnoalt_camo,,,,hybridsmgnoalt_camo,,,,,,,,,,,,,,griphide_camo,hipaimripper_camo,,,,,,
iw7_ripper_mp_burst,ripperscopeb_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_ripper_mpr,ripperrscope_camo,,,,,,,,,,,,,,,,,,,gripripperr_camo,hipaim,,,,,,
iw7_ripper_mpl_pelvis,ripperlscope_camo,,,,,,,,,,,,,,,,,,,gripripperl_camo,hipaim,,,,,,
iw7_ump45,none,,,,,,,,,,,,,,,,,,,gripump45_camo,hipaimump45_camo,,,,,,
iw7_ump45c,,,,,,,,,,,,,,,,,,,,gripump45_camo,hipaimump45c_camo,,,,,,
iw7_ump45_mpr,,,,,,,,,,,,,,,,,,,,gripump45r_camo,hipaimump45r_camo,,,,,,
iw7_ump45_mpl,ump45lscope_camo,,,,,,,,,,,,,,,,,,,gripump45l_camo,hipaimump45l_camo,,,,,,
iw7_ar57,ar57scope_camo,,,,,,,,,,,,,,,,,,,gripar57_camo,hipaimar57_camo,,,,,,
iw7_ar57_mpl,ar57lscope_camo,,,,,,,,,,,,,,,,,,,griphide_camo,hipaimar57l_camo,,,,,,
iw7_ar57_mp_burst,,,,,,,,,,,,,,,,,rofburst,,,,,,,,,,
iw7_ar57_mpl_burst,,,,,,,,,,,,,,,,,rofburst,,,,hipaimar57l_camo,,,,,,
iw7_m4,none,acogm4_camo,,,thermalm4_camo,,,,,,,,,,,,,,,gripm4_camo,,,,,,,
iw7_m4_mpr_hb,none,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_m4_mpl_single,firetypeselectorsingle,acogm4selector,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_devastator,none,,,,,,,,,smartdev_camo,,,,,,,,,,gripdevastator_camo,,,,,,,
iw7_devastator_mpl,devastatorlscope_camo,,,,,,,,,smartdev_camo,,,,,,,,,,,,,,,,,
iw7_spas,,,,,,,,,,smartspas_camo,,,,,,,,,,gripspas_camo,hipaimspas_camo,,,,,,
iw7_spasc,,,reflexspasc_camo,phasespasc_camo,,,,,elospasc_camo,smartspasc_camo,,,,,,,,,,gripspas_camo,hipaimspas_camo,,,,,,
iw7_m1,m1scope_camo,acogm1_camo,reflex_camo,phase_camo,thermalm1_camo,hybrid_camo,,,elom1_camo,,fastaimdmr,,silencerdmr_camo,barrelrangedmr,,,rofdmr,stockdmr,,griphide_camo,,,,,,,
iw7_m1_mpr,reflexm1r_camo,acogm1_camo_mpr,,,thermalm1_camo_mpr,,,,elom1_camo_mpr,,,,,,,,,,,,,,,,,,
iw7_m1_mpr_silencer,acogm1_camo_mpr,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_m1_mpl,m1lscope_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_m1c,,acog_camo,reflex_camo,phase_camo,thermalm1_camo,hybrid_camo,,,elo_camo,,fastaim,,silencerdmr_camo,barrelrangedmr,,,rofdmr,stockdmr,highcalm1c,griphide_camo,hipaimm1c_camo,,,,,,
iw7_fhr,none,,,,,,,,,,,,,,,,,,,griphide_camo,,,,,,,
iw7_fhr_mpl,fhrlscope_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_erad,eradscope_camo,,,,,,,,,,,,silencersmge_camo,barrelrangesmge,,,,,highcale,griphide_camo,,shotgunerad,,,,,
iw7_erad_mp_jump_spread,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_erad_mpr,eradrscope_camo,acogsmgnoalt_camo,,,,hybridsmgnoalt_camo,,,,,,,,,,,,,,,,,,,,,
iw7_erad_mpl,eradlscope_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_erad_mpl_beam,,,,,,hybridsmgeradl_camo,,,,,,,,,,,,,,,,,,,,,
iw7_ake,none,acogake_camo,reflexake_camo,phaseake_camo,thermalake_camo,hybridake_camo,,,eloake_camo,,,,silencere_camo,barrelrangee,,,,,highcale,gripake_camo,hipaimake_camo,,,,,,
iw7_ake_mpr,akerscope_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_ake_mpl_bal,none,acogake_camo,reflexake_camo,phaseake_camo,thermalake_camo,hybridake_camo,,,eloake_camo,,,,silencer_camo,barrelrangeakebal,,xmagsakebal,,,highcalakebal,gripake_camo,hipaimake_camo,,,,,fmjakebal,
iw7_sdfar,,,,,,hybridsdfar_camo,,,,,,,silencere_camo,barrelrangeesdfar,,,rofburst,,highcalesdfar,gripsdfar_camo,hipaimsdfar_camo,,,,,,
iw7_sdfar_mpr,,,,,,,,,,,,,,,,,,,,,hipaim,,,,,,
iw7_sdfar_mpl,,,,,,,,,,,,,,,,,,,,griphide_camo,hipaimsdfarl_camo,,,,,,
iw7_sdfar_mpl_auto,,,,,,hybrid_camo,,,,,,,,barrelrangee,,,,,highcale,griphide_camo,hipaimsdfarl_camo,,,,,,
iw7_fmg,fmgscope_camo,acogarnoalt_camo,reflexfmg_camo,phasefmg_camo,thermalfmg_camo,hybridarnoalt_camo,,,elofmg_camo,,,,silencerefmg_camo,barrelrangee,,xmagsefmg,,,highcale,gripfmg_camo,hipaimfmg_camo,,,akimbofmg,,,
iw7_fmg_mpl,fmglscope_camo,,,,,,,,,,,,,,,,,,,,hipaimfmgl_camo,,,akimbofmgburst,,,
iw7_fmg_mpl_shotgun,fmglscope_camo,,,,,,,,,,,,,,,,,,,,hipaimfmgl_camo,,,mod_akimboshotgun,,,
iw7_nrg,,,reflexnrg_camo,phasenrg_camo,,,,,elonrg_camo,,,,silencerpstle_camo,barrelrangepstle,,xmagsepstl,,,highcale,,,,,akimbonrg,,,
iw7_nrg_mpl_charge,,,,,,,,,,,,,,,,,,,,,,,,akimbonrg_charge,,,
iw7_nrg_mpr_smart,,,,,,,,,,,,,,,,,,,,,,,,akimbonrgmpl,,,
iw7_g18,none,,,,,,,,,,,,,,,,,,,,,,,akimbog18,,,
iw7_g18c,none,,,,,,,,,,,,,,,,,,,,,,,akimbog18c,,,
iw7_g18_mpr_burst,reflexpstl_camo,,,,,,,,,,,,,,xmagsg18r,,,,,,,,,,,,
iw7_emc,,,,,,,,,,,,firetypeautoe,silencerpstle_camo,barrelrangepstle,,xmagsepstl,,,highcale,,,,,akimboemc,,,
iw7_emc_mpl_spread,,,,,,,,,,,,,,barrelrangeshtgne,,,,,,,,,,,,,
iw7_sonic,sonicscope_camo,,,,,,,,,smartsonic_camo,,,silencersonicr_camo,barrelrangeshtgns,,xmagseshtgnpump,,,,,hipaimsonic_camo,,,,,,
iw7_sonic_mpr,sonicrscope_camo,,,,,,,,,smartsonic_camo,,,,,,,,,,,,,,,,,
iw7_sonic_mpl,soniclscope_camo,,,,,,,,,smartsonic_camo,,,,,,,,,,,,,,,,,
iw7_m8,m8scope_camo,acogm8_camo,,,thermalm8_camo,,,,elom8_camo,,,,silencersnpre_camo,,,,,,,,,,,,,,
iw7_m8_mpr,m8rscope_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_m8_mpl,m8lscope_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_m8_mpl_charge,m8lchargescope_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_mauler,,acoglmgnoalt_camo,,,,,,,,,,,silencermaulerhide_camo,,,,,,,griphide_camo,hipaimmauler_camo,,,,,,
iw7_mauler_mpr,,,,,,hybridlmg_camo_maulermpr,,,,,,,,,,,,,,,,,,,,,
iw7_mauler_mpl_damage,,acoglmgnoalt_camo_maulermpl,reflexlmg_camo_maulermpl,phaselmg_camo_maulermpl,thermallmg_camo_maulermpl,hybridlmg_camo_maulermpl,,,elolmg_camo_maulermpl,,,,,,,,,,,,,,,,,,
iw7_sdflmg,,,,,,,,,,,,,silencere_camo,barrelrangee,,xmagselmg,,,highcale,gripsdflmg,hipaimsdflmg_camo,,,,,,
iw7_sdflmg_mpr,,,,,,,,,,,,,silencere_camo,barrelrangee,,xmagselmg,,,highcale,griphide_camo,,,,,,,
iw7_lmg03,lmg03scope_camo,,,,,,,,,,,,silencere_camo,barrelrangee,,xmagselmg,,,highcale,,hipaimlmg03_camo,,,,,,
iw7_lmg03_mpl,lmg03lscope_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_lmg03_mpl_silencer,elolmg_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_sdfshotty,sdfshottyscope_camo,,,,,,,,,smartsdf_camo,,,silencershtgne_camo,barrelrangeshtgne,,xmagseshtgn,,,,gripsdfshotty_camo,hipaimsdfshotty_camo,,,,,,
iw7_sdfshotty_mpr,sdfshottyrscope_camo,,,,,,,,,smartsdf_camo,,,,,,,,,,gripsdfshottyr_camo,hipaimsdfshottyr_camo,,,,,,
iw7_sdfshotty_mpl,sdfshottylscope_camo,,,,,,,,,smartsdf_camo,,,,,,,,,,gripsdfshottyl_camo,hipaim,,,,,,
iw7_chargeshot,chargeshotscope_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_lockon,lockonscope_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_arclassic,,acogarnoalt_camo,reflexarclassic_camo,,,hybridarnoalt_camo,,,,,,,,,,,,,,griphide_camo,,,glarclassic,,,,
iw7_revolver,none,,,,,,,,,,,,,,,,,,,,,,,akimborevolver,,,
iw7_revolver_mpl,revolverlscope_camo,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_rvn,rvnscope,acogarnoalt_camo,reflexfmg_camo,phasefmg_camo,thermalfmg_camo,hybridarnoalt_camo,,,elofmg_camo,,,,silencerefmghide_camo,barrelrangee,,xmagsefmg,,,highcalervn,gripfmg_camo,hipaimfmg_camo,,,,,,
iw7_rvn_mpl,,,,,,,,,,,,,,,,,,,,,hipaimfmgl_camo,,,,,,
iw7_udm45,udm45scope,,reflexpstl_camo,phasepstl_camo,,,,,elopstl_camo,,,,silencerpstl_camo,barrelrangepstl,,xmags,,,,,,,,akimboudm45,,,
iw7_udm45_mpl,udm45lscope,,reflexpstludml,phasepstludml,,,,,elopstludml,,fastaimdmr,,silencersniperhide_camo,,,,,,highcaludml,,,,,,,,
iw7_udm45_mpl_stealth,,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_vr,vrscope,acogake_camo,reflexake_camo,phaseake_camo,thermalake_camo,hybridvr_camo,,,eloake_camo,,,,silencerehide,barrelrangee,,,,,highcale,griphide_camo,hipaimake_camo,,,,,,
iw7_vr_mpl,vrlscope,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_vr_mpl_range,vrl2scope,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_crdb,,acogsmgcrdb_camo,,,,hybridsmgcrdb_camo,,,,,,,silencersmg_db_camo,,,,,,,griphidecrdb_camo,hipaimcrdb,,,,,,
iw7_crdb_mpl,,,,,,,,,,,,,silencersmg_dbl_camo,,,,,,,,,,,,,,
iw7_axe_mpr_melee,,,,,,,,,,,,,,,,,,,,,,,,,none,,
iw7_mp28,none,acogsmgnoalt_camo,,,,,,,,,,,silencersmgmp28_camo,,,,,stockpstl,,griphide_camo,,,,,,,
iw7_mp28_mpl,none,,,,,hybridsmgnoalt_camo,,,,,,,,,,,,,,,,,glmp28,,,,
iw7_mp28_mpl_fasthip,phasesmg_camo,,,,,,,,,,,,,,,,,,,,,,glmp28_smoke,,,,
iw7_minilmg,minilmgscope,,,,,,,,,,,,,,,,,,,griphide_camo,hipaimmauler_camo,,,,,,
iw7_minilmg_mpl,elolmg_camo,,,,,,,,,,,,,,,,,,,,hipaimminilmg,,,,,,
iw7_minilmg_mpl_spooled,minilmgscope,,,,,,,,,,,,,,,,,,,griphide_camo,hipaimmauler_camo,,,,,,
iw7_ba50cal,ba50calscope,acogkbs_camo,,,thermalba50cal,,kbsoscope,kbsvzscope,elokbs_camo,,,,silencersniperhide_camo,,,,rofsnprbolt,,,,,,,,,,
iw7_ba50cal_mpl,ba50callscope,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_mod2187,mod2187scope,,,,,,,,,smartmod2187_camo,,,,,,,,,,griphideshtgn,hipaimspas_camo,,,akimbomod2187,,,
iw7_mod2187_mpl,none,,reflexshotgunmod2187l,phaseshotgunmod2187l,,,,,eloshtgnmod2187l,smartmod2187l,,,silencermod2187l,,,,,,,,,,,akimbomod2187l,,,
iw7_mod2187_mpl_epic2,none,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_gauss,gaussscope,acoggauss,reflexgauss,phasegauss,thermalgauss,hybridgauss,,,elogauss,,,,silencerhide,barrelrange,,,,,highcal,griphide_camo,hipaimgauss,,,,,,
iw7_gauss_mp_burst2,,,,,,,,,,,,,,,xmagsgauss2,,,,,,,,,,,,
iw7_gauss_mp_burst3,,,,,,,,,,,,,,,xmagsgauss3,,,,,,,,,,,,
iw7_gauss_mpl,gausslscope,,,,,,,,,,,,,,xmagsgauss4,,,,,,,,,,,,
iw7_longshot,longshotscope,acoglongshot,,,thermallongshot,,,,elolongshot,,,,silencersniperhidelongshot,,,,rofsnprbolt,,,gripsnpr_camo,,,,,,,shotgunlongshot
iw7_longshot_mpl,longshotlscope,,,,,,,,,,,,,,,,,,,,,,,,,,
iw7_longshot_mpl_burst,longshotlscope_burst,,,,,,,,,,,,,,,,,,,,,,,,,,shotgunlongshot_burst
iw7_unsalmg,none,acoglmgnoalt_camo,,,,hybridarnoalt_camo,,,,,,,silencer_camo,barrelrange,,xmags,,,highcalunsalmg,griphide_camo,hipaimsdflmg_camo,,glsmoke,,,,
iw7_unsalmg_mpl,unsalmglscope,,,,,,,,,,,,,,,,,,,,,,glsmoke_slow,,,,
iw7_unsalmg_mpl_auto,none,,,,,,,,,,,,,,,,,,,,,,glsmoke,,,,
iw7_mag,none,,reflexpstlmag,phasepstlmag,,,,,elopstlmag,,,,silencerdmr_camo,,,,,,,,,,,akimbomag,,,
iw7_mag_mpl,maglscope,,,,,,,,,,,,,,,,,,highcalmagl,,,,,,,,
iw7_mag_mpl_epic2,,,,,,,,,,,,,,,,,,,highcalmagl,,,,,,,,
iw7_tacburst,tacburstscope,acogsmgnoalt_camo,,,,hybridsmgnoalt_camo,,,,,,,,,,,,,,griphide_camo,,,gltacburst,,,,
iw7_tacburst_mpl,tacburstlscope,,,,,,,,,,,,,,xmagsgauss4,,,,,,,,gltacburst_big,,,,
iw7_tacburst_mpl_epic2,,,,,,,,,,,,,,,xmagsgauss4,,,,,,,,gltacburst_regen,,,,
iw7_katana_mp,,,,,,,,,,,,,,,,,,,,,,,,,none,,
iw7_nunchucks_mp,,,,,,,,,,,,,,,,,,,,,,,,,none,,
iw7_venomx,,,,,,,,,,,,,,,,,,,,,,,venomxalt_burst,,,,
