GeForce 9*,-1,3,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,1,1,5,16,4,0,1,5,8,16,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeForce GTX 10*,-1,5,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,1,1,5,16,4,0,1,5,8,16,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeForce GTX Titan,-1,3,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,1,1,5,16,4,0,1,5,8,16,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radeon HD 5970,1.0368,1,1,2,2,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,0,1,0.748,0.85,0,2,64,4,0,0,2,8,16,1.2,2,0
Radeon HD 6990,1.0368,1,1,2,2,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,0,1,0.748,0.85,0,2,64,4,0,0,2,8,16,1.2,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radeon HD 73*,1.0368,1,0,2,8,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,0,1,0.85,0.85,0,2,64,4,0,0,2,8,16,1.2,2,0
Radeon HD 74*,1.0368,1,0,2,8,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,0,1,0.85,0.85,0,2,64,4,0,0,2,8,16,1.2,2,0
Radeon HD 75*,1.0368,1,0,2,8,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,0,1,0.85,0.85,0,2,64,4,0,0,2,8,16,1.2,2,0
Radeon HD 76*,1.24416,1,0,2,8,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.8,0.85,0,2,64,4,0,0,2,8,16,1.2,2,0
Radeon HD 77*,1.45152,1,1,2,8,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,0.85,1,3,32,4,0,0,3,8,16,1.2,2,0
Radeon HD 78*,1.65888,1,1,2,8,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,0.85,1,4,24,4,0,0,4,8,16,1.2,2,1
Radeon HD 79*,-1,1,1,2,8,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,0.85,1,5,16,4,0,0,5,8,16,1.2,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radeon HD 83*,1.0368,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.85,0.85,1,2,64,4,0,0,2,8,16,1,2,0
Radeon HD 84*,1.0368,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.85,0.85,1,2,64,4,0,0,2,8,16,1,2,0
Radeon HD 85*,1.0368,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.85,0.85,1,2,64,4,0,0,2,8,16,1,2,0
Radeon HD 86*,1.24416,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.8,0.85,1,3,32,4,0,0,3,8,16,1,2,0
Radeon HD 87*,1.45152,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,0.85,1,4,24,4,0,0,4,8,16,1,2,0
Radeon HD 88*,1.65888,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,0.85,1,4,24,4,0,0,4,8,16,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radeon HD 5*,1.0368,1,0,2,2,1,0,3,1.5,0.5,0.33,0,0,960,320,3,1,1,0,1,0.85,0.85,0,2,64,4,0,0,2,8,16,1.2,2,0
Radeon HD 6*,1.0368,1,0,2,2,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,0,1,0.8,0.85,1,2,64,4,0,0,2,8,16,1.2,2,0
Radeon HD 7*,1.65888,1,1,2,8,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,0.85,1,4,24,4,0,0,4,8,16,1,2,1
Radeon HD 8*,1.65888,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,0.85,1,4,24,4,0,0,4,8,16,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radeon (TM) RX,-1,3,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,0.85,1,5,16,4,0,0,5,8,16,1,0,1
Radeon RX,-1,3,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,0.85,1,5,16,4,0,0,5,8,16,1,0,1
Radeon (TM) R9,-1,3,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,0.85,1,5,16,4,0,0,5,8,16,1,0,1
Radeon R9,-1,3,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,0.85,1,5,16,4,0,0,5,8,16,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quadro 5000,1.65888,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,1,1,4,24,4,0,1,4,8,16,1,0,1
Quadro 6000,1.65888,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,1,1,4,24,4,0,1,4,8,16,1,0,1
Quadro 7000,1.65888,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,1,1,4,24,4,0,1,4,8,16,1,0,1
Quadro K4000,1.65888,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,1,1,4,24,4,0,1,4,8,16,1,0,1
Quadro K5000,1.65888,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,1,1,4,24,4,0,1,4,8,16,1,0,1
Quadro K6000,1.65888,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,1,1,4,24,4,0,1,4,8,16,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Iris Graphics,-1,1,1,0,16,1,0,1,1.5,0.5,0.33,0,1,960,320,1,1,1,1,1,0.85,1,0,5,16,1,0,0,5,3,5,1.2,2,1
Intel Iris Pro Graphics,-1,1,1,0,16,1,0,1,1.5,0.5,0.33,0,1,960,320,1,1,1,1,1,0.85,1,0,5,16,1,0,0,5,3,5,1.2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeForce,-1,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,1,1,5,16,4,0,1,5,8,16,1,0,1
Radeon,-1,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,0.85,1,5,16,4,0,0,5,8,16,1,0,1
Quadro,-1,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,1,1,5,16,4,0,1,5,8,16,1,0,1
Intel,1.0368,1,1,0,16,1,0,1,1.5,0.5,0.33,0,1,960,320,1,1,1,1,1,0.85,1,0,2,64,1,0,0,2,3,5,1.2,2,0
*,-1,1,1,2,16,1,0,3,1.5,0.5,0.33,0,1,960,320,3,1,1,1,1,0.748,1,1,5,16,4,0,0,5,8,16,1,0,1
